MSE,RMSE,MAE,R2
0.007000000216066837,0.08399999886751175,0.06400000303983688,0.764
0.004999999888241291,0.0689999982714653,0.05000000074505806,0.85
0.00800000037997961,0.08699999749660492,0.06499999761581421,0.81
0.010999999940395355,0.10599999874830246,0.08299999684095383,0.641
0.013000000268220901,0.11299999803304672,0.08799999952316284,0.576
0.014000000432133675,0.11699999868869781,0.08799999952316284,0.623
