MSE,RMSE,MAE,R2
0.003000000026077032,0.052000001072883606,0.03700000047683716,0.908
0.0020000000949949026,0.03999999910593033,0.027000000700354576,0.951
0.003000000026077032,0.05299999937415123,0.039000000804662704,0.929
0.004000000189989805,0.06700000166893005,0.04899999871850014,0.856
0.006000000052154064,0.07699999958276749,0.05299999937415123,0.805
0.004999999888241291,0.07100000232458115,0.052000001072883606,0.859
