MSE,RMSE,MAE,R2
0.004000000189989805,0.06499999761581421,0.04699999839067459,0.859
0.003000000026077032,0.0560000017285347,0.041999999433755875,0.903
0.006000000052154064,0.07699999958276749,0.05700000002980232,0.851
0.007000000216066837,0.08500000089406967,0.06599999964237213,0.768
0.008999999612569809,0.0949999988079071,0.07100000232458115,0.703
0.009999999776482582,0.10100000351667404,0.07500000298023224,0.716
