MSE,RMSE,MAE,R2
0.014999999664723873,0.12099999934434891,0.07900000363588333,0.517
0.013000000268220901,0.11400000005960464,0.07599999755620956,0.597
0.01899999938905239,0.13699999451637268,0.09399999678134918,0.529
0.017999999225139618,0.13600000739097595,0.10300000011920929,0.41
0.01899999938905239,0.13899999856948853,0.10400000214576721,0.352
0.02500000037252903,0.15700000524520874,0.12300000339746475,0.323
