MSE,RMSE,MAE,R2
0.003000000026077032,0.0560000017285347,0.039000000804662704,0.895
0.0020000000949949026,0.04800000041723251,0.032999999821186066,0.93
0.004000000189989805,0.05900000035762787,0.0430000014603138,0.912
0.004999999888241291,0.06800000369548798,0.05000000074505806,0.85
0.004999999888241291,0.07400000095367432,0.05299999937415123,0.819
0.006000000052154064,0.07500000298023224,0.054999999701976776,0.845
