MSE,RMSE,MAE,R2
0.009999999776482582,0.09799999743700027,0.07100000232458115,0.679
0.009999999776482582,0.0989999994635582,0.06199999898672104,0.692
0.012000000104308128,0.11100000143051147,0.07599999755620956,0.689
0.017000000923871994,0.13199999928474426,0.0949999988079071,0.439
0.01600000075995922,0.12600000202655792,0.09700000286102295,0.471
0.017999999225139618,0.1340000033378601,0.10199999809265137,0.506
