MSE,RMSE,MAE,R2
0.004000000189989805,0.06199999898672104,0.04500000178813934,0.872
0.003000000026077032,0.050999999046325684,0.03500000014901161,0.917
0.004000000189989805,0.06700000166893005,0.04800000041723251,0.887
0.006000000052154064,0.07599999755620956,0.05700000002980232,0.814
0.00800000037997961,0.08799999952316284,0.06499999761581421,0.744
0.007000000216066837,0.08299999684095383,0.061000000685453415,0.808
