MSE,RMSE,MAE,R2
0.003000000026077032,0.05299999937415123,0.03799999877810478,0.906
0.0020000000949949026,0.04500000178813934,0.03099999949336052,0.936
0.003000000026077032,0.054999999701976776,0.03999999910593033,0.924
0.004999999888241291,0.06700000166893005,0.04800000041723251,0.855
0.004999999888241291,0.0689999982714653,0.050999999046325684,0.841
0.004999999888241291,0.07100000232458115,0.052000001072883606,0.86
