MSE,RMSE,MAE,R2
0.004000000189989805,0.05900000035762787,0.04399999976158142,0.883
0.0020000000949949026,0.04500000178813934,0.03200000151991844,0.936
0.004000000189989805,0.061000000685453415,0.04600000008940697,0.904
0.004999999888241291,0.07400000095367432,0.054999999701976776,0.824
0.00800000037997961,0.09099999815225601,0.06400000303983688,0.729
0.007000000216066837,0.08100000023841858,0.05999999865889549,0.818
