MSE,RMSE,MAE,R2
0.004999999888241291,0.0689999982714653,0.050999999046325684,0.842
0.003000000026077032,0.05299999937415123,0.03700000047683716,0.911
0.004999999888241291,0.07000000029802322,0.052000001072883606,0.877
0.007000000216066837,0.0860000029206276,0.06599999964237213,0.759
0.009999999776482582,0.10100000351667404,0.07400000095367432,0.661
0.008999999612569809,0.09600000083446503,0.07199999690055847,0.748
