MSE,RMSE,MAE,R2
0.014999999664723873,0.12300000339746475,0.08299999684095383,0.502
0.014000000432133675,0.11699999868869781,0.07900000363588333,0.573
0.019999999552965164,0.14000000059604645,0.09700000286102295,0.506
0.01899999938905239,0.1379999965429306,0.10499999672174454,0.388
0.020999999716877937,0.14399999380111694,0.10899999737739563,0.316
0.027000000700354576,0.16300000250339508,0.12999999523162842,0.267
