MSE,RMSE,MAE,R2
0.004999999888241291,0.0689999982714653,0.05000000074505806,0.843
0.003000000026077032,0.057999998331069946,0.041999999433755875,0.897
0.006000000052154064,0.07699999958276749,0.0560000017285347,0.852
0.00800000037997961,0.08900000154972076,0.06700000166893005,0.745
0.009999999776482582,0.10000000149011612,0.07800000160932541,0.668
0.010999999940395355,0.10199999809265137,0.07500000298023224,0.711
