MSE,RMSE,MAE,R2
0.014000000432133675,0.11999999731779099,0.07999999821186066,0.519
0.013000000268220901,0.11299999803304672,0.07599999755620956,0.603
0.017999999225139618,0.13600000739097595,0.0949999988079071,0.536
0.017999999225139618,0.1340000033378601,0.10199999809265137,0.424
0.019999999552965164,0.14000000059604645,0.10499999672174454,0.349
0.024000000208616257,0.15600000321865082,0.12099999934434891,0.329
