MSE,RMSE,MAE,R2
0.003000000026077032,0.054999999701976776,0.039000000804662704,0.898
0.0020000000949949026,0.0430000014603138,0.029999999329447746,0.942
0.004000000189989805,0.05900000035762787,0.0430000014603138,0.91
0.004999999888241291,0.07000000029802322,0.052000001072883606,0.841
0.007000000216066837,0.08399999886751175,0.05900000035762787,0.767
0.006000000052154064,0.07900000363588333,0.057999998331069946,0.828
