MSE,RMSE,MAE,R2
0.004000000189989805,0.05999999865889549,0.0430000014603138,0.878
0.0020000000949949026,0.04899999871850014,0.03500000014901161,0.925
0.004000000189989805,0.06400000303983688,0.04699999839067459,0.896
0.006000000052154064,0.07999999821186066,0.061000000685453415,0.795
0.00800000037997961,0.09000000357627869,0.06700000166893005,0.731
0.007000000216066837,0.0860000029206276,0.06400000303983688,0.796
