LocationID,Count,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area,latitude,longitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
INNCY177,558,INNCY,Inner area cycle surveys,527505,173398,Bellevue Road,Wandsworth,Inner,51.44522724,-0.166662176,0,0,0,0,0,0,1,1,0,0,15,6,3,5,2,50,4,35,0,0,0,0,35,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (527505 173398),135.57599999999994
INNCY178,919,INNCY,Inner area cycle surveys,526755,174405,Windmill Road,Wandsworth,Inner,51.45444533,-0.177087968,0,0,0,0,1,0,1,17,0,0,28,8,8,8,5,79,0,52,0,0,0,0,49,0,0,7,0,0,0,4,2,10,1,3,3,0,6,0,0,0,0,0,2,0,0,0,1,0,0,0,POINT (526755 174405),131.0964285714286
INNCY179,531,INNCY,Inner area cycle surveys,527155,178280,Sydney Street,Kensington & Chelsea,Inner,51.48918004,-0.169941136,0,0,3,0,0,0,0,52,0,0,140,59,12,8,20,306,4,114,0,1,21,1,84,0,0,10,2,0,1,14,6,154,2,20,2,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,POINT (527155 178280),302.03922651933715
INNCY180,1008,INNCY,Inner area cycle surveys,525746,181489,Porchester Road,Westminster,Inner,51.518334,-0.189081489,0,1,8,0,0,0,3,28,2,0,107,65,11,7,38,282,8,106,0,2,13,0,77,0,0,44,8,1,0,5,0,53,1,4,1,0,2,2,0,0,2,0,10,0,0,1,0,0,0,0,POINT (525746 181489),258.65485232067516
INNCY181,1133,INNCY,Inner area cycle surveys,528299,185646,Gordon House Road,Camden,Inner,51.55511828,-0.150793307,1,0,4,0,0,0,1,10,1,0,25,19,3,8,10,194,3,86,0,1,3,0,58,0,0,17,4,0,0,2,2,1,0,1,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,0,POINT (528299 185646),164.64583333333326
INNCY182,422,INNCY,Inner area cycle surveys,528319,187583,North Road,Haringey,Inner,51.57252093,-0.149798529,0,0,0,0,0,0,1,5,0,0,10,4,1,2,5,33,1,82,0,0,0,0,46,0,0,3,1,0,0,0,0,1,1,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,POINT (528319 187583),102.73333333333336
INNCY183,1571,INNCY,Inner area cycle surveys,533929,183824,Queensbridge Road,Hackney,Inner,51.53743803,-0.07032689,0,1,5,0,0,4,1,2,0,0,33,36,9,2,9,523,0,125,0,0,0,0,75,0,0,26,2,0,1,9,3,7,0,1,0,0,2,0,0,0,9,0,5,0,0,0,0,0,0,0,POINT (533929 183824),194.14777777777778
INNCY184,1912,INNCY,Inner area cycle surveys,532372,183191,Shepherdess Walk,Hackney,Inner,51.53211654,-0.093000933,1,2,7,1,0,2,2,4,2,0,107,58,18,25,47,488,4,170,0,2,2,0,103,0,0,36,11,0,1,5,4,19,0,12,3,0,2,4,0,0,1,0,5,0,0,0,0,0,0,0,POINT (532372 183191),220.02549019607847
INNCY185,579,INNCY,Inner area cycle surveys,534433,182321,Dunbridge Street,Tower Hamlets,Inner,51.52381196,-0.063637586,1,0,5,0,0,0,1,5,0,0,56,71,13,15,29,305,8,129,0,1,4,0,65,0,0,38,2,0,0,5,1,26,1,2,1,0,0,2,0,0,3,0,2,0,0,0,0,0,0,0,POINT (534433 182321),214.83977272727282
INNCY186,688,INNCY,Inner area cycle surveys,535445,182472,Globe Road,Tower Hamlets,Inner,51.52492731,-0.049001393,1,0,1,0,0,0,1,5,0,0,24,23,6,9,21,176,7,143,0,1,1,0,72,1,0,26,1,0,0,2,2,3,1,0,0,0,2,2,0,0,2,0,3,0,0,0,0,0,0,0,POINT (535445 182472),214.63705882352934
INNCY187,550,INNCY,Inner area cycle surveys,530143,172778,Sternhold Avenue,Lambeth,Inner,51.43905598,-0.128952055,0,0,0,0,0,0,1,0,0,0,8,6,2,4,9,116,0,72,0,0,1,0,64,0,0,10,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530143 172778),135.178947368421
INNCY188,383,INNCY,Inner area cycle surveys,536121,177519,Sanford Street,Lewisham,Inner,51.4802563,-0.041172797,0,0,2,0,0,0,0,4,0,0,12,19,4,4,12,82,0,87,0,0,5,0,57,0,0,12,0,0,0,0,2,1,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,POINT (536121 177519),146.14634146341461
INNCY189,1126,INNCY,Inner area cycle surveys,531893,174903,Milkwood Road,Lambeth,Inner,51.45774816,-0.102997245,0,0,3,0,0,0,1,2,0,0,22,9,4,2,19,184,2,158,0,0,0,0,95,0,0,13,1,0,0,3,3,5,2,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,POINT (531893 174903),144.69732142857143
INNCY190,1108,INNCY,Inner area cycle surveys,527831,178033,Royal Hospital Road,Kensington & Chelsea,Inner,51.48680802,-0.160299244,0,0,3,0,0,0,0,30,0,0,59,22,8,9,7,210,0,79,1,0,14,1,55,0,0,6,4,0,1,5,2,132,0,12,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,POINT (527831 178033),345.6348993288591
INNCY191,858,INNCY,Inner area cycle surveys,526141,179590,Palace Gate,Kensington & Chelsea,Inner,51.50117984,-0.184070347,0,0,7,0,0,0,0,29,0,0,95,45,7,7,14,270,3,81,0,0,10,0,58,0,0,14,2,0,2,8,1,28,4,2,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,POINT (526141 179590),191.45074626865673
INNCY192,527,INNCY,Inner area cycle surveys,522431,179259,Paddenswick Road,Hammersmith & Fulham,Inner,51.49902008,-0.237607716,1,2,9,3,2,0,3,20,1,0,66,28,1,7,28,347,5,60,0,3,1,0,57,0,0,18,6,0,0,8,4,4,5,5,0,0,1,0,0,0,0,0,7,0,0,0,0,0,4,0,POINT (522431 179259),173.11250000000004
INNCY193,410,INNCY,Inner area cycle surveys,524947,180711,Kensington Park Road,Kensington & Chelsea,Inner,51.51151924,-0.200866442,0,1,5,0,0,0,2,46,0,0,120,55,11,7,31,355,7,77,0,0,12,0,62,0,0,30,9,1,0,7,2,95,2,10,1,0,2,3,0,0,0,0,8,0,0,1,0,0,0,0,POINT (524947 180711),209.3362790697674
INNCY195,844,INNCY,Inner area cycle surveys,533605,186930,Manor Road,Hackney,Inner,51.56542619,-0.073817004,0,0,0,0,0,0,0,3,0,0,21,25,5,7,24,329,0,73,0,4,2,0,61,0,0,27,7,0,0,5,3,11,3,3,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,POINT (533605 186930),170.1103225806452
INNCY196,2218,INNCY,Inner area cycle surveys,531386,184380,Liverpool Road,Islington,Inner,51.54303158,-0.106764258,0,0,0,0,0,0,1,7,0,0,97,51,15,29,29,260,3,132,0,2,1,0,78,0,0,28,8,0,0,6,1,37,1,19,2,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0,POINT (531386 184380),172.39488636363643
INNCY197,1488,INNCY,Inner area cycle surveys,532964,184553,Southgate Road,Hackney,Inner,51.54421701,-0.08395728,0,0,0,0,0,2,1,2,0,0,19,19,9,3,10,342,1,169,0,0,0,0,91,0,0,16,3,0,0,1,1,6,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,POINT (532964 184553),183.93959390862946
INNCY198,594,INNCY,Inner area cycle surveys,532949,186397,Albion Road,Hackney,Inner,51.56079137,-0.083477095,0,0,0,0,0,0,0,3,0,0,23,30,7,7,29,459,0,83,0,4,1,0,63,0,0,28,6,0,0,5,4,7,3,3,1,0,1,5,0,0,2,0,5,0,0,0,0,0,0,0,POINT (532949 186397),169.3697530864198
INNCY199,770,INNCY,Inner area cycle surveys,529999,174161,Kings Avenue,Lambeth,Inner,51.4515177,-0.130515143,0,0,0,0,0,0,1,7,0,0,20,16,3,10,22,191,0,47,0,2,1,0,47,0,0,21,4,0,0,2,2,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,POINT (529999 174161),149.6214285714286
INNCY200,1215,INNCY,Inner area cycle surveys,531326,175231,Atlantic Road,Lambeth,Inner,51.46082748,-0.111031849,0,0,4,0,0,0,4,6,0,0,30,25,7,5,35,280,2,142,0,0,1,0,89,0,0,24,2,0,0,4,3,3,4,1,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,POINT (531326 175231),164.30718954248366
INNCY201,673,INNCY,Inner area cycle surveys,536493,175849,Brockley Road,Lewisham,Inner,51.46515975,-0.036463672,0,0,0,0,0,0,0,1,0,0,5,7,0,4,4,56,0,67,0,0,3,0,67,0,0,3,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,POINT (536493 175849),110.30540540540537
INNCY202,968,INNCY,Inner area cycle surveys,524876,177885,North End Road,Hammersmith & Fulham,Inner,51.48613755,-0.202888299,0,0,0,1,0,0,2,11,0,0,35,27,5,11,22,340,10,59,0,1,3,0,57,0,0,18,4,0,0,1,3,3,2,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,POINT (524876 177885),219.85368852459018
INNCY203,2610,INNCY,Inner area cycle surveys,523193,175872,Lower Richmond Road,Wandsworth,Inner,51.4684151,-0.227816159,0,0,0,0,0,0,1,3,0,0,5,4,0,1,0,70,0,30,0,0,1,1,26,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (523193 175872),108.15714285714286
INNCY204,640,INNCY,Inner area cycle surveys,528767,172952,Bedford Hill,Wandsworth,Inner,51.44093385,-0.148674917,0,0,1,0,0,0,3,10,0,0,28,14,4,6,9,82,9,33,0,0,1,0,33,0,0,10,2,0,1,2,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0,POINT (528767 172952),147.7901408450704
INNCY205,1899,INNCY,Inner area cycle surveys,526818,179439,Exhibition Road,Westminster,Inner,51.49967147,-0.174376302,0,0,2,0,0,0,0,32,0,0,125,60,12,7,21,240,7,97,0,1,8,0,70,0,0,14,2,0,0,8,2,84,2,12,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,POINT (526818 179439),355.36101694915254
INNCY206,580,INNCY,Inner area cycle surveys,528211,187202,Highgate West Hill,Camden,Inner,51.56912156,-0.151494952,0,0,0,0,0,0,2,6,0,0,13,9,1,1,4,54,1,87,0,0,0,0,51,0,0,3,2,0,0,1,0,1,1,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,POINT (528211 187202),108.12753623188408
INNCY208,434,INNCY,Inner area cycle surveys,523191,180796,South Africa Road,Hammersmith & Fulham,Inner,51.51266836,-0.226128154,0,1,7,0,0,0,1,7,0,0,55,33,2,3,32,256,5,72,0,1,6,0,67,0,0,15,5,0,1,11,3,71,0,3,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,POINT (523191 180796),185.47659574468076
INNCY209,509,INNCY,Inner area cycle surveys,526779,183139,Circus Road,Westminster,Inner,51.53293163,-0.173608253,0,0,1,0,0,0,0,24,0,0,22,20,1,4,3,77,2,60,0,0,28,0,51,0,0,12,3,0,0,0,3,19,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,POINT (526779 183139),217.5973684210527
INNCY210,2861,INNCY,Inner area cycle surveys,531111,183609,Barnsbury Road,Islington,Inner,51.53616687,-0.111014446,0,0,4,0,0,0,3,9,0,0,119,66,23,29,42,308,3,164,0,2,2,0,96,1,0,31,6,0,0,7,2,46,2,17,2,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0,POINT (531111 183609),178.31714285714287
INNCY211,416,INNCY,Inner area cycle surveys,537451,182569,Campbell Road,Tower Hamlets,Inner,51.52531473,-0.020066237,1,0,1,0,0,0,1,3,0,0,1,11,2,2,13,92,3,122,0,1,1,0,61,0,0,25,1,0,0,3,1,1,0,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0,POINT (537451 182569),237.21582733812966
INNCY212,2335,INNCY,Inner area cycle surveys,531454,185633,Drayton Park,Islington,Inner,51.55427581,-0.105316499,0,0,0,0,0,0,3,6,0,0,50,64,5,16,34,286,5,106,0,1,1,0,61,0,0,40,5,0,1,2,5,8,4,10,1,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0,POINT (531454 185633),163.1511764705882
INNCY213,138,INNCY,Inner area cycle surveys,535127,180312,Wapping High Street,Tower Hamlets,Inner,51.50559312,-0.054409694,0,1,0,0,0,0,1,13,0,0,12,19,3,5,12,117,3,144,0,1,5,0,71,0,0,23,2,0,0,3,1,6,0,0,0,0,3,4,0,0,1,0,3,0,0,0,0,0,0,0,POINT (535127 180312),209.97037037037038
INNCY214,1479,INNCY,Inner area cycle surveys,532782,186342,Stoke Newington Church Street,Hackney,Inner,51.56033642,-0.085905537,0,0,0,0,0,0,0,7,0,0,33,37,7,7,28,448,0,92,0,2,0,0,68,0,0,28,6,0,0,5,4,6,4,3,2,0,1,4,0,0,2,0,6,0,0,0,0,0,0,0,POINT (532782 186342),166.44709302325583
INNCY215,734,INNCY,Inner area cycle surveys,535667,183991,Lauriston Road,Hackney,Inner,51.53852408,-0.045218677,2,0,12,0,0,1,0,2,0,0,13,20,4,0,3,278,0,116,0,0,2,0,59,0,0,4,1,0,0,4,0,0,1,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0,POINT (535667 183991),193.73831168831157
INNCY216,475,INNCY,Inner area cycle surveys,534235,181558,Plumbers Row,Tower Hamlets,Inner,51.51700246,-0.066780254,1,1,19,1,1,2,7,13,1,0,103,102,31,31,63,310,9,169,0,3,5,0,85,0,0,36,5,0,1,4,0,24,0,1,2,0,7,4,0,0,1,0,14,0,0,0,0,0,0,0,POINT (534235 181558),218.75310344827597
INNCY217,112,INNCY,Inner area cycle surveys,535804,179157,Surrey Quays Road,Southwark,Inner,51.4950519,-0.045105411,0,0,2,0,0,0,0,5,0,0,10,14,4,4,4,110,5,125,0,0,3,1,65,0,0,9,0,0,0,0,0,4,0,0,0,0,1,2,0,1,4,0,5,0,0,0,0,0,0,0,POINT (535804 179157),151.43364485981306
INNCY218,509,INNCY,Inner area cycle surveys,530860,174631,Brixton Water Lane,Lambeth,Inner,51.4555433,-0.117957553,0,0,2,0,0,0,1,6,0,0,32,26,8,4,31,290,2,106,0,2,1,0,70,0,0,21,3,0,0,2,3,4,2,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,POINT (530860 174631),161.55870967741927
INNCY219,1832,INNCY,Inner area cycle surveys,534611,175438,Peckham Rye,Southwark,Inner,51.4619167,-0.063696184,0,2,0,0,0,0,0,2,0,0,11,4,1,2,4,151,0,64,0,0,0,0,64,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,POINT (534611 175438),127.11891891891896
INNCY220,441,INNCY,Inner area cycle surveys,537036,176326,Wickham Road,Lewisham,Inner,51.46931506,-0.028466948,0,0,0,0,0,0,0,2,0,0,20,27,6,15,14,109,0,98,0,0,4,0,78,8,0,10,2,0,0,0,3,2,0,1,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0,POINT (537036 176326),127.44153846153844
INNCY221,196,INNCY,Inner area cycle surveys,534063,172109,Sydenham Hill,Southwark,Inner,51.43213074,-0.072839724,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,20,0,56,0,0,0,0,49,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,POINT (534063 172109),84.19855072463768
INNCY222,166,INNCY,Inner area cycle surveys,532959,171502,Gipsy Road,Lambeth,Inner,51.42693579,-0.088939298,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,37,0,96,0,0,7,0,63,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,POINT (532959 171502),95.22727272727276
INNCY223,601,INNCY,Inner area cycle surveys,527108,170998,Blackshaw Road,Wandsworth,Inner,51.42374762,-0.17323228,0,0,0,1,0,0,5,9,2,0,81,23,9,8,16,83,3,79,0,0,3,0,61,0,0,28,3,0,2,3,4,13,3,0,2,0,1,0,0,0,2,0,6,1,1,0,0,0,0,0,POINT (527108 170998),142.33461538461532
INNCY224,395,INNCY,Inner area cycle surveys,526608,172386,Aboyne Road,Wandsworth,Inner,51.43633343,-0.179924091,0,0,0,0,0,0,1,11,0,0,12,12,2,6,16,74,0,39,0,2,1,0,39,0,0,12,1,0,0,5,1,0,1,3,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0,POINT (526608 172386),122.92247191011236
INNCY225,1366,INNCY,Inner area cycle surveys,526733,177787,Beaufort Street,Kensington & Chelsea,Inner,51.48484413,-0.176192806,0,0,1,0,0,0,0,28,0,0,98,34,9,10,10,247,0,73,0,0,17,1,68,0,0,12,4,0,0,5,3,55,1,21,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0,POINT (526733 177787),199.50952380952378
INNCY226,1301,INNCY,Inner area cycle surveys,526773,175420,Plough Road,Wandsworth,Inner,51.46356308,-0.176465525,0,0,1,0,0,0,3,11,0,0,56,41,20,12,29,144,3,93,0,3,2,1,80,0,0,25,2,0,2,3,3,13,2,8,3,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,POINT (526773 175420),172.18222222222224
INNCY227,614,INNCY,Inner area cycle surveys,525455,182411,Elgin Avenue,Westminster,Inner,51.52668461,-0.192945297,1,1,2,0,0,0,3,20,0,0,31,29,2,4,17,144,5,102,0,1,5,0,75,0,0,37,3,0,0,2,1,3,2,3,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,POINT (525455 182411),239.44840182648403
INNCY229,978,INNCY,Inner area cycle surveys,528624,178440,Ebury Bridge,Westminster,Inner,51.490286,-0.148736264,5,0,9,0,1,1,0,15,0,0,74,48,9,16,41,257,8,186,3,4,12,1,110,0,0,21,4,0,3,8,2,64,2,3,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0,POINT (528624 178440),234.93551912568302
INNCY230,1239,INNCY,Inner area cycle surveys,528615,184685,Prince of Wales Road,Camden,Inner,51.5464102,-0.146588885,1,0,7,0,0,0,3,14,0,0,47,20,14,17,21,292,6,119,0,3,6,2,79,0,0,12,5,0,0,8,2,27,1,4,0,0,1,3,0,0,0,0,3,0,0,2,0,0,1,0,POINT (528615 184685),181.08779069767442
INNCY231,245,INNCY,Inner area cycle surveys,530003,187303,Hazellville Road,Islington,Inner,51.56961927,-0.125616433,0,0,1,0,0,0,3,4,1,0,23,15,0,7,18,187,6,119,0,2,0,0,66,0,0,20,4,0,0,3,1,2,2,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,POINT (530003 187303),156.54152046783625
INNCY232,1385,INNCY,Inner area cycle surveys,532320,186331,Riversdale Road,Islington,Inner,51.56034605,-0.092570419,0,0,0,0,0,0,0,7,0,0,19,33,4,8,34,362,1,82,0,0,0,0,57,0,0,27,1,0,0,3,5,0,4,1,2,0,1,3,0,0,1,0,5,0,0,0,0,0,0,0,POINT (532320 186331),163.81785714285712
INNCY233,229,INNCY,Inner area cycle surveys,534828,180557,Wapping Lane,Tower Hamlets,Inner,51.50786611,-0.058621603,0,1,0,0,0,0,2,15,1,0,21,22,3,7,13,108,0,134,0,1,5,0,66,0,0,20,2,0,0,3,1,6,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0,POINT (534828 180557),220.95306122448977
INNCY234,840,INNCY,Inner area cycle surveys,534355,179286,St. James's Road,Southwark,Inner,51.49655703,-0.065916648,0,0,1,0,0,0,1,9,0,0,22,18,7,15,10,169,1,124,0,1,0,0,62,0,0,16,8,0,0,3,1,0,0,0,0,0,0,2,0,1,3,0,2,0,0,0,0,0,0,0,POINT (534355 179286),193.1193548387097
INNCY235,479,INNCY,Inner area cycle surveys,530349,172580,Leigham Court Road,Lambeth,Inner,51.43722928,-0.126062751,0,0,0,0,0,0,1,0,0,0,7,6,2,5,4,100,0,73,0,0,0,0,65,0,0,9,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530349 172580),125.53259259259255
INNCY236,469,INNCY,Inner area cycle surveys,534935,177129,Asylum Road,Southwark,Inner,51.47703553,-0.058390116,0,2,5,0,0,0,3,2,0,0,4,6,1,5,6,107,0,81,1,1,2,0,58,0,0,11,2,1,0,0,0,3,2,0,0,0,0,9,0,0,4,0,1,0,0,1,0,0,0,0,POINT (534935 177129),152.7766917293233
INNCY237,471,INNCY,Inner area cycle surveys,529665,173115,Emmanuel Road,Lambeth,Inner,51.44219404,-0.135702059,0,0,0,0,0,0,0,0,0,0,12,5,4,6,10,124,0,63,0,0,1,0,58,0,0,11,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (529665 173115),145.31369863013694
INNCY238,399,INNCY,Inner area cycle surveys,527849,176717,Prince of Wales Drive,Wandsworth,Inner,51.47497725,-0.16051607,0,0,0,0,1,0,1,9,0,0,27,21,2,9,17,87,0,47,0,0,1,1,46,0,0,20,3,0,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (527849 176717),192.78080000000003
INNCY239,315,INNCY,Inner area cycle surveys,524751,183028,Fernhead Road,Westminster,Inner,51.5323854,-0.202869813,1,0,2,0,0,0,4,8,0,0,14,19,1,1,9,179,1,94,0,0,3,0,74,0,0,27,4,0,0,2,0,2,1,3,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,POINT (524751 183028),212.98877005347595
INNCY240,185,INNCY,Inner area cycle surveys,525984,186309,West Heath Road,Camden,Inner,51.56159781,-0.183929614,0,0,0,0,0,0,0,1,0,0,8,5,0,1,1,19,2,46,0,0,1,0,35,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,POINT (525984 186309),92.07183098591548
INNCY241,789,INNCY,Inner area cycle surveys,523767,180868,Bramley Road,Kensington & Chelsea,Inner,51.51318967,-0.217806665,0,1,9,0,0,0,1,23,0,0,62,44,6,3,29,289,5,80,0,1,7,0,73,0,0,23,5,0,1,12,3,94,2,8,3,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,POINT (523767 180868),184.0833333333333
INNCY242,524,INNCY,Inner area cycle surveys,530883,187056,Tollington Park,Islington,Inner,51.56719622,-0.113018447,0,0,1,0,0,1,1,5,1,0,45,43,2,9,39,212,4,106,0,5,1,0,56,0,0,31,3,0,0,5,9,19,5,5,2,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0,POINT (530883 187056),170.63058823529417
INNCY243,956,INNCY,Inner area cycle surveys,533163,184400,Englefield Road,Hackney,Inner,51.54279522,-0.081147129,0,1,0,0,0,2,1,2,0,0,17,19,8,3,10,410,1,171,0,0,0,0,92,0,0,15,4,0,0,1,2,6,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0,POINT (533163 184400),184.86596858638745
INNCY244,200,INNCY,Inner area cycle surveys,530380,185043,North Road,Islington,Inner,51.54922274,-0.121017242,0,0,0,0,0,0,2,1,0,0,29,38,4,15,20,228,2,120,0,0,1,0,74,0,0,27,7,0,1,3,1,6,0,4,0,0,1,3,0,0,1,0,4,0,0,0,0,0,0,0,POINT (530380 185043),168.80852272727265
INNCY245,208,INNCY,Inner area cycle surveys,537334,185014,Waterden Road,Hackney,Inner,51.54731405,-0.020798777,4,0,3,2,0,4,0,3,0,0,31,28,8,6,4,176,2,105,0,1,3,0,56,0,0,11,3,0,0,7,0,27,0,2,0,1,1,6,0,0,4,0,6,0,0,0,0,0,0,0,POINT (537334 185014),134.01944444444445
INNCY246,531,INNCY,Inner area cycle surveys,537885,179761,Marsh Wall,Tower Hamlets,Inner,51.49997623,-0.014911529,2,1,6,2,1,1,4,23,0,0,67,35,11,4,76,143,4,113,0,6,2,0,57,0,0,16,7,0,1,4,1,20,1,0,2,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0,POINT (537885 179761),239.9840425531915
INNCY248,487,INNCY,Inner area cycle surveys,532054,175740,Herne Hill Road,Lambeth,Inner,51.46523243,-0.100368959,0,0,8,0,0,0,3,4,0,0,12,11,3,4,20,170,0,112,0,0,1,0,77,0,0,18,0,0,0,5,2,2,3,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0,POINT (532054 175740),152.30222222222224
INNCY249,592,INNCY,Inner area cycle surveys,524190,177323,Munster Road,Hammersmith & Fulham,Inner,51.48123771,-0.212960562,0,0,0,0,0,0,0,5,0,0,18,25,2,10,10,317,0,49,0,0,1,0,49,0,0,16,4,0,0,1,4,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (524190 177323),204.09430051813467
INNCY251,496,INNCY,Inner area cycle surveys,526466,182582,Hamilton Terrace,Westminster,Inner,51.52799608,-0.178318175,0,0,5,0,0,0,0,28,1,0,43,32,5,5,14,130,4,82,0,1,31,0,62,0,0,25,3,1,0,0,6,23,2,0,1,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0,POINT (526466 182582),226.85434782608698
INNCY252,427,INNCY,Inner area cycle surveys,525664,179543,Derry Street,Kensington & Chelsea,Inner,51.5008636,-0.190955553,0,0,9,0,0,0,0,35,0,0,112,46,8,6,26,288,6,79,0,0,11,0,62,0,0,21,2,0,2,10,1,30,6,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,POINT (525664 179543),201.41111111111113
INNCY253,395,INNCY,Inner area cycle surveys,522568,180047,Coningham Road,Hammersmith & Fulham,Inner,51.50607233,-0.235361512,1,2,8,1,1,0,6,17,1,0,73,32,2,4,36,292,6,76,0,2,1,0,71,0,0,18,6,0,0,11,3,38,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,POINT (522568 180047),185.52163742690058
INNCY254,347,INNCY,Inner area cycle surveys,527613,184480,Fellows Road,Camden,Inner,51.54479518,-0.16110534,0,0,0,0,0,0,3,11,0,0,27,20,4,7,9,177,5,71,0,1,2,0,67,0,0,12,2,0,0,4,0,7,1,4,1,0,1,3,0,1,1,0,2,0,0,0,0,0,0,0,POINT (527613 184480),207.780701754386
INNCY255,359,INNCY,Inner area cycle surveys,524187,180078,Addison Avenue,Kensington & Chelsea,Inner,51.50599782,-0.21203525,0,0,7,1,0,0,2,26,0,0,63,25,1,6,18,336,5,68,0,1,9,0,58,0,0,19,5,0,1,7,1,73,3,7,4,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0,POINT (524187 180078),192.01436781609192
