LocationID,Count,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area,latitude,longitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count,geometry,population_density
CSHCY030,4162,CSHCY,Cycle Superhighway cycle surveys,534385,180905,Cable Street (west),Tower Hamlets,Inner,51.51109877,-0.064868471,1,1,8,0,0,0,6,20,1,0,82,68,18,24,41,210,10,164,0,3,4,1,81,0,0,37,3,0,0,4,1,12,0,0,2,0,5,6,0,0,0,0,9,0,0,0,0,0,0,0,POINT (534385 180905),226.0962686567165
CSHCY031,5822,CSHCY,Cycle Superhighway cycle surveys,533967,180817,Royal Mint Street,Tower Hamlets,Inner,51.51040714,-0.070921692,2,0,18,1,0,2,8,15,1,0,153,101,43,40,81,221,9,159,0,3,5,2,80,0,0,27,3,0,2,3,0,23,0,0,2,0,8,3,0,0,0,0,16,0,0,0,0,0,0,0,POINT (533967 180817),231.85803571428582
CSHCY039,2465,CSHCY,Cycle Superhighway cycle surveys,537041,177731,Evelyn Street South,Lewisham,Inner,51.48193942,-0.027850506,0,0,3,0,0,0,2,4,0,0,19,29,7,12,11,134,0,97,0,1,2,1,54,0,0,17,2,0,0,1,3,2,0,1,0,0,0,2,0,0,3,0,7,0,0,0,0,0,0,0,POINT (537041 177731),176.46328125
CSHCY040,2112,CSHCY,Cycle Superhighway cycle surveys,536087,178542,Evelyn Street North,Lewisham,Inner,51.48945738,-0.0412682,0,0,2,0,0,0,0,5,0,0,8,6,1,3,4,81,2,96,0,0,0,1,54,0,0,8,0,0,0,0,0,4,0,0,0,0,1,3,0,0,1,0,3,0,0,0,0,0,0,0,POINT (536087 178542),166.11142857142852
CSHCY041,3168,CSHCY,Cycle Superhighway cycle surveys,535366,179203,Lower Road,Southwark,Inner,51.49557021,-0.051393338,0,0,3,0,0,0,0,6,0,0,11,15,4,7,11,121,6,122,0,1,3,0,63,0,0,13,2,0,0,2,0,4,0,0,0,0,1,0,0,1,4,0,5,0,0,0,0,0,0,0,POINT (535366 179203),147.2669642857142
CSHCY042,5476,CSHCY,Cycle Superhighway cycle surveys,534441,179458,Jamaica Road,Southwark,Inner,51.49808225,-0.064613045,0,0,2,0,0,0,1,12,0,0,21,22,9,16,11,176,1,134,0,2,2,0,67,0,0,19,6,0,0,4,2,0,0,0,0,0,0,4,0,1,3,0,2,0,0,0,0,0,0,0,POINT (534441 179458),191.083660130719
CSHCY043,6663,CSHCY,Cycle Superhighway cycle surveys,533828,179685,Jamaica Road (west),Southwark,Inner,51.50026748,-0.073352616,0,0,5,0,0,0,1,11,0,0,80,39,19,21,33,235,1,138,0,1,3,2,68,0,0,29,8,0,1,6,1,3,0,0,0,0,0,3,0,0,1,0,5,0,0,0,0,0,0,0,POINT (533828 179685),201.00405405405402
CSHCY047,2399,CSHCY,Cycle Superhighway cycle surveys,535659,176810,Queen's Road (east),Lewisham,Inner,51.47399592,-0.048093719,0,0,1,0,0,0,0,4,0,0,12,16,3,5,12,96,0,85,0,0,5,0,65,0,0,13,0,0,0,0,2,2,1,0,0,0,1,1,0,0,5,0,1,0,0,0,1,0,0,0,POINT (535659 176810),130.93622047244094
CSHCY048,2107,CSHCY,Cycle Superhighway cycle surveys,534926,176740,Queens Road,Southwark,Inner,51.47354199,-0.058668057,0,2,5,0,0,0,4,4,0,0,15,10,2,7,12,135,0,88,1,1,2,0,65,0,0,12,3,1,0,1,0,4,1,0,0,0,0,7,0,0,3,0,1,0,0,1,0,0,0,0,POINT (534926 176740),149.80575539568343
CSHCY049,3661,CSHCY,Cycle Superhighway cycle surveys,534102,176695,Peckham High Street,Southwark,Inner,51.47333333,-0.070542175,0,3,0,0,0,0,1,1,0,0,17,12,2,5,12,183,0,70,1,1,2,0,57,0,0,9,3,1,0,0,0,3,1,0,0,0,0,13,0,0,1,0,2,0,0,1,0,0,0,0,POINT (534102 176695),176.19290322580648
CSHCY050,4733,CSHCY,Cycle Superhighway cycle surveys,532778,176716,Camberwell Church Street,Southwark,Inner,51.47383403,-0.089586272,0,1,5,0,0,1,4,4,0,0,8,12,2,7,14,203,0,82,0,2,3,0,58,0,0,19,2,0,0,4,0,1,1,0,0,0,0,9,0,0,0,0,2,0,0,0,0,0,0,0,POINT (532778 176716),176.49659863945575
CSHCY051,4961,CSHCY,Cycle Superhighway cycle surveys,531865,177149,Camberwell New Road,Southwark,Inner,51.47793854,-0.102562864,1,0,3,0,0,1,6,8,0,0,30,25,6,11,16,232,1,130,0,2,4,0,85,0,0,30,3,0,0,5,0,3,2,1,2,1,0,3,0,0,3,0,1,1,0,0,0,0,0,0,POINT (531865 177149),187.8085227272727
CSHCY052,5503,CSHCY,Cycle Superhighway cycle surveys,530802,177835,Harleyford Road (Kennington Oval),Lambeth,Inner,51.48434994,-0.117607097,0,0,6,0,0,0,4,20,0,0,37,32,11,10,16,293,6,157,0,1,17,2,84,1,0,27,2,0,0,2,0,0,1,1,2,1,3,3,0,0,5,0,6,2,0,0,0,1,0,0,POINT (530802 177835),210.25962732919248
CSHCY053,3540,CSHCY,Cycle Superhighway cycle surveys,530462,177929,South Lambeth Road (at Vauxhall),Lambeth,Inner,51.48527314,-0.122466182,0,0,5,0,0,0,2,21,0,0,40,30,13,10,17,273,9,165,0,1,18,2,88,1,0,25,3,0,0,3,0,1,1,1,2,0,6,2,0,0,4,0,7,2,0,0,0,1,0,0,POINT (530462 177929),225.9148387096773
CSHCY055,5159,CSHCY,Cycle Superhighway cycle surveys,530113,178195,Vauxhall Bridge,Westminster,Inner,51.48774392,-0.127391686,0,0,4,0,0,0,1,12,0,0,35,29,14,9,16,283,8,160,0,1,21,2,86,1,0,24,4,0,0,3,0,3,1,2,0,0,6,2,0,0,3,0,6,3,0,0,0,0,0,0,POINT (530113 178195),266.8406976744184
CSHCY056,996,CSHCY,Cycle Superhighway cycle surveys,529396,178437,Belgrave Road,Westminster,Inner,51.49008307,-0.137624039,5,0,15,0,1,1,0,11,0,0,77,62,12,20,54,285,11,205,3,3,8,3,116,0,0,35,4,0,1,5,1,8,3,1,1,0,5,0,0,0,1,0,6,2,0,0,0,0,0,0,POINT (529396 178437),322.23645833333325
CSHCY057,412,CSHCY,Cycle Superhighway cycle surveys,536436,177129,Fordham Park,Lewisham,Inner,51.47667585,-0.036789981,0,0,2,0,0,0,0,4,0,0,17,28,8,11,15,97,0,97,0,1,5,0,65,0,0,13,0,0,0,0,3,2,0,0,0,0,1,0,0,0,2,0,3,0,0,0,1,0,0,0,POINT (536436 177129),130.90075757575752
CSHCY058,160,CSHCY,Cycle Superhighway cycle surveys,536753,177471,Amersham Vale,Lewisham,Inner,51.47967266,-0.032095969,0,0,3,0,0,0,1,4,0,0,17,29,9,12,14,124,0,93,0,1,5,0,58,0,0,15,1,0,0,1,3,2,0,0,0,0,1,1,0,0,3,0,5,0,0,0,1,0,0,0,POINT (536753 177471),149.99083333333328
CSHCY059,741,CSHCY,Cycle Superhighway cycle surveys,537004,177244,Margaret Macmillan Park,Lewisham,Inner,51.47757211,-0.028571736,0,0,3,0,0,0,1,4,0,0,24,34,10,13,16,137,0,99,0,1,5,0,61,7,0,19,1,0,0,1,3,2,0,1,0,0,1,2,0,0,3,0,7,0,0,0,1,0,0,0,POINT (537004 177244),152.0138461538461
CSHCY060,155,CSHCY,Cycle Superhighway cycle surveys,537250,176552,Albyn Road,Lewisham,Inner,51.47129412,-0.025300238,0,0,0,0,0,0,0,1,0,0,23,29,8,17,15,134,0,102,0,0,4,0,75,14,0,13,2,0,0,0,3,3,0,1,0,0,1,1,0,0,2,0,8,0,0,0,1,0,0,0,POINT (537250 176552),127.00942028985507
CSHCY061,1274,CSHCY,Cycle Superhighway cycle surveys,537837,176015,Thurston Road,Lewisham,Inner,51.46632601,-0.017063429,0,0,0,0,0,0,2,3,0,0,15,13,1,7,18,96,0,119,0,2,0,0,86,14,0,11,3,0,0,1,1,3,2,1,1,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,POINT (537837 176015),119.81129032258065
CSHCY062,1169,CSHCY,Cycle Superhighway cycle surveys,528504,179074,Eccleston Street,Westminster,Inner,51.49601089,-0.150233111,6,0,14,0,0,1,0,21,0,0,93,63,12,15,37,252,19,204,3,2,14,0,116,0,0,20,1,0,3,6,1,104,0,2,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,POINT (528504 179074),185.05033112582777
CSHCY064,2445,CSHCY,Cycle Superhighway cycle surveys,527802,172131,Upper Tooting Road,Wandsworth,Inner,51.43377392,-0.162847813,0,0,1,0,0,0,7,11,0,0,83,26,9,5,19,87,6,64,0,1,0,0,52,0,0,21,5,0,2,6,5,15,3,0,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,POINT (527802 172131),155.00909090909087
CSHCY065,3714,CSHCY,Cycle Superhighway cycle surveys,528353,172998,Balham High Road (south),Wandsworth,Inner,51.44144112,-0.15461161,0,0,1,0,0,0,6,12,0,0,49,19,6,7,13,92,9,40,0,0,0,0,40,0,0,13,3,0,1,4,0,0,2,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,POINT (528353 172998),144.7186206896552
CSHCY066,4403,CSHCY,Cycle Superhighway cycle surveys,528789,173892,Balham Hill,Wandsworth,Inner,51.44937649,-0.148016812,0,0,0,0,0,0,1,9,0,0,35,19,6,8,16,93,8,47,0,1,0,0,47,0,0,9,4,0,1,1,1,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,POINT (528789 173892),143.69251700680277
CSHCY067,2993,CSHCY,Cycle Superhighway cycle surveys,529150,174890,Clapham Common (south side),Lambeth,Inner,51.45826318,-0.142460641,0,0,0,0,0,0,2,10,0,0,53,29,10,18,28,162,6,69,0,1,0,0,61,0,0,16,2,0,0,0,2,2,0,1,0,0,3,0,0,1,1,0,2,0,0,0,1,0,0,0,POINT (529150 174890),145.33732394366203
CSHCY068,3792,CSHCY,Cycle Superhighway cycle surveys,529951,175624,Clapham High Street,Lambeth,Inner,51.46467631,-0.13066845,0,1,0,0,0,0,4,14,0,0,50,42,15,27,37,293,4,85,0,2,2,0,62,0,0,31,2,0,0,1,1,5,3,1,0,0,2,0,0,1,3,0,3,0,0,0,0,0,0,0,POINT (529951 175624),178.7684210526315
CSHCY069,7476,CSHCY,Cycle Superhighway cycle surveys,530224,176111,Clapham Road Stockwell,Lambeth,Inner,51.46899014,-0.126561457,0,1,1,0,0,0,5,7,0,0,32,35,13,19,37,257,2,105,0,2,2,0,66,0,0,34,2,0,0,2,2,4,4,0,2,1,1,0,0,1,3,0,4,0,0,0,0,0,0,0,POINT (530224 176111),195.43333333333328
CSHCY070,7604,CSHCY,Cycle Superhighway cycle surveys,530878,177098,Clapham Road Oval,Lambeth,Inner,51.47770922,-0.11678605,0,0,3,0,0,0,3,8,0,0,28,30,5,11,20,262,3,150,0,0,12,0,87,0,0,30,3,0,0,2,2,1,2,0,2,1,1,1,0,0,4,0,3,2,0,0,0,0,0,0,POINT (530878 177098),195.84497041420113
CSHCY071,12825,CSHCY,Cycle Superhighway cycle surveys,531259,177740,Kennington Park Road,Lambeth,Inner,51.48339043,-0.111064592,0,0,6,0,0,0,4,16,0,0,35,29,11,14,18,290,5,157,0,0,17,0,90,1,0,30,2,0,0,2,0,0,1,0,2,1,2,1,0,0,6,0,3,2,0,0,0,0,0,0,POINT (531259 177740),200.84999999999997
CSHCY072,7514,CSHCY,Cycle Superhighway cycle surveys,531837,178703,Newington Butts,Southwark,Inner,51.49191017,-0.102386144,2,0,3,0,0,0,3,15,0,0,48,29,3,25,41,323,5,176,0,1,11,0,101,0,0,34,5,0,1,3,1,8,4,2,1,4,1,6,0,0,5,0,7,0,0,0,0,1,0,0,POINT (531837 178703),212.4916666666667
CSHCY078,2399,CSHCY,Cycle Superhighway cycle surveys,526015,175129,Old York Road,Wandsworth,Inner,51.46111697,-0.187474833,0,0,1,0,0,0,1,6,0,0,18,14,2,3,12,166,0,85,0,1,1,2,71,0,0,16,2,0,1,1,1,8,0,6,1,0,9,0,0,0,0,0,8,0,0,0,1,0,0,0,POINT (526015 175129),147.70894308943087
CSHCY079,2289,CSHCY,Cycle Superhighway cycle surveys,526577,175711,York Road,Wandsworth,Inner,51.46622212,-0.17918136,0,0,2,0,0,0,3,5,0,0,23,39,3,8,26,164,3,97,0,3,2,2,84,0,0,25,2,0,2,2,2,6,1,11,1,0,12,1,0,0,0,0,1,0,0,0,0,0,1,0,POINT (526577 175711),185.0328947368421
CSHCY080,1789,CSHCY,Cycle Superhighway cycle surveys,527487,176384,Battersea Park Road (Latchmere),Wandsworth,Inner,51.47206623,-0.165845605,0,0,1,0,0,0,2,21,0,0,39,42,10,9,26,112,2,68,0,3,2,1,58,0,0,27,3,0,0,2,2,7,1,5,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,POINT (527487 176384),204.30694444444438
CSHCY081,1469,CSHCY,Cycle Superhighway cycle surveys,528263,176685,Battersea Park Road (Battersea),Wandsworth,Inner,51.47459606,-0.154569882,0,0,0,0,1,0,2,8,0,0,32,22,3,9,15,75,0,49,0,1,1,0,49,0,0,19,3,0,0,0,1,4,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (528263 176685),193.42608695652174
CSHCY082,6518,CSHCY,Cycle Superhighway cycle surveys,528551,177888,Chelsea Bridge,Westminster,Inner,51.48534188,-0.149987947,5,0,6,0,1,0,0,10,0,0,34,23,3,11,14,178,1,112,3,3,10,1,75,0,0,17,5,0,0,2,1,34,1,2,0,0,2,0,0,0,1,0,3,1,0,0,0,0,0,0,POINT (528551 177888),246.0425675675675
CSHCY083,8385,CSHCY,Cycle Superhighway cycle surveys,529413,177894,Grosvenor Road,Westminster,Inner,51.48519939,-0.137578173,0,0,1,0,1,0,1,7,0,0,31,12,2,11,9,209,9,109,0,4,6,2,66,0,0,23,7,0,0,3,1,6,2,1,0,0,4,2,0,0,0,0,6,2,0,0,0,0,0,0,POINT (529413 177894),270.805
CSHCY088,435,CSHCY,Cycle Superhighway cycle surveys,525764,185300,Finchley Road (West Hampstead),Camden,Inner,51.55257911,-0.187462186,0,0,0,0,0,0,0,5,0,0,23,17,0,5,9,78,4,60,0,0,2,0,60,0,0,7,7,0,1,2,0,1,1,2,0,0,1,4,0,0,0,0,5,0,0,0,0,0,0,0,POINT (525764 185300),138.0782608695652
CSHCY089,1034,CSHCY,Cycle Superhighway cycle surveys,526349,184641,Finchley Road station,Camden,Inner,51.5465262,-0.179265591,0,0,1,0,0,0,0,9,0,0,30,18,1,2,9,90,6,69,0,0,5,0,69,0,0,16,7,0,1,1,0,2,1,5,1,0,2,0,0,1,0,0,6,0,0,0,0,0,0,0,POINT (526349 184641),178.13099415204687
CSHCY090,853,CSHCY,Cycle Superhighway cycle surveys,526729,184207,Swiss Cottage,Camden,Inner,51.54254079,-0.173944604,0,0,1,0,0,0,0,17,0,0,32,17,1,4,9,94,6,62,0,0,14,0,62,0,0,18,5,0,0,1,0,3,1,5,1,0,2,0,0,1,0,0,5,0,0,0,0,0,0,0,POINT (526729 184207),185.64971098265906
CSHCY091,613,CSHCY,Cycle Superhighway cycle surveys,526929,183873,Avenue Road,Camden,Inner,51.53949429,-0.171182493,0,0,1,0,0,0,0,21,0,0,31,23,1,4,6,113,5,59,0,0,19,0,59,0,0,17,4,0,0,0,1,23,1,4,1,0,1,1,0,1,0,0,6,0,0,0,0,0,0,0,POINT (526929 183873),197.1664516129034
CSHCY092,3434,CSHCY,Cycle Superhighway cycle surveys,527588,182585,Outer Circle (west),Westminster,Inner,51.52777088,-0.162151771,4,0,2,2,0,0,2,36,0,0,51,43,0,9,32,159,6,78,0,0,39,0,54,0,0,26,3,1,0,3,5,28,5,0,1,1,1,4,0,0,1,0,4,0,0,0,0,0,0,0,POINT (527588 182585),235.5413533834586
CSHCY093,1060,CSHCY,Cycle Superhighway cycle surveys,528563,182215,Park Square West,Westminster,Inner,51.52422487,-0.148239458,4,0,19,2,0,3,3,30,0,0,106,60,12,13,43,351,11,122,0,2,17,0,64,0,0,17,5,0,0,8,1,80,4,16,0,1,1,3,0,0,0,0,12,0,0,0,0,0,0,0,POINT (528563 182215),215.67723577235776
CSHCY094,2776,CSHCY,Cycle Superhighway cycle surveys,528755,182256,Park Square East,Camden,Inner,51.52454963,-0.145458489,3,1,17,2,0,3,3,23,0,0,111,71,17,14,55,391,17,122,0,3,14,0,61,0,0,18,6,0,0,6,1,84,3,16,0,1,1,4,0,0,0,0,11,0,0,0,0,0,0,0,POINT (528755 182256),199.01016949152546
CSHCY096,5228,CSHCY,Cycle Superhighway cycle surveys,528376,182227,Outer Circle (south),Westminster,Inner,51.52437521,-0.150929064,4,0,15,1,0,2,4,37,0,0,93,55,10,14,40,299,10,112,0,1,27,0,60,0,0,16,5,0,0,8,1,78,4,15,0,1,1,3,0,0,0,0,9,0,0,0,0,0,0,0,POINT (528376 182227),219.12692307692308
CSHCY097,5336,CSHCY,Cycle Superhighway cycle surveys,527983,182176,Cornwall Terrace,Westminster,Inner,51.524006,-0.156609277,4,0,6,2,0,0,3,48,0,0,91,46,4,10,38,225,9,104,0,1,37,0,60,0,0,16,2,0,1,8,3,77,5,6,2,1,0,1,0,0,1,0,6,0,0,0,0,0,0,0,POINT (527983 182176),214.21492537313426
CSHCY099,376,CSHCY,Cycle Superhighway cycle surveys,522148,180960,Westway (White City),Hammersmith & Fulham,Inner,51.5143685,-0.241094059,0,0,1,0,0,0,1,2,0,0,9,13,1,2,12,130,0,59,0,0,0,0,58,0,0,11,3,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,POINT (522148 180960),162.86990291262134
CSHCY100,4,CSHCY,Cycle Superhighway cycle surveys,525949,181515,Westway (raised section),Westminster,Inner,51.51852248,-0.186148049,0,0,7,1,0,0,4,38,2,0,121,73,12,8,43,259,8,112,0,2,12,0,77,0,0,45,9,2,0,5,1,24,2,4,1,0,2,2,0,0,3,0,9,0,0,1,0,0,0,0,POINT (525949 181515),253.06293103448286
CSHCY101,659,CSHCY,Cycle Superhighway cycle surveys,526366,181271,Westbourne Terrace,Westminster,Inner,51.51623663,-0.180228677,0,0,6,2,0,0,5,39,2,0,133,71,9,9,39,245,11,124,0,3,21,0,76,0,0,49,8,2,1,5,2,7,3,2,2,0,2,2,0,0,3,0,8,0,0,1,1,0,0,0,POINT (526366 181271),252.1489010989012
CSHCY102,1597,CSHCY,Cycle Superhighway cycle surveys,526820,180796,Bayswater Road (Lancaster Gate),Westminster,Inner,51.51186623,-0.173860004,1,0,3,2,0,0,4,33,1,0,98,57,8,7,32,185,8,97,0,3,11,0,56,0,0,29,5,1,1,6,0,10,3,1,0,0,1,1,0,0,1,0,4,2,0,0,1,0,0,0,POINT (526820 180796),242.05826086956526
CSHCY103,4291,CSHCY,Cycle Superhighway cycle surveys,526920,180696,West Carriage Drive (south of Victoria Gate),Westminster,Inner,51.51094511,-0.172455712,1,0,2,2,0,0,3,31,0,0,65,48,4,6,22,164,8,82,0,3,10,0,47,0,0,25,4,0,1,6,0,10,3,1,0,0,0,0,0,0,2,0,1,3,0,0,1,0,0,0,POINT (526920 180696),237.9114583333334
CSHCY104,6773,CSHCY,Cycle Superhighway cycle surveys,528285,179958,Serpentine Road,Westminster,Inner,51.5040049,-0.153065001,2,0,27,0,0,1,1,13,0,0,101,33,15,6,17,140,18,122,0,1,13,0,63,0,0,11,1,0,1,1,0,74,1,2,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,POINT (528285 179958),77.48064516129033
CSHCY105,4408,CSHCY,Cycle Superhighway cycle surveys,527381,180844,The Ring (North Carriage Drive),Westminster,Inner,51.51217152,-0.165762863,1,0,12,3,0,0,4,47,0,0,93,51,6,9,24,194,11,125,0,2,21,0,64,0,0,23,5,0,1,7,1,21,5,6,2,0,0,0,0,0,2,0,5,3,0,0,1,0,0,0,POINT (527381 180844),186.77058823529407
CSHCY106,4371,CSHCY,Cycle Superhighway cycle surveys,526897,180121,West Carriage Drive,Westminster,Inner,51.50578282,-0.172993689,1,0,1,0,0,0,1,13,0,0,37,28,2,5,5,105,6,60,0,1,6,0,44,0,0,16,0,0,0,2,0,22,0,1,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,POINT (526897 180121),161.50724637681157
CSHCY107,1938,CSHCY,Cycle Superhighway cycle surveys,527827,179798,South Carriage Drive,Westminster,Inner,51.50267068,-0.159718116,1,0,6,0,0,0,0,13,0,0,76,32,4,4,6,125,12,88,0,0,10,0,46,0,0,8,0,0,1,2,1,76,1,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,POINT (527827 179798),105.85569620253167
CSHCY108,6601,CSHCY,Cycle Superhighway cycle surveys,528381,179809,Aspley Way (at Hyde Park Corner),Westminster,Inner,51.50264409,-0.151736789,1,0,15,0,0,1,1,15,0,0,115,50,17,12,30,161,23,142,0,2,12,0,76,0,0,11,2,0,2,3,0,78,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,POINT (528381 179809),80.46349206349205
CSHCY128,1493,CSHCY,Cycle Superhighway cycle surveys,530506,182825,Grays Inn Road,Camden,Inner,51.52926146,-0.120022661,0,0,14,0,1,1,4,6,0,0,109,128,19,37,54,477,20,210,0,6,12,0,116,2,0,39,4,0,1,4,3,52,1,3,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0,POINT (530506 182825),241.9711764705881
CSHCY129,1381,CSHCY,Cycle Superhighway cycle surveys,530328,183265,York Way,Camden,Inner,51.53325663,-0.122424536,0,0,10,0,1,0,3,5,0,0,73,93,15,25,46,333,18,153,0,4,7,0,88,2,0,33,2,0,1,3,2,40,1,1,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,POINT (530328 183265),229.05477707006364
INNCY001,1409,INNCY,Inner area cycle surveys,536005,183225,Grove Road,Tower Hamlets,Inner,51.53155943,-0.040643763,1,0,0,0,0,0,1,7,0,0,10,24,1,5,10,168,1,115,0,1,1,0,57,0,0,21,1,0,0,1,1,2,0,1,1,0,1,0,0,1,2,0,3,0,0,0,0,0,0,0,POINT (536005 183225),202.00410958904106
INNCY003,1209,INNCY,Inner area cycle surveys,536945,181263,Burdett Road (south of Limehouse Cut),Tower Hamlets,Inner,51.5137017,-0.027862524,1,0,3,0,0,0,0,10,1,0,12,18,2,2,20,150,10,135,0,0,4,1,68,0,0,25,1,0,0,0,4,2,0,1,0,0,1,3,0,0,4,0,2,1,0,0,0,0,0,0,POINT (536945 181263),193.96549295774648
INNCY004,2984,INNCY,Inner area cycle surveys,531355,186695,Seven Sisters Road (Finsbury Park),Islington,Inner,51.56384246,-0.106347233,0,0,1,0,0,1,1,8,1,0,52,50,4,9,47,275,3,97,0,4,1,0,52,0,0,35,3,0,0,5,9,20,6,7,2,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0,POINT (531355 186695),172.37151162790687
INNCY005,1202,INNCY,Inner area cycle surveys,532770,188001,Seven Sisters Road,Haringey,Inner,51.57524758,-0.085452331,0,0,0,0,0,0,2,5,0,0,10,11,1,5,15,138,7,89,0,1,2,0,73,0,0,16,1,0,0,4,3,8,0,2,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,POINT (532770 188001),162.02781954887217
INNCY006,872,INNCY,Inner area cycle surveys,530080,187472,Hornsey Rise,Islington,Inner,51.57112025,-0.124443554,0,0,1,0,0,0,3,7,1,0,25,17,0,8,20,176,6,123,0,3,0,0,68,0,0,22,6,0,0,3,1,4,2,2,2,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,POINT (530080 187472),154.60055555555553
INNCY007,872,INNCY,Inner area cycle surveys,530305,183747,York Way,Islington,Inner,51.53759346,-0.122577717,0,0,8,0,1,0,2,3,0,0,60,71,14,18,35,259,14,117,0,4,4,0,72,1,0,27,3,0,1,3,2,40,1,2,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,POINT (530305 183747),194.59580419580416
INNCY008,1440,INNCY,Inner area cycle surveys,535195,184188,Well Street,Hackney,Inner,51.5404075,-0.051944584,3,0,13,0,0,1,0,0,0,0,25,25,8,0,7,443,0,150,0,0,1,0,82,0,0,10,1,0,1,8,2,5,1,0,0,0,2,0,0,0,3,0,8,0,0,0,0,0,0,0,POINT (535195 184188),182.18535031847128
INNCY009,2077,INNCY,Inner area cycle surveys,534598,183233,Hackney Road,Tower Hamlets,Inner,51.53196818,-0.060912507,1,0,13,0,0,1,0,1,0,0,32,41,10,5,18,352,4,118,0,0,0,0,67,0,0,30,2,0,0,8,3,10,1,1,0,0,2,1,0,0,5,0,3,0,0,0,0,0,0,0,POINT (534598 183233),205.53191489361714
INNCY010,4865,INNCY,Inner area cycle surveys,533698,180337,Tower Bridge,Tower Hamlets,Inner,51.50615734,-0.074977463,2,0,18,1,0,1,5,11,1,0,143,88,51,49,70,243,15,162,0,4,5,3,82,0,0,26,8,0,4,9,1,19,0,0,0,0,4,3,0,0,1,0,12,0,0,0,0,0,0,0,POINT (533698 180337),214.68157894736848
INNCY011,1377,INNCY,Inner area cycle surveys,537205,179057,Westferry Road,Tower Hamlets,Inner,51.49381532,-0.024975368,1,1,2,1,0,0,1,19,0,0,16,14,1,1,31,96,0,99,0,0,1,2,50,0,0,14,3,0,0,1,1,0,0,0,0,0,1,2,0,0,2,0,7,0,0,0,0,0,0,0,POINT (537205 179057),233.73719008264462
INNCY012,882,INNCY,Inner area cycle surveys,531403,174615,Dulwich Road,Lambeth,Inner,51.45527386,-0.110152798,0,0,3,0,0,0,0,1,0,0,24,16,5,5,18,220,2,134,0,0,0,0,79,0,0,10,2,0,0,4,2,5,1,0,1,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,POINT (531403 174615),151.8410852713178
INNCY013,2099,INNCY,Inner area cycle surveys,535247,177293,Old Kent Road (New Cross Gate),Lewisham,Inner,51.47843485,-0.053837512,0,0,5,0,0,0,3,3,0,0,3,5,0,4,4,88,0,66,0,0,2,0,50,0,0,9,0,0,0,0,0,2,2,0,0,0,0,7,0,0,3,0,0,0,0,0,0,0,0,0,POINT (535247 177293),148.6661417322834
INNCY015,1481,INNCY,Inner area cycle surveys,530230,172490,Streatham High Road,Lambeth,Inner,51.43644782,-0.127806889,0,0,0,0,0,0,1,0,0,0,7,6,2,5,4,101,0,76,0,0,0,0,69,0,0,9,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,POINT (530230 172490),124.98931297709919
INNCY016,2094,INNCY,Inner area cycle surveys,530770,174614,Brixton Hill,Lambeth,Inner,51.4554113,-0.119258428,0,0,2,0,0,0,1,6,0,0,32,26,7,5,28,297,2,103,0,2,1,0,68,0,0,23,3,0,0,2,3,4,1,1,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,POINT (530770 174614),164.01963190184043
