LocationID,latitude,longitude,transport_mode,node_ID
INNCY291,51.43429088,-0.11778088,bike,551
INNCY292,51.46911459,-0.061202917,bike,552
INNCY293,51.46645894,-0.028143743,bike,553
INNCY295,51.48010728,-0.103769002,bike,554
INNCY296,51.45694896,-0.102512183,bike,555
INNCY297,51.4694797,-0.085059914,bike,556
INNCY298,51.44774342,-0.077852665,bike,557
INNCY299,51.45406528,-0.116636574,bike,558
INNCY300,51.46226061,-0.016491061,bike,559
INNCY301,51.47298713,-0.071363153,bike,560
INNCY302,51.45596869,-0.125424942,bike,561
INNCY303,51.49614454,-0.069262074,bike,562
INNCY304,51.47771041,-0.182972116,bike,563
INNCY306,51.47084774,-0.157528872,bike,564
INNCY307,51.45819113,-0.210089457,bike,565
INNCY308,51.44908192,-0.227859631,bike,566
INNCY310,51.4869882,-0.207939337,bike,567
INNCY312,51.47509044,-0.163146709,bike,568
INNCY313,51.46768982,-0.20849398,bike,569
INNCY314,51.45973018,-0.223776497,bike,570
INNCY317,51.44967902,-0.241235307,bike,571
INNCY318,51.44152326,-0.170753197,bike,572
INNCY319,51.48757246,-0.222694728,bike,573
INNCY320,51.46785735,-0.217716274,bike,574
INNCY322,51.44844546,-0.21909109,bike,575
INNCY323,51.55277604,-0.151667221,bike,576
INNCY325,51.54598746,-0.134101855,bike,577
