LocationID,Count,ProgID,SurveyDescription,Easting,Northing,Location,Borough,Functional cycling area,Latitude,Longitude,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
INNCY194,259,INNCY,Inner area cycle surveys,523687,182957,Mortimer Road,Brent,Inner,51.53198118,-0.218226303,0,0,1,0,0,0,1,2,0,0,10,16,1,0,5,135,1,61,0,0,0,0,49,0,0,14,1,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
INNCY195,844,INNCY,Inner area cycle surveys,533605,186930,Manor Road,Hackney,Inner,51.56542619,-0.073817004,0,0,0,0,0,0,0,3,0,0,21,25,5,7,24,329,0,73,0,4,2,0,61,0,0,27,7,0,0,5,3,11,3,3,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0
INNCY196,2218,INNCY,Inner area cycle surveys,531386,184380,Liverpool Road,Islington,Inner,51.54303158,-0.106764258,0,0,0,0,0,0,1,7,0,0,97,51,15,29,29,260,3,132,0,2,1,0,78,0,0,28,8,0,0,6,1,37,1,19,2,0,2,1,0,0,1,0,2,0,0,0,0,0,0,0
INNCY197,1488,INNCY,Inner area cycle surveys,532964,184553,Southgate Road,Hackney,Inner,51.54421701,-0.08395728,0,0,0,0,0,2,1,2,0,0,19,19,9,3,10,342,1,169,0,0,0,0,91,0,0,16,3,0,0,1,1,6,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0
INNCY198,594,INNCY,Inner area cycle surveys,532949,186397,Albion Road,Hackney,Inner,51.56079137,-0.083477095,0,0,0,0,0,0,0,3,0,0,23,30,7,7,29,459,0,83,0,4,1,0,63,0,0,28,6,0,0,5,4,7,3,3,1,0,1,5,0,0,2,0,5,0,0,0,0,0,0,0
INNCY199,770,INNCY,Inner area cycle surveys,529999,174161,Kings Avenue,Lambeth,Inner,51.4515177,-0.130515143,0,0,0,0,0,0,1,7,0,0,20,16,3,10,22,191,0,47,0,2,1,0,47,0,0,21,4,0,0,2,2,1,0,1,0,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0
INNCY200,1215,INNCY,Inner area cycle surveys,531326,175231,Atlantic Road,Lambeth,Inner,51.46082748,-0.111031849,0,0,4,0,0,0,4,6,0,0,30,25,7,5,35,280,2,142,0,0,1,0,89,0,0,24,2,0,0,4,3,3,4,1,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0
INNCY201,673,INNCY,Inner area cycle surveys,536493,175849,Brockley Road,Lewisham,Inner,51.46515975,-0.036463672,0,0,0,0,0,0,0,1,0,0,5,7,0,4,4,56,0,67,0,0,3,0,67,0,0,3,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
INNCY202,968,INNCY,Inner area cycle surveys,524876,177885,North End Road,Hammersmith & Fulham,Inner,51.48613755,-0.202888299,0,0,0,1,0,0,2,11,0,0,35,27,5,11,22,340,10,59,0,1,3,0,57,0,0,18,4,0,0,1,3,3,2,0,2,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
INNCY203,2610,INNCY,Inner area cycle surveys,523193,175872,Lower Richmond Road,Wandsworth,Inner,51.4684151,-0.227816159,0,0,0,0,0,0,1,3,0,0,5,4,0,1,0,70,0,30,0,0,1,1,26,0,0,4,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
INNCY204,640,INNCY,Inner area cycle surveys,528767,172952,Bedford Hill,Wandsworth,Inner,51.44093385,-0.148674917,0,0,1,0,0,0,3,10,0,0,28,14,4,6,9,82,9,33,0,0,1,0,33,0,0,10,2,0,1,2,0,0,1,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,0
INNCY205,1899,INNCY,Inner area cycle surveys,526818,179439,Exhibition Road,Westminster,Inner,51.49967147,-0.174376302,0,0,2,0,0,0,0,32,0,0,125,60,12,7,21,240,7,97,0,1,8,0,70,0,0,14,2,0,0,8,2,84,2,12,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0
INNCY206,580,INNCY,Inner area cycle surveys,528211,187202,Highgate West Hill,Camden,Inner,51.56912156,-0.151494952,0,0,0,0,0,0,2,6,0,0,13,9,1,1,4,54,1,87,0,0,0,0,51,0,0,3,2,0,0,1,0,1,1,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0
INNCY207,326,INNCY,Inner area cycle surveys,520998,180414,East Acton Lane,Ealing,Inner,51.50970866,-0.25784586,0,0,0,0,0,0,1,9,0,0,24,20,0,6,19,129,0,68,0,0,0,0,68,0,0,23,4,0,0,2,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,3,0
INNCY208,434,INNCY,Inner area cycle surveys,523191,180796,South Africa Road,Hammersmith & Fulham,Inner,51.51266836,-0.226128154,0,1,7,0,0,0,1,7,0,0,55,33,2,3,32,256,5,72,0,1,6,0,67,0,0,15,5,0,1,11,3,71,0,3,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
INNCY209,509,INNCY,Inner area cycle surveys,526779,183139,Circus Road,Westminster,Inner,51.53293163,-0.173608253,0,0,1,0,0,0,0,24,0,0,22,20,1,4,3,77,2,60,0,0,28,0,51,0,0,12,3,0,0,0,3,19,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0
INNCY210,2861,INNCY,Inner area cycle surveys,531111,183609,Barnsbury Road,Islington,Inner,51.53616687,-0.111014446,0,0,4,0,0,0,3,9,0,0,119,66,23,29,42,308,3,164,0,2,2,0,96,1,0,31,6,0,0,7,2,46,2,17,2,0,1,1,0,0,0,0,7,0,0,0,0,0,0,0
INNCY211,416,INNCY,Inner area cycle surveys,537451,182569,Campbell Road,Tower Hamlets,Inner,51.52531473,-0.020066237,1,0,1,0,0,0,1,3,0,0,1,11,2,2,13,92,3,122,0,1,1,0,61,0,0,25,1,0,0,3,1,1,0,1,0,0,0,3,0,0,1,0,3,0,0,0,0,0,0,0
INNCY212,2335,INNCY,Inner area cycle surveys,531454,185633,Drayton Park,Islington,Inner,51.55427581,-0.105316499,0,0,0,0,0,0,3,6,0,0,50,64,5,16,34,286,5,106,0,1,1,0,61,0,0,40,5,0,1,2,5,8,4,10,1,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0
INNCY213,138,INNCY,Inner area cycle surveys,535127,180312,Wapping High Street,Tower Hamlets,Inner,51.50559312,-0.054409694,0,1,0,0,0,0,1,13,0,0,12,19,3,5,12,117,3,144,0,1,5,0,71,0,0,23,2,0,0,3,1,6,0,0,0,0,3,4,0,0,1,0,3,0,0,0,0,0,0,0
INNCY214,1479,INNCY,Inner area cycle surveys,532782,186342,Stoke Newington Church Street,Hackney,Inner,51.56033642,-0.085905537,0,0,0,0,0,0,0,7,0,0,33,37,7,7,28,448,0,92,0,2,0,0,68,0,0,28,6,0,0,5,4,6,4,3,2,0,1,4,0,0,2,0,6,0,0,0,0,0,0,0
INNCY215,734,INNCY,Inner area cycle surveys,535667,183991,Lauriston Road,Hackney,Inner,51.53852408,-0.045218677,2,0,12,0,0,1,0,2,0,0,13,20,4,0,3,278,0,116,0,0,2,0,59,0,0,4,1,0,0,4,0,0,1,0,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0
INNCY216,475,INNCY,Inner area cycle surveys,534235,181558,Plumbers Row,Tower Hamlets,Inner,51.51700246,-0.066780254,1,1,19,1,1,2,7,13,1,0,103,102,31,31,63,310,9,169,0,3,5,0,85,0,0,36,5,0,1,4,0,24,0,1,2,0,7,4,0,0,1,0,14,0,0,0,0,0,0,0
INNCY217,112,INNCY,Inner area cycle surveys,535804,179157,Surrey Quays Road,Southwark,Inner,51.4950519,-0.045105411,0,0,2,0,0,0,0,5,0,0,10,14,4,4,4,110,5,125,0,0,3,1,65,0,0,9,0,0,0,0,0,4,0,0,0,0,1,2,0,1,4,0,5,0,0,0,0,0,0,0
INNCY218,509,INNCY,Inner area cycle surveys,530860,174631,Brixton Water Lane,Lambeth,Inner,51.4555433,-0.117957553,0,0,2,0,0,0,1,6,0,0,32,26,8,4,31,290,2,106,0,2,1,0,70,0,0,21,3,0,0,2,3,4,2,1,1,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0
INNCY219,1832,INNCY,Inner area cycle surveys,534611,175438,Peckham Rye,Southwark,Inner,51.4619167,-0.063696184,0,2,0,0,0,0,0,2,0,0,11,4,1,2,4,151,0,64,0,0,0,0,64,0,0,6,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
INNCY220,441,INNCY,Inner area cycle surveys,537036,176326,Wickham Road,Lewisham,Inner,51.46931506,-0.028466948,0,0,0,0,0,0,0,2,0,0,20,27,6,15,14,109,0,98,0,0,4,0,78,8,0,10,2,0,0,0,3,2,0,1,0,0,1,1,0,0,0,0,5,0,0,0,1,0,0,0
INNCY221,196,INNCY,Inner area cycle surveys,534063,172109,Sydenham Hill,Southwark,Inner,51.43213074,-0.072839724,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,20,0,56,0,0,0,0,49,0,0,4,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
INNCY222,166,INNCY,Inner area cycle surveys,532959,171502,Gipsy Road,Lambeth,Inner,51.42693579,-0.088939298,0,0,0,0,0,0,0,0,0,0,4,1,2,2,3,37,0,96,0,0,7,0,63,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
INNCY223,601,INNCY,Inner area cycle surveys,527108,170998,Blackshaw Road,Wandsworth,Inner,51.42374762,-0.17323228,0,0,0,1,0,0,5,9,2,0,81,23,9,8,16,83,3,79,0,0,3,0,61,0,0,28,3,0,2,3,4,13,3,0,2,0,1,0,0,0,2,0,6,1,1,0,0,0,0,0
INNCY224,395,INNCY,Inner area cycle surveys,526608,172386,Aboyne Road,Wandsworth,Inner,51.43633343,-0.179924091,0,0,0,0,0,0,1,11,0,0,12,12,2,6,16,74,0,39,0,2,1,0,39,0,0,12,1,0,0,5,1,0,1,3,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,0
INNCY225,1366,INNCY,Inner area cycle surveys,526733,177787,Beaufort Street,Kensington & Chelsea,Inner,51.48484413,-0.176192806,0,0,1,0,0,0,0,28,0,0,98,34,9,10,10,247,0,73,0,0,17,1,68,0,0,12,4,0,0,5,3,55,1,21,2,0,1,0,0,0,0,0,7,0,0,0,0,0,0,0
INNCY226,1301,INNCY,Inner area cycle surveys,526773,175420,Plough Road,Wandsworth,Inner,51.46356308,-0.176465525,0,0,1,0,0,0,3,11,0,0,56,41,20,12,29,144,3,93,0,3,2,1,80,0,0,25,2,0,2,3,3,13,2,8,3,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0
INNCY227,614,INNCY,Inner area cycle surveys,525455,182411,Elgin Avenue,Westminster,Inner,51.52668461,-0.192945297,1,1,2,0,0,0,3,20,0,0,31,29,2,4,17,144,5,102,0,1,5,0,75,0,0,37,3,0,0,2,1,3,2,3,0,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0
INNCY228,246,INNCY,Inner area cycle surveys,524306,183873,Salusbury Road,Brent,Inner,51.54007748,-0.208983892,0,0,1,0,0,0,1,4,0,0,8,9,1,0,3,140,1,62,0,0,3,0,50,0,0,6,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
INNCY229,978,INNCY,Inner area cycle surveys,528624,178440,Ebury Bridge,Westminster,Inner,51.490286,-0.148736264,5,0,9,0,1,1,0,15,0,0,74,48,9,16,41,257,8,186,3,4,12,1,110,0,0,21,4,0,3,8,2,64,2,3,0,0,3,0,0,0,1,0,5,0,0,0,0,0,0,0
INNCY230,1239,INNCY,Inner area cycle surveys,528615,184685,Prince of Wales Road,Camden,Inner,51.5464102,-0.146588885,1,0,7,0,0,0,3,14,0,0,47,20,14,17,21,292,6,119,0,3,6,2,79,0,0,12,5,0,0,8,2,27,1,4,0,0,1,3,0,0,0,0,3,0,0,2,0,0,1,0
INNCY231,245,INNCY,Inner area cycle surveys,530003,187303,Hazellville Road,Islington,Inner,51.56961927,-0.125616433,0,0,1,0,0,0,3,4,1,0,23,15,0,7,18,187,6,119,0,2,0,0,66,0,0,20,4,0,0,3,1,2,2,2,2,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0
INNCY232,1385,INNCY,Inner area cycle surveys,532320,186331,Riversdale Road,Islington,Inner,51.56034605,-0.092570419,0,0,0,0,0,0,0,7,0,0,19,33,4,8,34,362,1,82,0,0,0,0,57,0,0,27,1,0,0,3,5,0,4,1,2,0,1,3,0,0,1,0,5,0,0,0,0,0,0,0
INNCY233,229,INNCY,Inner area cycle surveys,534828,180557,Wapping Lane,Tower Hamlets,Inner,51.50786611,-0.058621603,0,1,0,0,0,0,2,15,1,0,21,22,3,7,13,108,0,134,0,1,5,0,66,0,0,20,2,0,0,3,1,6,0,0,0,0,4,5,0,0,0,0,2,0,0,0,0,0,0,0
INNCY234,840,INNCY,Inner area cycle surveys,534355,179286,St. James's Road,Southwark,Inner,51.49655703,-0.065916648,0,0,1,0,0,0,1,9,0,0,22,18,7,15,10,169,1,124,0,1,0,0,62,0,0,16,8,0,0,3,1,0,0,0,0,0,0,2,0,1,3,0,2,0,0,0,0,0,0,0
INNCY235,479,INNCY,Inner area cycle surveys,530349,172580,Leigham Court Road,Lambeth,Inner,51.43722928,-0.126062751,0,0,0,0,0,0,1,0,0,0,7,6,2,5,4,100,0,73,0,0,0,0,65,0,0,9,4,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
INNCY236,469,INNCY,Inner area cycle surveys,534935,177129,Asylum Road,Southwark,Inner,51.47703553,-0.058390116,0,2,5,0,0,0,3,2,0,0,4,6,1,5,6,107,0,81,1,1,2,0,58,0,0,11,2,1,0,0,0,3,2,0,0,0,0,9,0,0,4,0,1,0,0,1,0,0,0,0
INNCY237,471,INNCY,Inner area cycle surveys,529665,173115,Emmanuel Road,Lambeth,Inner,51.44219404,-0.135702059,0,0,0,0,0,0,0,0,0,0,12,5,4,6,10,124,0,63,0,0,1,0,58,0,0,11,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INNCY238,399,INNCY,Inner area cycle surveys,527849,176717,Prince of Wales Drive,Wandsworth,Inner,51.47497725,-0.16051607,0,0,0,0,1,0,1,9,0,0,27,21,2,9,17,87,0,47,0,0,1,1,46,0,0,20,3,0,0,1,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
INNCY239,315,INNCY,Inner area cycle surveys,524751,183028,Fernhead Road,Westminster,Inner,51.5323854,-0.202869813,1,0,2,0,0,0,4,8,0,0,14,19,1,1,9,179,1,94,0,0,3,0,74,0,0,27,4,0,0,2,0,2,1,3,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
INNCY240,185,INNCY,Inner area cycle surveys,525984,186309,West Heath Road,Camden,Inner,51.56159781,-0.183929614,0,0,0,0,0,0,0,1,0,0,8,5,0,1,1,19,2,46,0,0,1,0,35,0,0,1,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
INNCY241,789,INNCY,Inner area cycle surveys,523767,180868,Bramley Road,Kensington & Chelsea,Inner,51.51318967,-0.217806665,0,1,9,0,0,0,1,23,0,0,62,44,6,3,29,289,5,80,0,1,7,0,73,0,0,23,5,0,1,12,3,94,2,8,3,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0
INNCY242,524,INNCY,Inner area cycle surveys,530883,187056,Tollington Park,Islington,Inner,51.56719622,-0.113018447,0,0,1,0,0,1,1,5,1,0,45,43,2,9,39,212,4,106,0,5,1,0,56,0,0,31,3,0,0,5,9,19,5,5,2,0,0,4,0,0,0,0,2,0,0,0,0,0,1,0
INNCY243,956,INNCY,Inner area cycle surveys,533163,184400,Englefield Road,Hackney,Inner,51.54279522,-0.081147129,0,1,0,0,0,2,1,2,0,0,17,19,8,3,10,410,1,171,0,0,0,0,92,0,0,15,4,0,0,1,2,6,0,0,0,0,1,1,0,0,4,0,1,0,0,0,0,0,0,0
INNCY244,200,INNCY,Inner area cycle surveys,530380,185043,North Road,Islington,Inner,51.54922274,-0.121017242,0,0,0,0,0,0,2,1,0,0,29,38,4,15,20,228,2,120,0,0,1,0,74,0,0,27,7,0,1,3,1,6,0,4,0,0,1,3,0,0,1,0,4,0,0,0,0,0,0,0
INNCY245,208,INNCY,Inner area cycle surveys,537334,185014,Waterden Road,Hackney,Inner,51.54731405,-0.020798777,4,0,3,2,0,4,0,3,0,0,31,28,8,6,4,176,2,105,0,1,3,0,56,0,0,11,3,0,0,7,0,27,0,2,0,1,1,6,0,0,4,0,6,0,0,0,0,0,0,0
INNCY246,531,INNCY,Inner area cycle surveys,537885,179761,Marsh Wall,Tower Hamlets,Inner,51.49997623,-0.014911529,2,1,6,2,1,1,4,23,0,0,67,35,11,4,76,143,4,113,0,6,2,0,57,0,0,16,7,0,1,4,1,20,1,0,2,0,1,0,0,0,4,0,7,0,0,0,0,0,0,0
INNCY247,113,INNCY,Inner area cycle surveys,534931,170798,Lawrie Park Road,Bromley,Inner,51.42014369,-0.06085968,0,0,0,0,0,0,1,7,1,0,9,17,1,2,11,61,0,62,0,0,1,0,62,0,0,10,3,0,0,0,2,1,1,1,2,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0
INNCY248,487,INNCY,Inner area cycle surveys,532054,175740,Herne Hill Road,Lambeth,Inner,51.46523243,-0.100368959,0,0,8,0,0,0,3,4,0,0,12,11,3,4,20,170,0,112,0,0,1,0,77,0,0,18,0,0,0,5,2,2,3,1,1,0,0,2,0,0,0,0,1,2,0,0,0,0,0,0
INNCY249,592,INNCY,Inner area cycle surveys,524190,177323,Munster Road,Hammersmith & Fulham,Inner,51.48123771,-0.212960562,0,0,0,0,0,0,0,5,0,0,18,25,2,10,10,317,0,49,0,0,1,0,49,0,0,16,4,0,0,1,4,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
INNCY250,222,INNCY,Inner area cycle surveys,525952,171102,Queens Road,Merton,Inner,51.4249401,-0.1898128,0,0,0,0,0,0,0,0,0,0,1,5,0,2,4,57,0,42,0,0,2,0,40,0,0,6,1,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
INNCY251,496,INNCY,Inner area cycle surveys,526466,182582,Hamilton Terrace,Westminster,Inner,51.52799608,-0.178318175,0,0,5,0,0,0,0,28,1,0,43,32,5,5,14,130,4,82,0,1,31,0,62,0,0,25,3,1,0,0,6,23,2,0,1,0,2,3,0,0,1,0,5,0,0,0,0,0,0,0
INNCY252,427,INNCY,Inner area cycle surveys,525664,179543,Derry Street,Kensington & Chelsea,Inner,51.5008636,-0.190955553,0,0,9,0,0,0,0,35,0,0,112,46,8,6,26,288,6,79,0,0,11,0,62,0,0,21,2,0,2,10,1,30,6,1,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
INNCY253,395,INNCY,Inner area cycle surveys,522568,180047,Coningham Road,Hammersmith & Fulham,Inner,51.50607233,-0.235361512,1,2,8,1,1,0,6,17,1,0,73,32,2,4,36,292,6,76,0,2,1,0,71,0,0,18,6,0,0,11,3,38,3,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0
INNCY254,347,INNCY,Inner area cycle surveys,527613,184480,Fellows Road,Camden,Inner,51.54479518,-0.16110534,0,0,0,0,0,0,3,11,0,0,27,20,4,7,9,177,5,71,0,1,2,0,67,0,0,12,2,0,0,4,0,7,1,4,1,0,1,3,0,1,1,0,2,0,0,0,0,0,0,0
INNCY255,359,INNCY,Inner area cycle surveys,524187,180078,Addison Avenue,Kensington & Chelsea,Inner,51.50599782,-0.21203525,0,0,7,1,0,0,2,26,0,0,63,25,1,6,18,336,5,68,0,1,9,0,58,0,0,19,5,0,1,7,1,73,3,7,4,0,0,5,0,0,0,0,3,0,1,0,0,0,0,0
INNCY256,1753,INNCY,Inner area cycle surveys,527978,179379,Lowndes Street,Kensington & Chelsea,Inner,51.49887107,-0.157695642,1,0,6,0,0,0,0,33,0,0,106,53,13,9,26,214,13,167,2,1,14,0,94,0,0,12,0,0,2,5,2,152,0,9,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0
INNCY257,436,INNCY,Inner area cycle surveys,525592,178907,Marloes Road,Kensington & Chelsea,Inner,51.49516386,-0.192218467,0,0,7,0,0,0,2,40,0,0,123,47,8,6,24,306,6,93,0,0,7,0,72,0,0,25,3,0,2,9,1,24,6,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
INNCY258,1413,INNCY,Inner area cycle surveys,523986,179645,Addison Gardens,Kensington & Chelsea,Inner,51.5021505,-0.215081922,0,0,7,1,1,0,6,36,0,0,77,38,2,8,30,368,6,83,0,1,7,0,67,0,0,19,4,0,1,7,2,73,3,7,4,0,0,3,0,0,0,0,6,0,1,0,0,0,0,0
INNCY259,175,INNCY,Inner area cycle surveys,527967,184668,Maitland Park Road,Camden,Inner,51.5464046,-0.155934891,0,0,3,0,0,0,3,10,0,0,36,21,7,8,10,229,3,70,0,1,2,2,62,0,0,11,1,0,0,7,0,22,1,4,0,0,1,5,0,0,0,0,2,0,0,0,0,0,0,0
INNCY260,103,INNCY,Inner area cycle surveys,528991,187829,Northwood Road,Haringey,Inner,51.57457843,-0.140017057,0,0,1,0,0,0,1,6,0,0,11,5,1,3,7,53,1,112,0,0,0,0,60,0,0,7,1,0,0,0,0,1,1,0,2,0,0,5,0,0,0,0,1,1,0,0,0,0,0,0
INNCY261,28,INNCY,Inner area cycle surveys,525455,185461,Lyncroft Gardens,Camden,Inner,51.55409473,-0.191859221,0,0,0,0,0,0,0,4,0,0,14,11,0,3,6,59,3,49,0,0,1,0,49,0,0,5,3,0,1,1,0,0,0,2,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0
INNCY262,106,INNCY,Inner area cycle surveys,523362,182732,Wakeman Road,Brent,Inner,51.53003012,-0.222988065,0,0,1,0,0,0,0,2,0,0,10,15,1,0,9,104,1,73,0,0,0,0,59,0,0,14,1,0,0,1,2,0,0,1,2,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
INNCY263,652,INNCY,Inner area cycle surveys,522777,179470,Brackenbury Road,Hammersmith & Fulham,Inner,51.5008414,-0.232552305,1,2,10,3,2,0,8,34,1,0,94,43,4,7,49,371,9,82,0,4,1,0,74,0,0,20,6,0,0,14,4,19,6,7,0,0,1,0,0,0,0,0,10,0,0,0,0,0,4,0
INNCY264,128,INNCY,Inner area cycle surveys,526056,178390,Boltons Place,Kensington & Chelsea,Inner,51.49041443,-0.185722541,0,0,4,0,0,0,1,42,0,0,137,52,10,9,32,310,7,93,0,1,8,0,77,0,0,22,2,0,0,11,3,23,4,7,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
INNCY265,284,INNCY,Inner area cycle surveys,528668,186283,Croftdown Road,Camden,Inner,51.56075883,-0.145240923,1,0,5,0,0,0,2,6,1,0,26,17,1,7,9,185,3,110,0,0,0,0,67,0,0,9,5,0,0,4,2,2,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,0,1,0
INNCY266,679,INNCY,Inner area cycle surveys,523238,179251,Trussley Road,Hammersmith & Fulham,Inner,51.49877299,-0.225990553,0,2,15,4,2,0,9,32,0,1,107,55,5,13,53,445,13,120,0,5,5,0,90,0,0,23,7,0,0,10,4,29,5,5,1,0,2,2,0,0,0,0,11,0,0,0,0,0,3,0
INNCY267,50,INNCY,Inner area cycle surveys,525008,182937,Malvern Road,Brent,Inner,51.53151079,-0.199198908,1,0,3,0,0,0,3,13,0,0,20,23,1,1,14,183,2,94,0,0,3,0,71,0,0,29,3,0,0,2,0,2,1,2,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0
INNCY268,131,INNCY,Inner area cycle surveys,520965,181134,The Approach,Ealing,Inner,51.51618657,-0.258074333,0,0,0,0,0,0,0,2,0,0,3,7,0,2,7,74,2,73,0,0,0,0,67,0,0,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
INNCY269,779,INNCY,Inner area cycle surveys,528260,182116,York Gate,Westminster,Inner,51.52340401,-0.152640572,4,0,15,2,0,2,4,41,0,0,103,59,10,13,41,299,8,97,0,1,33,0,55,0,0,14,5,0,1,8,1,84,5,16,1,1,1,3,0,0,0,0,9,0,0,0,0,0,0,0
INNCY270,376,INNCY,Inner area cycle surveys,524065,182332,Kensal Road,Kensington & Chelsea,Inner,51.52628143,-0.212999557,0,0,0,0,0,0,3,4,0,0,25,29,1,1,16,210,1,88,0,0,1,0,74,0,0,31,2,0,0,4,0,14,0,6,1,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0
INNCY271,419,INNCY,Inner area cycle surveys,529003,183062,Park Village East,Camden,Inner,51.53173636,-0.1415908,0,1,7,0,0,1,0,2,0,0,27,30,13,19,25,295,15,154,0,3,6,0,83,0,0,18,6,0,0,2,2,6,0,2,0,2,1,4,0,0,0,0,4,0,0,2,0,0,0,0
INNCY272,467,INNCY,Inner area cycle surveys,529754,185730,Dalmeny Road,Islington,Inner,51.55554069,-0.129787204,1,0,3,0,0,0,1,11,1,0,23,20,3,9,16,241,4,132,0,2,2,0,78,0,0,22,7,0,1,4,5,5,1,3,1,0,1,4,0,0,0,0,2,0,0,0,0,0,1,0
INNCY273,853,INNCY,Inner area cycle surveys,532790,184312,Northchurch Road,Islington,Inner,51.54209222,-0.086555832,0,1,0,0,0,2,1,2,0,0,18,21,7,5,12,305,0,146,0,1,0,0,79,0,0,18,4,0,0,2,4,5,0,2,1,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0
INNCY274,732,INNCY,Inner area cycle surveys,537940,180245,Churchill Place,Tower Hamlets,Inner,51.50431207,-0.013930575,2,1,9,2,1,3,5,21,0,0,76,47,12,5,94,209,4,133,0,6,3,0,68,0,0,27,9,0,1,5,2,21,1,1,2,0,0,3,0,0,4,0,13,1,0,0,0,0,0,0
INNCY275,97,INNCY,Inner area cycle surveys,531440,186056,Highbury Hill,Islington,Inner,51.55808034,-0.105360354,0,0,1,0,0,1,3,8,0,0,57,66,6,14,48,322,5,102,0,3,1,0,57,0,0,46,6,0,1,6,10,22,6,8,2,0,2,5,0,0,0,0,5,0,0,0,0,0,1,0
INNCY276,1108,INNCY,Inner area cycle surveys,534071,181882,Hanbury Street,Tower Hamlets,Inner,51.51995294,-0.069019253,2,0,29,1,1,2,8,12,1,0,122,109,33,33,69,356,11,162,0,3,4,0,83,0,0,33,5,0,1,2,1,26,0,1,2,0,8,2,0,0,1,0,14,0,0,0,0,0,0,0
