LocationID,office,sustenance,transport,retail,leisure,residence
CENCY001,0.08366164871497114,0.22288042743631284,0.5549939096940927,0.2061126249853523,0.5712199270360875,0.5823067098463198
CENCY002,0.8156675154214122,0.798269139190868,0.6827041440074937,0.433346292344235,0.7095247485703016,0.33427943112444974
CENCY003,0.6573779515535054,0.6093937121417792,0.8210642295426545,0.3694542926878803,0.5034509958588048,0.18854664311580444
CENCY004,0.18600016335865394,0.41626967468160253,0.6231984939649114,0.39541280074138346,0.8598895681325182,0.5465012812536815
CENCY005,0.30304947991576386,0.6036601335984195,0.7362811056534202,0.38316339408835803,0.5294567146519423,0.40503646672861265
CENCY006,0.2629548739474909,0.45313281963018615,0.6471592647947121,0.3321549549256036,0.8072618812857423,0.4544993740220768
CENCY007,0.07004534978283955,0.20747616133177152,0.5040177466384739,0.19229742368696545,0.6175495464405442,0.5679431840297191
CENCY008,0.32659017220132897,0.7386072898174048,1.0,0.6621943480812565,0.4040869650956418,0.1639746338408749
CENCY009,0.5655299035118561,0.8137108233194214,0.9209325287851482,0.7445963748686515,0.3603455925852889,0.1391793914450724
CENCY010,0.09717638117966258,0.2998277559979007,0.7735293818454586,0.2952425763531457,0.6056620982054822,0.3297015509531672
CENCY011,0.1896444818512087,0.5139280218910425,0.8710475713448383,0.4237474185155036,0.35922401893117717,0.07751905279351089
CENCY012,0.14164899907311726,0.3287275906532854,0.8352770758843544,0.37353895969014295,0.4034090909090909,0.23221348020725802
CENCY013,0.2886895439807664,0.6501537873882597,0.9406386684928798,0.555440905907512,0.3603455925852889,0.15875884365962145
CENCY014,0.19020416280465505,0.38918073961641675,0.8577447855743693,0.41652700786254565,0.4110505817393018,0.12643515725632998
CENCY015,0.14062339082847702,0.23119647455447384,0.5185787922891996,0.22888979375260393,0.32164513902583314,0.34645004738849344
CENCY016,0.11283750430592107,0.25927588026367177,0.6039823649491818,0.23145731100435107,0.5287295405245512,0.4788984441264948
CENCY017,0.2493662749610248,0.5880514795386932,0.8997599593614622,0.5089841922714743,0.3509169788996253,0.15555647990734267
CENCY018,0.19509568910717398,0.2574165158999467,0.5581555201236013,0.13847026151552772,0.21213764543482547,0.2538857806600063
CENCY019,0.16762657632222852,0.3338699321963347,0.8105149480166224,0.3672437945833941,0.3171341944389666,0.17245882620111552
CENCY020,0.5405040679856105,0.6537682139554922,0.6938520895298075,0.570951198631083,0.2364918162098205,0.0636738244609847
CENCY021,0.26527527708823856,0.33285435717908557,0.6956911977062334,0.2549233565607761,0.11263803983435218,0.2774177502740528
CENCY022,0.4108718735461969,0.6761729164766672,0.9377381570142952,0.6349514367598154,0.3723624531650562,0.12240007679576982
CENCY023,0.055093061163610804,0.3248646957633755,0.6607986388511223,0.31520143140826307,0.7694118517057777,0.4814132320280748
CENCY024,0.07468757657436906,0.30718950511251497,0.6346440668098022,0.3170111258671613,0.6811279826464207,0.4668586386432632
CENCY025,0.07854710233709417,0.3101514623908144,0.5101165414228389,0.3696374938232035,0.9130533918359296,0.5623651255859992
CENCY026,0.10621792754688575,0.31452845039088007,0.7332647874275694,0.29122958740902316,0.726471603234076,0.37343898134737613
CENCY027,0.20025000976600654,0.3925397011543411,0.7168717173516337,0.38511034614495665,0.8336619996056003,0.4454085079670795
CENCY028,0.3061049969991726,0.4247561914556072,0.7953433694617721,0.374092922104359,0.7844236836915794,0.3682305671798683
CENCY029,0.43171004549183395,0.5119289980272802,0.9091757898270908,0.3108269210548408,0.28314188522973766,0.10982988340193299
CENCY030,0.4959788912208929,0.46576171286079115,0.8318415071450752,0.3188190398860715,0.43714257542890955,0.16766033360767663
CENCY031,0.6449840015057409,0.7482725152545892,0.8464213927380727,0.3688728562428141,0.6265529481364621,0.07826795227193077
CENCY032,0.2847497594011131,0.45518541643413146,0.6315028585034672,0.35420843623219117,0.8984544468546636,0.4376744730255118
CENCY033,0.0794114826928609,0.3475322972521985,0.4964472365619792,0.3712686121977821,0.34581443502267795,0.6592034907494444
CENCY034,0.1596582252857889,0.3582466220373147,0.48081472518146107,0.41490107732172543,1.0,0.6206097823548415
CENCY035,0.3755508915476103,0.46537429896220905,0.8011164567918355,0.34415327861065764,0.623003352395977,0.26505976877832416
CENCY036,0.09138070024042134,0.35522031089595196,0.5672794505557167,0.3774144556910496,0.9006359692368369,0.534988533934621
CENCY037,0.20137079218293336,0.3934526956486696,0.6047452545842364,0.4041201652919556,0.9443773417471899,0.5631399590803374
CENCY038,0.5102159530379384,0.6716058206086692,0.6861802461066607,0.37736846099135807,0.5196830013803982,0.3601145170573218
CENCY039,0.7746161959451542,0.814456345747537,0.888579839909611,0.38784675961764015,0.7012177085387497,0.03852969200645599
CENCY040,0.23284716377415315,0.4183749167276989,0.6540142141340408,0.40016224719849824,0.9518832577400905,0.4977562927868148
CENCY041,0.7344903387561306,0.47115934009759763,0.8175789424316613,0.2353004316482335,0.4392501478998225,0.20349216875785414
CENCY042,0.46320133243841216,0.6279581717233679,0.7073422742155732,0.3556444020122165,0.30928317886018536,0.30326542015501434
CENCY043,0.531060517278729,0.561010183256942,0.7391633831751329,0.3478611881395847,0.264605107473871,0.2893847002893264
CENCY044,0.6191818572458443,0.42927695266626575,0.708024013707693,0.2664837124735948,0.22917077499507,0.12092158309250721
CENCY045,0.47889512729545547,0.570334328905092,0.8724473272770223,0.3348527717337184,0.34002169197396953,0.20242579300536745
CENCY047,0.4623234572373211,0.4869831154800512,0.5890186128657208,0.25988989390746947,0.37227617826858606,0.4855325258091167
CENCY048,0.8319224117419359,0.7819051120082762,0.8296808382609242,0.39534721096940945,0.8963715243541707,0.22852119769874407
CENCY049,0.6747209585601711,0.48784801289176094,0.7195264395678864,0.33322558260601,0.3935860776967067,0.20110824982135234
CENCY050,0.6782147029891085,0.7144346454478827,0.6781120976913034,0.35756057496833177,0.6630595543285347,0.3425983918247275
CENCY051,0.45267464283050834,0.6453279598179539,0.8559999971494966,0.42076289970724257,0.3408228160126207,0.20380312834049336
CENCY052,0.3544648406010179,0.6065143451555044,0.704861168647277,0.3766068419730173,0.22850522579372898,0.4621695528790312
CENCY053,1.0,0.6513032047061127,0.7605811490764572,0.3821953054258848,0.8178613685663576,0.395408579356538
CENCY054,0.3531224586187672,0.7623448402942031,0.7095086585943882,0.6118929891716914,0.34002169197396953,0.2883434500542839
CENCY055,0.444442076927721,0.7396549398256211,0.8420043009713999,0.5252647504029831,0.37334845198185757,0.19935668172023707
CENCY056,0.36395100660892304,0.8382980789158996,0.6873984973385318,0.6195854824642419,0.3232227371327154,0.37804813473560595
CENCY057,0.41910443944898423,0.6746760640011071,0.7493412637374129,0.35748781227433696,0.3297919542496548,0.5039913076061415
CENCY058,0.43643111059025763,0.9299160182792775,0.7130890476153819,0.6760460074697439,0.43764789982252017,0.39926725321287276
CENCY059,0.30999719449268265,0.49784475070666484,0.596208012493942,0.3522685854707175,0.31253697495563004,0.5141092684159978
CENCY060,0.4971309248585706,0.9230640029746617,0.8594501169148512,0.7039393114723408,0.39198382961940437,0.4041207131063154
CENCY061,0.6239292017798993,0.8901712423481506,0.7947575474843128,0.894746578516196,0.31187142575428906,0.2985094977128906
CENCY062,0.589280831282472,1.0,0.9195540895661964,0.8521170127262166,0.4544468546637743,0.25759441189328375
CENCY063,0.6908437474475213,0.7885382644591578,0.71265775791163,0.9362846936638398,0.31991347860382563,0.2767079180774858
CENCY064,0.44934638782054703,0.4063569021913479,0.5732199784073825,0.7120544239165398,0.30731118122658246,0.3712506640716702
CENCY065,0.4669969352496015,0.7736751711292043,0.7277113975463965,0.7530252028852296,0.3601237428515085,0.3846286692406473
CENCY066,0.659519370429953,0.5128337470833975,0.6938355499466416,0.27250157916841006,0.397295898244922,0.3807945022718722
CENCY067,0.5606547130747296,0.546126579408881,0.7373390339325941,0.3059915223224403,0.25160224807730225,0.19657610390395752
CENCY068,0.24709203839638622,0.3863505779607408,0.5139055329044955,0.26198465318031816,0.36364868862157357,0.6975845688183316
CENCY069,0.8040413510470936,0.4611979613684433,0.7094880154488666,0.3679983430038511,0.5719902386117136,0.40906436297290166
CENCY071,0.5146074598084444,0.5717361176964907,0.5795387205917052,0.7221661872507973,0.34672032143561426,0.3758139948036906
CENCY072,0.5529931922056617,0.9500621295503757,0.8931082088299491,0.8243186655229828,0.421600769079077,0.163832818174808
CENCY073,0.2535752461921453,0.5990241549043038,0.7573831998878567,0.3066942640322104,0.30132123841451386,0.600179017253491
CENCY074,0.268104222821204,0.5548754451599959,0.7483845165257853,0.32138561575575597,0.2616964109643068,0.6130947887221189
CENCY075,0.523298140197238,0.5102678307314541,0.5002519769774469,0.7307091373776443,0.3398368171958193,0.28155964589150345
CENCY076,0.4234362847980569,0.32471117274428546,0.5511264114479721,0.7171140864605396,0.2723267107079471,0.5361206394292024
CENCY077,0.4551292841694811,0.35691342545844323,0.5722160386167205,0.6829129700878304,0.25852272727272724,0.47189994474424585
CENCY078,0.46999989346174764,0.4917318182528755,0.5196926948411643,0.48291232953873153,0.24890923880891339,0.0440172993650927
CENCY079,0.189035793301585,0.3618353897358723,0.8065213860211673,0.4165574697582037,0.6450281009662788,0.2358717169822498
CENCY080,0.2613631924542507,0.418914241218762,0.8263625244063222,0.4871156618429568,0.6442269769276275,0.2310769779832899
CENCY081,0.17561623500918008,0.3780417171039563,0.530304936878446,0.3848320654213055,0.7661087556694931,0.6266120557234818
CENCY082,0.11569912176967145,0.3725527838813592,0.460946165545677,0.3973769841826939,0.5002711496746204,0.6650875426158642
CENCY083,0.17828111183320375,0.4275477368838622,0.6267763957207146,0.3662255159316021,0.8173560441727469,0.5671086469435942
CENCY084,0.26214589348305517,0.46352149588061814,0.7119261789064375,0.3936839935129771,0.8622189903372115,0.3921592349502763
CENCY085,0.17688475046965618,0.3545956404308728,0.49840857724468357,0.3544498598016066,0.8616766909879707,0.6410086350071614
CENCY086,0.8130828974143167,0.623585283691536,0.883861711455966,0.2750428400465403,0.49148343521987764,0.062113377925570576
CENCY087,0.48238389993927333,0.7683667496654343,0.7831976974494018,0.3756501624518468,0.6954496154604615,0.13176249884741897
CENCY088,0.6050321567958977,0.42703205553623536,0.6510834150471851,0.35121562916881327,0.4817836718595937,0.49067970763260144
CENCY089,0.6780520545902007,0.40883672374154595,0.5550092391771112,0.3565777823273364,0.6424891540130151,0.574619966230697
CENCY090,0.533582632844323,0.38555967316892265,0.6258898964869795,0.3731329682107966,0.5050162689804771,0.5754549714670707
CENCY091,0.8790336270237831,0.7232314421180834,0.8851948042312803,0.3232434434888144,0.8524945770065075,0.1574941545112945
