LocationID,office,leisure,transport,retail,sustenance,residence
3253,0.338898099,0.059952507,-0.074858749,0.360638232,-0.010006127,0.384596842
3254,0.041446777,0.061873027,-0.186641909,0.651978497,-0.058494368,-0.160553138
3256,-0.022101328,-0.053893501,-0.139218221,0.350073645,-0.196033786,-0.160553138
3257,0.041446777,0.054096681,-0.12556728,0.563501258,-0.196033786,-0.160553138
3259,-0.204896094,-0.352131141,-0.255849247,-0.033062668,-0.146902775,-0.160553138
3260,-0.309728134,-0.372138825,-0.300930221,-0.043512506,-0.192106206,-0.160553138
3263,-0.330298005,-0.490769634,-0.439476729,-0.102727557,-0.237309637,-0.160553138
3265,-0.422768367,-0.609375005,-0.444857486,-0.396483196,-0.264160318,-0.160553138
3297,-0.177832702,0.73259968,1.143452888,0.237660895,1.230151741,1.331051418
33,0.595855698,0.66503371,1.263704538,0.37528036,-0.223562309,-0.160553138
330,-0.350838113,0.073296195,0.419321118,-0.225245617,-0.290368228,0.929746822
33000,1.110912473,0.139218337,-0.017224446,-0.204937363,-0.040071473,-0.160553138
33001,1.110912473,0.141390714,-0.036108658,-0.204937363,-0.089202485,-0.160553138
33015,-0.157292594,-0.092697167,-0.317211837,-0.009353088,-0.293653038,0.315275807
33037,-0.438662834,-0.721146767,-0.637336121,-0.68338015,-0.246066472,0.929746822
33038,-0.433053303,-0.737516372,-0.657557721,-0.701732882,-0.246066472,-0.160553138
33056,-0.17025759,-0.641449728,-0.576780432,-0.444048539,-0.429263331,1.494971713
33062,1.759434619,3.163046465,1.195424017,2.755179007,0.225402174,0.384596842
33066,1.247274307,2.154432453,0.793271466,2.128984829,0.225437246,-0.160553138
33071,2.035739962,3.06372946,1.184282886,2.782292202,0.292243165,0.384596842
33091,0.018625508,0.20273262,-0.18987473,0.524720063,-0.090558983,-0.160553138
33092,-0.321851561,0.655005829,-0.018838903,0.69628205,-0.313326401,-0.160553138
33093,0.639137135,2.444888933,1.198507451,0.682210766,0.067402598,-0.160553138
33096,-0.305022967,0.065581662,0.435867101,-0.207904706,-0.290368228,0.929746822
33097,-0.33961905,0.147901258,0.391713296,-0.096768682,-0.35785199,0.929746822
33099,-0.234667313,0.61222608,0.70569655,0.199573269,-0.103243789,0.929746822
331,-0.383531411,0.14620168,0.453576515,0.001273005,-0.263517547,0.929746822
33100,-0.402198497,-0.499218336,-0.334946982,-0.586474746,-0.119513726,0.667209288
33101,-0.402198497,-0.492534907,-0.324126489,-0.577298381,-0.070382715,0.667209288
33107,0.684917751,2.826834823,1.279731823,0.915083269,0.205619859,-0.160553138
33109,0.073835729,1.222474232,0.922714188,0.452237036,1.155610091,-0.160553138
33137,0.143500974,0.93178687,0.515523745,0.617812368,1.562859518,1.331051418
33138,0.143500974,0.958272348,0.607123968,0.599459636,1.659765856,1.331051418
33141,-0.364829795,-0.754526368,-0.544229098,-0.536957095,-0.13626116,-0.160553138
33153,-0.154320377,0.744268807,0.357087926,0.161649541,-0.1523748,-0.160553138
33180,-0.428377899,-0.749103776,-0.57932188,-0.613080274,0.244750775,-0.160553138
332,0.051731712,0.082245326,-0.132504722,0.571213597,-0.147580617,-0.160553138
33257,0.155056271,0.712349231,0.212119132,1.235629429,-0.228097588,-0.160553138
33259,-0.243313354,0.121587921,0.452690942,-0.09412172,-0.290368228,0.929746822
33260,-0.345228581,0.18661823,0.307287436,-0.063049901,-0.308720978,0.929746822
33261,-0.325592838,0.090289135,0.360878325,-0.090558466,-0.259589967,0.929746822
33263,1.456875319,1.268558747,0.605915195,0.675284532,0.648901606,-0.160553138
33266,-0.438662834,-0.826692466,-0.650549687,-0.747614711,-0.234523183,-0.160553138
33272,-0.348935328,-0.513426942,-0.272929791,-0.331801928,0.08832643,0.667209288
33273,-0.348935328,-0.510550971,-0.257799084,-0.331801928,0.08832643,0.667209288
33274,-0.359220263,-0.549468983,-0.299376184,-0.349142839,0.430748349,0.667209288
33283,0.940356279,0.703296674,0.789938094,1.507076122,0.165060658,0.667209288
33284,0.702537544,0.452605936,0.49112389,1.195327596,0.09889751,0.667209288
33288,-0.325592838,0.052728673,0.365223568,-0.225245617,-0.263517547,0.929746822
33290,-0.240276844,0.556460752,0.584786215,0.274476567,-0.076393108,0.929746822
33291,-0.141054336,0.644061726,0.624538617,0.150183204,-0.076393108,0.929746822
33320,-0.220155814,0.517024217,-0.093977414,1.611254162,-0.076134203,0.315275807
33321,-0.187462516,0.563367706,-0.05591588,1.646947804,-0.030930772,0.315275807
33322,-0.265066595,0.080982983,-0.234425094,0.636057947,0.088933738,-0.160553138
33325,-0.350867876,0.022049358,-0.189013193,0.644171046,0.021449977,-0.160553138
33326,-0.350867876,-0.011907077,-0.102319967,0.497269215,-0.049283523,-0.160553138
33327,-0.416254472,-0.031562532,-0.100189336,0.426840765,-0.000830354,-0.160553138
33328,-0.383561174,0.071822626,-0.096052975,0.285492378,-0.099092376,-0.160553138
33329,-0.373276238,0.134740923,-0.075673597,0.269630134,-0.099092376,-0.160553138
33330,-0.383561174,-0.033260403,-0.278371196,0.474850355,-0.072206623,-0.160553138
33331,-0.228602257,0.394353345,-0.08624392,1.415097067,-0.053211103,0.315275807
33332,-0.313405117,-0.464192646,-0.221865242,-0.171317569,-0.030930772,-0.160553138
33346,1.474506089,1.70550576,0.759226773,0.532689499,0.411285809,-0.160553138
33347,1.502702707,1.326332097,0.508670075,0.688607327,0.284781144,-0.160553138
33378,-0.284453096,-0.116089045,0.17567647,-0.144446299,-0.031867519,0.929746822
33385,2.085831773,2.112855058,1.602077773,0.250824764,0.274424233,-0.160553138
33395,-0.418092963,0.210962441,0.021935773,0.535089105,-0.024466369,-0.160553138
33396,-0.418092963,0.201202737,0.04663115,0.571794568,-0.167289052,-0.160553138
334,0.125564752,0.241537223,-0.127366551,0.835188451,-0.032286457,-0.160553138
33413,-0.418092963,0.26639868,0.189448861,0.422412872,-0.215742221,-0.160553138
33426,-0.332136496,-0.387603425,-0.223666634,-0.00464103,-0.287118491,-0.160553138
33431,1.493136168,2.748971348,0.819006616,0.446633118,0.843716901,-0.160553138
33432,0.203577962,1.027278951,1.746387941,0.717960325,0.852010354,-0.160553138
33434,-0.359220263,-0.553170234,-0.306854963,-0.349142839,0.430748349,0.667209288
33436,1.359854975,1.127238668,0.563476262,0.642613875,0.483833664,-0.160553138
33438,-0.44894777,-0.814110689,-0.672794173,-0.79711965,-0.429263331,0.384596842
33439,-0.165450651,-0.418304275,-0.096856967,-0.203367834,0.278139786,0.384596842
33440,-0.165450651,-0.404917069,-0.117953807,-0.205938613,0.13278028,0.384596842
33441,-0.050333676,-0.398530004,-0.114612093,-0.196762248,0.084327112,0.384596842
33442,-0.060618611,-0.390838877,-0.120754186,-0.196762248,0.084327112,0.384596842
33445,0.60146523,0.690487509,1.328722058,0.29985408,-0.133155447,-0.160553138
33447,0.452630894,0.596593931,1.317459832,0.131872435,-0.179001649,-0.160553138
33452,-0.380694498,-0.527286212,-0.192483995,-0.673517138,0.40060412,-0.160553138
33453,-0.38630403,-0.507018419,-0.144355389,-0.645988041,0.449057289,-0.160553138
33469,-0.060618611,-0.391952782,-0.1350434,-0.196762248,0.253322633,0.384596842
33477,0.432061023,0.623777328,1.280020498,0.073882579,-0.223562309,-0.160553138
33490,-0.380694498,-0.619131936,-0.397094581,-0.716412286,0.236856791,-0.160553138
33510,-0.3003178,0.54303324,0.388697962,0.189457197,0.05019471,-0.160553138
3352,-0.216135532,0.237718502,-0.176050028,0.446338048,-0.07856087,-0.160553138
33531,-0.319983306,0.079900082,0.3016717,-0.090558466,-0.165933367,0.929746822
33533,-0.251759798,0.136322731,0.381968222,-0.085309811,-0.192784048,0.929746822
33548,0.596129416,1.053977281,0.420713788,0.188948129,0.196826748,-0.160553138
33549,0.516657082,0.972608474,0.43813501,0.006868027,0.196826748,-0.160553138
33584,-0.145024974,-0.544669798,-0.139858224,-0.486339408,0.072544371,-0.160553138
33586,0.180414479,-0.042708937,0.01714777,-0.175956308,0.086326771,-0.160553138
3359,0.109225887,0.298258823,0.911533727,-0.02954013,0.481689055,1.331051418
3360,0.114835419,0.302651271,0.960285938,-0.020363764,0.481689055,1.331051418
33604,0.94828777,1.061227804,0.89785784,0.403329578,0.491116199,-0.160553138
33606,-0.363895667,-0.452888018,-0.263793785,-0.480380146,0.006311892,-0.160553138
33607,-0.363895667,-0.475285152,-0.284765024,-0.489556512,0.055442903,-0.160553138
33610,-0.363895667,-0.373212015,-0.211162036,-0.460524107,-0.091950131,-0.160553138
33611,-0.258337987,-0.628546563,-0.292300861,-0.523083112,0.056798588,-0.160553138
33614,-0.102119378,0.493318425,0.371288795,0.441362765,1.285747155,1.331051418
33616,0.121996976,0.530780881,0.432071178,0.480639008,1.285747155,-0.160553138
33617,0.132281911,0.573699664,0.440885941,0.492334708,1.330950586,1.331051418
33618,-0.071264572,0.535715073,0.396938434,0.471462642,1.330950586,1.331051418
33619,-0.055370105,0.477951648,0.37863846,0.441362765,1.285747155,1.331051418
33623,0.152851782,0.802486807,0.447563584,0.664579808,1.420071907,1.331051418
33624,0.122931103,0.819395514,0.489379056,0.657930735,1.450172326,-0.160553138
33625,0.215431229,0.897985729,0.525638077,0.409293998,1.356739558,-0.160553138
33626,0.112646167,0.827805617,0.476554236,0.500836514,1.289255797,-0.160553138
33627,0.081791361,0.49111521,0.400316003,0.447968351,0.951942596,-0.160553138
33628,0.071506426,0.483163447,0.363720269,0.38208554,0.902811585,-0.160553138
33630,1.823705045,2.860908909,1.008122252,2.737164388,0.201801231,0.384596842
33683,1.856101499,2.902861282,1.053426169,0.450667924,0.797870699,-0.160553138
33692,-0.376953222,-0.264736057,-0.211563788,0.520876042,0.464811123,-0.160553138
33694,-0.376953222,-0.259166532,-0.176971678,0.518901182,0.464811123,-0.160553138
33696,-0.376953222,-0.263622152,-0.217705881,0.520876042,0.464811123,-0.160553138
33705,-0.438662834,-0.778209566,-0.724727781,-0.749730308,-0.429263331,-0.160553138
33707,-0.265679924,-0.162359372,0.175197095,-0.392715047,-0.096948693,-0.160553138
33739,-0.44894777,-0.861058587,-0.741311456,-0.806296016,-0.429263331,-0.160553138
33740,-0.44894777,-0.863286397,-0.763079449,-0.806296016,-0.429263331,-0.160553138
33760,-0.321851561,-0.383660085,-0.328389851,0.41293995,-0.091700499,-0.160553138
33761,1.132903377,0.840191229,0.938111439,1.695825419,0.014881171,0.667209288
33775,-0.258209401,-0.488867425,-0.190901997,-0.159949911,0.130774681,-0.160553138
33776,-0.23763953,-0.471490554,-0.111906746,-0.049817153,0.153055011,-0.160553138
33777,-0.313405117,-0.617954938,-0.64990509,-0.508437255,-0.36242234,-0.160553138
33780,2.013040316,2.062030175,1.602746116,0.289037741,0.632653731,-0.160553138
33782,-0.402198497,-0.219339248,-0.304078308,-0.485466909,-0.17118156,0.667209288
33783,-0.402198497,-0.212655819,-0.291253488,-0.494643275,-0.17118156,0.667209288
33784,-0.402198497,-0.369249165,-0.291410293,-0.522172372,-0.242592902,0.667209288
33785,-0.402198497,-0.37259088,-0.30904052,-0.531348738,-0.242592902,0.667209288
33786,-0.402198497,-0.516009901,-0.375210873,-0.562512068,-0.3840599,0.667209288
33787,-0.412483432,-0.570692678,-0.379887869,-0.646178995,-0.334928889,0.667209288
33797,-0.350773819,-0.507571047,-0.257556455,0.004006741,0.153055011,-0.160553138
33798,-0.309634078,-0.593953951,-0.352069947,-0.180873422,0.130774681,-0.160553138
33799,-0.340488884,-0.392432986,-0.156559362,-0.068157908,0.229036703,-0.160553138
33800,-0.340488884,-0.422224882,-0.180332384,-0.111053056,0.179905692,-0.160553138
33801,-0.338650392,-0.373891532,-0.217695506,-0.070081323,0.214611533,-0.160553138
33802,-0.338650392,-0.372418091,-0.207874283,-0.060904957,0.259814964,-0.160553138
33803,-0.407808028,-0.581700807,-0.493618768,-0.512048483,-0.241237217,-0.160553138
33804,-0.407808028,-0.599120714,-0.50757127,-0.550261459,-0.241237217,-0.160553138
33805,-0.428377899,-0.661983147,-0.515209933,-0.568614191,-0.339499239,-0.160553138
33806,-0.428377899,-0.651254408,-0.509735481,-0.568614191,-0.339499239,-0.160553138
33807,-0.44894777,-0.820368572,-0.769313107,-0.75014621,-0.406983001,-0.160553138
33808,-0.44894777,-0.821482477,-0.752351926,-0.75014621,-0.406983001,-0.160553138
33819,-0.330203949,-0.571089284,-0.324243264,-0.015853503,0.153055011,-0.160553138
3383,-0.326526965,-0.399223664,-0.190466412,-0.068645754,-0.36242234,-0.160553138
3384,-0.336811901,-0.355095376,-0.309835167,-0.09318817,-0.36242234,-0.160553138
33841,-0.242379227,0.360590824,0.14057892,0.145034428,-0.099735147,-0.160553138
33850,-0.302186055,-0.052494528,-0.046297588,-0.156151809,-0.091950131,-0.160553138
33882,-0.37511473,-0.370975067,-0.24523987,-0.248332408,-0.358529832,0.667209288
33891,2.629418945,3.498716376,1.540011613,0.393081286,1.097941236,-0.160553138
33894,-0.219002207,-0.662857907,-0.525571851,-0.511682118,-0.384702671,-0.160553138
33905,-0.242379227,0.213606597,0.000418387,0.027403852,-0.04738947,-0.160553138
33906,-0.236769696,0.404063145,0.130427472,0.147605208,-0.122015477,-0.160553138
33924,1.684632922,3.630652596,1.361778569,2.73229371,0.270605605,0.384596842
33925,0.686873836,2.684006048,1.380166623,0.383065958,0.259097388,-0.160553138
33926,1.810859296,3.169741537,1.162390448,2.778860498,0.198551493,0.384596842
33934,-0.258209401,-0.489621794,-0.192907026,-0.121736934,0.153055011,-0.160553138
33944,0.063364957,-0.4994017,-0.397415282,0.561868114,-0.316576139,-0.160553138
33958,-0.031037954,-0.688209576,-0.474795578,-0.244103882,-0.429263331,-0.160553138
33966,-0.330203949,-0.606574179,-0.352611284,-0.180873422,0.130774681,-0.160553138
33971,-0.323690053,-0.297000826,-0.252626811,0.624007248,0.442530792,-0.160553138
33985,-0.058121721,-0.356715298,-0.087630097,-0.025100664,-0.093844183,-0.160553138
33995,0.011940279,-0.654696081,-0.434016636,-0.140814221,-0.406983001,-0.160553138
33996,0.042795086,-0.549122728,-0.468732943,0.489469009,-0.406983001,-0.160553138
34,0.595855698,0.664575705,1.256434764,0.37270958,-0.223562309,-0.160553138
34006,1.081675102,0.838829782,0.725860648,1.724670148,0.314811935,-0.160553138
34010,-0.189044503,0.505186259,0.128579442,0.322028938,0.146423205,-0.160553138
34020,-0.08790083,-0.548345394,-0.405599415,-0.348767459,-0.091201754,0.667209288
34022,-0.198143949,-0.553712781,-0.440627185,-0.66544332,-0.13626116,-0.160553138
34039,-0.418092963,-0.443377961,-0.285269785,0.301553574,0.236143877,-0.160553138
34055,-0.017137165,0.403539028,-0.041240729,1.53101249,-0.142975194,0.315275807
34060,-0.219652972,-0.620283797,-0.396861172,-0.536898614,0.17005922,-0.160553138
34069,-0.348935328,-0.539826064,-0.28508697,-0.358319204,0.47595178,0.667209288
34080,-0.063731252,-0.525105307,-0.539876815,-0.063046796,-0.358529832,1.494971713
34081,-0.063731252,-0.543896821,-0.544683627,-0.036529519,-0.336249502,1.494971713
34082,-0.438662834,-0.682334996,-0.273803376,-0.310127381,-0.163111841,-0.160553138
34083,-0.438662834,-0.851795551,-0.55378501,-0.713024845,-0.429263331,0.384596842
34084,-0.438662834,-0.855137265,-0.576221346,-0.713024845,-0.429263331,0.384596842
34090,-0.090582423,-0.069189274,0.216375427,-0.282382335,0.022237975,-0.160553138
34101,-0.242314934,0.172208276,-0.162130405,0.334929325,-0.145401861,-0.160553138
34102,-0.164237776,-0.226105114,-0.27168256,-0.017656994,0.177237445,-0.160553138
34124,-0.200161165,-0.162917363,-0.258218125,0.492417647,-0.291010999,-0.160553138
34142,0.535834137,0.458486713,0.039600322,0.755577658,0.079115194,0.384596842
34143,0.701011289,0.541822241,0.204376755,1.225044783,0.109858383,0.384596842
34145,0.760710661,0.494293327,0.18974166,1.167442927,0.127568363,1.212359267
34158,-0.205873097,0.297269058,-0.01615849,0.218230155,0.071119355,-0.160553138
34160,0.618419569,0.246518261,0.640592846,0.88849058,-0.032286457,-0.160553138
34171,0.34847129,0.187181816,-0.101907462,0.843253374,0.360722777,-0.160553138
34172,0.262514823,0.118538283,-0.153548227,0.712813367,0.383003107,-0.160553138
34173,1.098589448,0.046384076,-0.162741735,0.276223057,0.338442447,-0.160553138
34182,-0.325592838,0.032326587,0.36387374,-0.225245617,-0.214386536,0.929746822
34190,1.962226314,2.996848269,1.044936969,0.566834474,0.84307413,-0.160553138
34214,0.208836933,0.332100163,0.158482352,0.383844997,0.236472,-0.160553138
34215,0.080303755,0.258937651,0.021963375,0.438903192,0.25875233,-0.160553138
34231,-0.438662834,-0.810938068,-0.632883713,-0.525810075,-0.406983001,-0.160553138
34232,-0.207817674,0.800584079,0.499519421,0.308829742,0.06854746,-0.160553138
34246,0.532752692,0.123477313,0.376002031,0.719505176,0.09289639,-0.160553138
34251,1.998148512,3.432187941,1.725747957,0.637180807,1.007464229,-0.160553138
34252,1.033557328,2.709150352,1.123037883,0.567546029,0.68650412,-0.160553138
34253,1.01205333,2.604047822,1.036821226,0.533827247,0.664223789,-0.160553138
34265,-0.332136496,-0.377960506,-0.222998292,0.004535336,-0.287118491,-0.160553138
34269,0.2544192,-0.404909296,-0.398312694,-0.374377533,0.329192778,-0.160553138
34282,-0.058121721,-0.315453567,-0.084855672,0.171971307,-0.192748976,-0.160553138
34288,-0.074503007,0.516711041,0.326300792,0.522962375,0.298876875,-0.160553138
34289,-0.084787942,0.465537237,0.356338698,0.388831676,0.141852854,-0.160553138
34290,-0.226413205,0.40692289,0.129377601,0.08612042,0.168703535,-0.160553138
34291,0.113226701,0.580921389,0.330627273,0.428497116,0.358623702,-0.160553138
34307,0.64100539,2.79158843,1.23116409,0.953296245,0.161059198,-0.160553138
34309,0.510051359,0.329342448,-0.023459473,1.221433126,-0.197319327,-0.160553138
34321,-0.184470417,0.38287933,-0.257274314,-0.334503341,0.247997152,0.667209288
34323,0.884015483,2.625053884,1.829422256,0.911763045,0.210155137,-0.160553138
34331,0.433364604,0.361699955,0.014416931,0.949179217,-0.218991959,-0.160553138
34332,-0.44894777,-0.878668651,-0.656656032,-0.758906674,-0.429263331,0.384596842
34333,-0.330298005,-0.057475037,-0.25227536,0.708999284,-0.067636273,-0.160553138
34334,-0.330298005,-0.0457386,-0.27057393,0.819132042,-0.116767284,-0.160553138
34335,-0.074016187,-0.0088649,-0.119289743,0.75999279,-0.044713172,-0.160553138
34336,-0.074016187,0.027085739,-0.09987523,0.746480685,-0.093844183,-0.160553138
34337,-0.139402784,-0.115364253,-0.079641891,0.609428754,-0.093844183,-0.160553138
34338,0.061124942,-0.100669319,-0.012812555,0.420515025,-0.142975194,0.315275807
34339,0.066734473,-0.110671775,-0.050194711,0.249265953,-0.120694864,0.315275807
34340,0.028431644,-0.237662564,-0.074998643,0.008013504,-0.120694864,0.315275807
34347,0.697899707,1.562940824,1.123442182,0.379111596,1.178568264,-0.160553138
34348,-0.348935328,-0.52418327,-0.298707842,-0.411353757,0.295138055,0.667209288
34349,-0.348935328,-0.55131691,-0.316338771,-0.358319204,0.385544918,0.667209288
34350,1.015341307,0.062058628,-0.078302295,-0.310427231,0.383645878,-0.160553138
34354,-0.101255141,-0.25921941,-0.150720248,0.188335657,-0.237309637,0.315275807
34372,-0.04940698,0.951662668,0.872320347,0.523680461,1.342196163,1.331051418
34383,0.853435922,0.075827855,0.671231736,1.041679228,-0.032251385,-0.160553138
34384,-0.220337857,-0.580064112,-0.182911692,-0.50835349,-0.268730668,-0.160553138
34394,-0.175649461,-0.622739922,-0.48831567,-0.592552728,-0.100706966,-0.160553138
34395,-0.175649461,-0.604798408,-0.487647327,-0.583376363,-0.100706966,-0.160553138
34405,-0.201673677,-0.382146457,-0.199253288,-0.278448467,0.715317746,-0.160553138
34406,-0.367666707,-0.476484235,-0.140656583,-0.118638239,0.431456276,-0.160553138
34407,-0.316673316,-0.649373633,-0.252147956,-0.288499387,0.608236814,-0.160553138
34408,-0.281865426,-0.45844709,-0.160290434,-0.106891094,0.431456276,-0.160553138
34412,-0.214977568,-0.654935419,-0.401999614,-0.373436316,0.701250643,-0.160553138
34413,-0.201673677,-0.382161935,-0.208737095,-0.269272101,0.693037416,-0.160553138
34429,-0.262978861,-0.480733547,-0.25363498,-0.149091959,0.011131874,-0.160553138
34447,-0.214977568,-0.647966699,-0.440936387,-0.455802467,0.14777889,-0.160553138
34451,-0.44894777,-0.827839336,-0.659169087,-0.634483295,-0.429263331,-0.160553138
34452,-0.44894777,-0.808649624,-0.653154,-0.634483295,-0.041637982,-0.160553138
34459,0.002894705,-0.237974436,-0.16083238,-0.204274268,-0.067636273,-0.160553138
34460,0.008504236,-0.252984546,-0.16551078,-0.230791544,-0.067636273,-0.160553138
34465,-0.422768367,-0.531808066,-0.184356222,-0.735412383,0.023299684,-0.160553138
34466,-0.433053303,-0.551858354,-0.261065365,-0.737983162,0.001019353,-0.160553138
34467,-0.443338238,-0.64339433,-0.482394298,-0.737983162,0.001019353,-0.160553138
34468,-0.443338238,-0.663034308,-0.49642669,-0.747159528,0.001019353,-0.160553138
34469,-0.443338238,-0.674525154,-0.511255836,-0.747159528,0.001019353,-0.160553138
34470,-0.44894777,-0.699382859,-0.538911207,-0.747159528,-0.047433815,-0.160553138
34472,-0.438662834,-0.709661332,-0.574838598,-0.747159528,-0.358529832,-0.160553138
34479,-0.350773819,-0.505343237,-0.256219769,0.004006741,0.153055011,-0.160553138
34481,-0.206734586,-0.552458341,-0.514083945,-0.628878594,-0.380810163,-0.160553138
34494,-0.428377899,-0.629840569,-0.436684433,-0.521954997,0.365293128,-0.160553138
34496,-0.323690053,-0.437698711,-0.232263945,-0.120206432,-0.080061784,-0.160553138
34497,-0.330203949,-0.452771675,-0.25578566,0.004006741,-0.080061784,-0.160553138
34498,-0.340488884,-0.478004394,-0.293418626,0.042219718,0.202186022,-0.160553138
34499,-0.340488884,-0.436465673,-0.185586094,0.060572449,0.175335342,-0.160553138
34500,-0.27694078,-0.370747406,-0.176119334,0.058053115,0.013629888,-0.160553138
34501,-0.313405117,-0.412729898,-0.225836636,-0.137547342,-0.008650442,-0.160553138
34502,-0.279274851,-0.441943834,-0.369003415,-0.555439323,-0.188178626,0.315275807
34503,-0.174587005,-0.339235047,-0.239296217,-0.364198441,-0.188178626,0.315275807
34504,-0.205441811,-0.337366773,-0.227010626,-0.373374807,-0.188178626,0.315275807
34505,0.028431644,-0.260305177,-0.269364561,-0.23103078,-0.120694864,0.315275807
34506,0.028431644,-0.299514971,-0.250856988,-0.221854414,-0.120694864,0.315275807
34507,0.018146708,-0.308084162,-0.237537948,-0.32131527,-0.169825875,0.315275807
34508,0.018146708,-0.326116934,-0.228054843,-0.32131527,-0.169825875,0.315275807
34509,-0.149687719,-0.561011438,-0.487699545,-0.569589206,-0.241237217,-0.160553138
34510,-0.090815019,-0.453602766,-0.285631336,-0.433838789,-0.169825875,-0.160553138
34511,-0.090815019,-0.447779912,-0.296451127,-0.433838789,-0.169825875,-0.160553138
34512,-0.015143487,-0.454151931,-0.23754817,-0.188784839,-0.019646387,-0.160553138
