ID,LocationID,Easting,Northing,latitude,longitude,Zone,Postcode,office_government_count,office_association_count,office_company_count,office_consulting_count,office_financial_count,office_coworking_count,office_lawyer_count,office_estate_agent_count,office_insurance_count,office_telecommunication_count,amenity_restaurant_count,amenity_cafe_count,amenity_bar_count,amenity_pub_count,amenity_fast_food_count,amenity_bicycle_parking_count,railway_subway_entrance_count,public_transport_platform_count,amenity_bus_station_count,amenity_taxi_count,amenity_parking_count,amenity_ferry_terminal_count,highway_bus_stop_count,amenity_parking_space_count,railway_tram_stop_count,shop_convenience_count,shop_supermarket_count,shop_mall_count,shop_department_store_count,shop_bakery_count,shop_butcher_count,shop_clothes_count,shop_hardware_count,shop_furniture_count,shop_electronics_count,leisure_park_count,leisure_sports_centre_count,leisure_playground_count,leisure_stadium_count,leisure_swimming_pool_count,leisure_pitch_count,leisure_track_count,leisure_fitness_centre_count,leisure_garden_count,leisure_nature_reserve_count,building_residential_count,building_house_count,building_detached_count,building_apartments_count,building_bungalow_count
288,Hornchurch,553931,186274,51.55435547,0.218926999,6,RM12 6LS,0,0,0,0,0,0,0,0,0,0,4,1,0,3,2,18,1,38,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Hornsey,530911,189202,51.58647467,-0.111815637,3,N8 8SE,0,0,0,0,0,0,1,11,1,0,32,32,2,6,30,123,4,81,0,1,3,0,53,0,0,9,9,0,1,5,6,19,0,1,3,0,3,3,0,0,0,0,3,2,0,0,0,0,0,0
290,Hounslow,513902,174998,51.46250423,-0.361796248,5,TW3 3DL,0,0,0,0,1,0,2,3,0,0,16,8,2,3,21,36,0,61,0,0,0,0,60,0,0,11,8,0,1,1,1,22,0,1,4,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
291,Hounslow Central,513592,175928,51.47092517,-0.365958121,4,TW3 1JG,0,0,0,0,1,0,5,8,0,1,24,14,2,7,25,70,2,71,1,0,2,0,67,0,0,13,9,0,1,1,2,23,0,1,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
292,Hounslow East,514327,176254,51.47370731,-0.355275314,4,TW3 4AB,0,0,0,0,0,0,4,6,0,1,19,13,2,7,21,59,4,67,1,0,1,0,61,0,0,11,9,0,1,1,1,22,0,1,4,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0
293,Hounslow West,512215,176140,51.47310509,-0.38570762,5,TW3 3DH,0,0,0,0,0,0,0,1,0,0,1,2,0,2,0,43,1,59,0,0,1,0,51,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294,Hoxton,533582,183142,51.53139149,-0.075585647,"1,2",E2 8HR,1,1,22,1,0,3,1,2,2,0,59,60,22,10,21,519,0,145,0,2,1,0,83,0,0,34,5,0,1,5,2,12,0,2,1,0,2,0,0,0,7,0,4,0,0,0,0,0,0,0
295,Hyde Park Corner,528330,179801,51.50258377,-0.152474113,1,SW1X 7LY,1,0,14,0,0,1,1,15,0,0,108,41,17,9,26,154,23,136,0,2,12,0,73,0,0,11,2,0,2,4,0,73,1,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0
296,Ickenham,508127,185811,51.56082433,-0.441579501,6,UB10 8PD,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,9,2,25,0,0,0,0,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,Ilford,543501,186501,51.55914236,0.068685191,4,IG1 4DU,0,0,0,0,0,0,5,11,0,0,23,10,0,2,24,53,0,45,0,1,0,0,45,0,0,15,3,0,0,1,4,17,0,3,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
298,Imperial Wharf,526299,176674,51.47493863,-0.182837503,2,SW6 2HA,0,0,2,0,0,0,1,5,0,0,33,15,3,9,7,197,0,87,0,0,12,2,82,0,0,13,1,0,0,1,1,5,1,20,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
299,Island Gardens,538228,178432,51.48795007,-0.010493303,2,E14 3FA,0,0,1,0,0,0,2,11,1,0,33,35,2,10,17,81,2,94,0,0,0,2,47,0,0,12,2,0,1,5,1,9,0,2,1,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0
300,Isleworth,515570,176430,51.47503687,-0.337328758,4,TW7 4BX,0,0,0,0,0,0,1,2,0,0,8,8,0,4,4,42,0,78,0,0,0,0,70,0,0,9,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,Iver,503729,179898,51.5085013,-0.506740419,,SL0 9AU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Kenley,532400,160100,51.32460015,-0.101219712,6,CR8 5JA,0,0,1,0,0,0,0,1,0,0,1,2,0,1,6,7,0,32,0,0,0,0,32,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,Kennington,531660,178337,51.48866229,-0.105070613,2,SE11 4JQ,2,0,3,0,0,0,5,15,0,0,49,34,5,27,36,311,6,175,0,1,11,0,100,0,0,31,5,0,1,4,0,9,3,4,1,1,1,3,0,0,4,0,7,2,0,0,0,1,0,0
304,Kensal Green,523241,182784,51.53052385,-0.224713381,2,NW10 5JT,0,0,1,0,0,0,0,2,0,0,8,13,0,0,8,90,1,70,0,0,0,0,57,0,0,13,1,0,0,1,2,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
305,Kensal Rise,523501,183201,51.53421471,-0.220820976,2,NW10 3NT,0,0,0,0,0,0,0,2,0,0,6,12,0,0,3,77,1,50,0,0,0,0,39,0,0,10,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
306,Kensington (Olympia),524324,179178,51.49787936,-0.21037924,2,W14 0NE,0,0,7,2,0,0,4,29,0,1,53,35,2,5,13,378,3,76,0,1,2,0,57,0,0,19,2,0,0,3,0,3,6,4,1,0,0,3,0,0,0,0,3,0,1,0,0,0,0,0
307,Kent House,535999,170000,51.41271759,-0.045815553,4,BR3 1JF,0,0,0,0,0,0,1,1,0,0,5,6,0,2,9,33,0,52,0,0,1,0,52,0,2,6,2,0,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Kentish Town,529029,185096,51.55000929,-0.140471263,2,NW5 2AA,1,0,4,0,0,0,1,10,1,0,27,16,3,11,18,295,4,134,0,2,4,0,82,0,0,17,6,0,0,4,3,5,0,2,0,0,1,5,0,0,0,0,2,0,0,0,0,0,1,0
309,Kentish Town West,528603,184700,51.54654773,-0.146756409,2,NW5 3LD,1,0,7,0,0,0,3,14,0,0,47,20,14,17,21,295,6,114,0,3,6,2,76,0,0,12,5,0,0,8,2,27,1,4,0,0,1,3,0,0,0,0,3,0,0,2,0,0,1,0
310,Kenton,516833,188304,51.58149577,-0.315216861,4,HA3 0XS,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,17,1,37,0,0,0,0,36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
311,Kew Bridge,518898,178172,51.49000415,-0.28884649,3,TW8 0EF,0,0,3,0,1,0,2,0,0,0,6,10,0,7,3,54,1,45,0,0,1,1,40,0,0,4,2,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,11,0,0,0,0,0,0
312,Kew Gardens,519173,176708,51.47678867,-0.285381007,"3,4",TW9 3PZ,1,0,0,0,0,0,0,1,0,0,5,12,0,2,0,43,0,49,0,0,0,0,40,0,0,2,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,17,1,0,0,0,0,0
313,Kidbrooke,540999,175697,51.46269024,0.028300239,3,SE3 9NF,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,16,0,37,0,0,0,0,36,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0
314,Kilburn,524589,184644,51.5469441,-0.204632717,2,NW6 7QL,0,0,0,0,0,0,2,4,0,0,19,12,1,3,6,112,2,72,0,0,3,0,57,0,0,9,3,0,1,0,0,0,1,2,3,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0
315,Kilburn High Road,525553,183591,51.53726743,-0.191113104,2,NW6 7QL,1,0,1,0,0,0,1,10,0,0,16,9,1,1,2,138,2,85,0,0,5,0,67,0,0,11,2,0,0,1,0,2,0,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0
316,Kilburn Park,525361,183349,51.53513522,-0.193966055,2,NW6 5AD,1,0,2,0,0,0,1,13,0,0,22,13,1,1,4,169,2,93,0,0,4,0,74,0,0,14,3,0,0,2,0,2,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0
317,King George V,543231,180135,51.50200871,0.062206214,3,E16 2JF,0,0,0,0,0,0,0,3,0,0,9,7,4,2,6,24,0,78,0,0,0,3,45,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,2,0,0,0,0,0,0,0
318,King Henry's Drive,537978,162558,51.34536407,-0.020264757,"3,4,5,6",CR0 0LH,0,0,0,0,0,0,1,2,0,0,0,2,0,0,9,12,0,43,0,0,0,0,42,0,3,4,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
319,King's Cross,530312,182991,51.53079799,-0.122756421,1,N1 9AL,0,1,11,0,1,0,3,5,0,0,85,110,19,31,49,401,20,167,0,6,11,0,93,2,0,36,3,0,1,3,2,42,1,1,1,1,1,1,0,0,0,0,7,0,0,0,0,0,0,0
320,Kings Cross St. Pancras,530236,182935,51.53031226,-0.123872129,1,N1 9AL,0,1,11,0,1,0,3,5,0,0,85,115,18,31,49,427,22,159,0,6,11,0,87,2,0,38,3,0,1,3,2,45,1,1,1,1,1,1,0,0,0,0,8,0,0,0,0,0,0,0
321,Kingsbury,519361,188739,51.58487606,-0.278601604,4,NW9 9EG,0,0,0,0,0,0,0,0,0,0,2,3,2,2,6,16,0,38,0,0,0,0,37,0,0,3,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Kingston,518244,169549,51.41264127,-0.301141035,6,KT1 1UJ,0,0,0,1,0,0,0,3,0,0,29,15,2,16,16,130,0,90,1,3,9,2,86,1,0,5,3,0,2,2,1,8,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
323,Kingswood,524816,156585,51.29472279,-0.211233224,6,KT20 6EN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Knightsbridge,527765,179650,51.50135464,-0.160664485,1,SW3 1ED,1,0,6,0,0,0,0,20,0,0,74,37,7,3,7,151,11,94,0,0,8,0,50,0,0,8,0,0,2,3,2,101,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0
325,Knockholt,548499,162896,51.34575216,0.13083104,6,TN14 7HR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Ladbroke Grove,524284,181328,51.51721033,-0.21019817,2,W10 6HJ,0,2,8,0,0,0,1,17,0,0,50,40,9,3,23,344,2,73,0,0,4,0,68,0,0,27,4,0,0,8,2,91,2,8,0,0,2,5,0,0,0,0,4,0,0,0,0,0,0,0
327,Ladywell,537716,174884,51.45619211,-0.019244401,3,SE13 7XB,0,0,0,0,0,0,1,6,0,0,9,14,2,3,21,67,0,81,0,0,0,0,68,0,0,13,4,0,0,4,2,2,2,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0
328,Lambeth North,531165,179489,51.49912977,-0.11176826,1,SE1 7XG,0,0,3,1,0,1,1,10,0,0,76,67,11,29,39,367,24,220,0,1,14,3,113,4,0,30,8,0,0,4,3,4,1,2,2,5,4,7,0,0,2,0,6,0,0,0,0,1,0,0
329,Lancaster Gate,526711,180796,51.51189066,-0.175429927,1,W2 4QH,1,0,6,2,0,0,4,32,2,0,99,57,9,6,32,195,7,94,0,3,10,0,57,0,0,31,7,1,1,4,0,10,2,0,1,0,1,1,0,0,1,0,5,2,0,0,1,0,0,0
330,Langdon Park,537807,181863,51.51888392,-0.015213799,2,E14 6NW,0,0,1,0,0,0,2,1,0,0,4,20,0,3,32,108,1,150,0,1,0,0,75,0,0,30,0,0,0,4,3,1,0,2,0,0,0,4,0,0,1,0,3,1,0,0,0,0,0,0
331,Langley,501299,179800,51.50806077,-0.541770556,,SL3 6DB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Latimer Road,523789,180954,51.51395774,-0.217459663,2,W10 6SZ,0,1,8,0,0,0,1,20,0,0,57,44,5,3,24,275,4,74,0,0,7,0,68,0,0,19,5,0,1,10,3,98,2,9,3,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0
333,Lea Bridge,536175,187133,51.5666362,-0.036683158,3,E10 7PG,0,0,1,0,0,0,0,0,1,0,6,4,3,1,4,51,0,25,0,0,0,0,25,0,0,5,2,0,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
334,Lebanon Road,533385,165756,51.37519886,-0.084973649,"3,4,5,6",CR0 6SF,0,0,0,0,0,0,2,6,0,0,10,18,4,7,48,49,0,72,0,1,0,0,59,0,8,12,1,0,0,0,0,1,1,1,1,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0
335,Lee,540002,174197,51.44945854,0.013364692,3,SE12 9JG,0,0,0,0,0,0,0,0,0,0,5,10,1,5,6,39,0,56,0,0,1,0,54,0,0,6,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
336,Leicester Square,529987,180812,51.51129097,-0.128242147,1,WC2H 0AP,0,6,93,1,0,3,4,3,0,0,411,173,84,41,122,531,36,213,0,7,15,2,109,0,0,29,8,2,1,13,0,188,4,5,5,0,6,2,0,0,3,0,13,0,0,1,0,0,0,0
337,Lewisham,538163,175863,51.4648807,-0.012432701,"2,3",SE13 7RY,0,0,0,0,0,0,2,4,0,0,14,10,3,8,22,88,0,117,0,2,0,0,87,14,0,12,4,0,0,1,1,4,2,1,1,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0
338,Leyton,538295,186244,51.55813226,-0.006465332,3,E10 5PS,1,0,1,0,0,0,1,9,0,0,10,11,4,1,14,118,1,88,0,1,4,0,53,0,0,12,0,0,0,0,4,4,0,1,2,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0
339,Leyton Midland Road,538150,187490,51.56936423,-0.008066347,3,E10 6JT,0,0,0,0,0,1,1,1,0,0,6,6,2,1,5,118,1,65,0,0,8,0,54,0,0,11,1,0,0,0,0,0,0,0,2,0,0,3,0,0,3,0,1,0,0,2,0,0,0,0
340,Leytonstone,539345,187429,51.56852231,0.009140452,"3,4",E11 1HE,2,0,1,0,0,0,2,2,0,0,4,8,4,0,6,75,4,81,0,0,1,0,50,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
341,Leytonstone High Road,539298,186903,51.56380736,0.008254469,3,E11 4RE,2,0,3,0,0,0,2,2,0,0,9,13,4,0,10,100,4,90,0,0,1,0,50,0,0,12,0,0,0,1,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
342,Limehouse,536150,181087,51.5123121,-0.039380078,2,E14 7JD,0,0,0,0,0,0,0,6,1,0,9,5,1,2,10,76,10,130,0,0,4,0,65,1,0,18,1,0,0,0,1,1,0,0,0,0,1,3,0,0,2,0,1,0,0,0,0,0,0,0
343,Liverpool Street,533160,181596,51.51759813,-0.082249622,1,EC2M 7PR,3,1,76,3,5,5,17,9,1,0,225,157,87,66,129,480,46,250,0,7,8,0,131,0,0,34,5,0,4,3,0,43,1,2,1,0,14,3,0,0,2,0,28,0,0,0,0,0,0,0
344,Lloyd Park,533711,164549,51.36427541,-0.080746273,"3,4,5,6",CR0 5RA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,0,19,0,0,1,0,19,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
345,London Bridge,532937,180152,51.50467421,-0.086005598,1,SE1 2SW,2,0,25,3,1,1,7,6,0,0,176,95,49,43,93,393,29,182,0,4,5,4,94,0,0,39,4,0,4,9,1,24,0,1,0,0,3,3,0,0,7,0,14,0,0,0,0,0,0,0
346,London City Airport,542231,180294,51.50368975,0.047872716,3,E16 2DS,0,0,0,0,0,0,0,1,0,0,4,5,1,0,5,18,0,48,0,0,0,0,29,0,0,4,0,0,0,0,0,0,0,0,1,0,1,0,0,0,6,0,1,0,0,0,0,0,0,0
347,London Fields,534795,184212,51.54071875,-0.057699686,2,E8 3PH,3,0,13,0,0,1,0,0,0,0,26,25,10,0,6,528,0,169,0,0,1,0,93,0,0,12,1,0,1,8,2,5,1,1,0,0,3,0,0,0,4,0,8,0,0,0,0,0,0,0
348,Loughborough Junction,531902,175897,51.46667873,-0.102497341,2,SW9 8SA,0,0,8,0,0,0,4,4,0,0,23,16,5,7,26,206,1,120,0,0,1,0,82,0,0,22,0,0,0,5,3,2,4,1,2,0,0,2,0,0,2,0,3,2,0,0,0,0,0,0
349,Loughton,542314,195641,51.64157057,0.055279079,6,IG10 4PD,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350,Lower Sydenham,536831,171372,51.42484679,-0.033330341,4,SE26 5AU,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,20,0,48,0,0,5,0,48,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
351,Maida Vale,525967,182792,51.52999476,-0.185432645,2,W9 1JS,1,0,2,0,0,0,0,22,0,0,25,19,2,3,3,110,5,84,0,1,23,0,66,0,0,14,3,0,0,1,1,3,2,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,0,0
352,Maidenhead,488724,180745,51.51866743,-0.722674911,,SL6 1EW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Malden Manor,521101,166497,51.38460911,-0.261120412,4,KT3 5PN,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,21,0,40,0,0,0,0,40,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,Manor House,532074,187482,51.57074699,-0.095684976,"2,3",N4 1BZ,0,0,0,0,0,0,2,9,0,0,21,21,2,5,25,191,8,96,0,3,2,0,60,0,0,23,3,0,0,5,4,6,2,1,1,0,0,3,0,0,1,0,2,0,0,0,0,0,1,0
355,Manor Park,541929,185757,51.55285443,0.04572387,"3,4",E12 5EP,0,0,0,0,0,0,0,1,0,0,3,3,0,1,8,64,0,38,0,0,0,0,37,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Mansion House,532347,180962,51.5120916,-0.094197657,1,EC4N 6JD,1,2,67,3,3,3,16,4,1,0,162,107,65,45,95,376,58,230,0,8,11,3,119,0,0,23,2,0,5,6,0,31,1,2,0,0,6,2,0,0,3,0,16,0,0,0,0,0,0,0
357,Marble Arch,527875,181056,51.51396523,-0.158571215,1,W1C 2JS,2,0,32,3,0,0,5,57,0,0,153,75,8,11,43,266,17,144,0,3,24,0,72,0,0,19,6,0,4,8,1,156,6,16,2,0,0,0,0,0,1,0,7,3,0,0,1,0,0,0
358,Maryland,539175,184881,51.54566828,0.005681654,3,E15 1SA,1,0,3,0,0,1,10,13,0,0,57,34,8,5,44,159,2,137,0,6,10,0,75,0,0,15,7,0,1,5,4,49,0,3,6,0,0,6,0,0,4,0,5,0,0,0,0,0,0,0
359,Marylebone,527510,181985,51.5223964,-0.163492562,1,NW1 6JJ,4,0,6,4,0,0,4,56,0,0,122,63,4,12,42,273,7,121,0,1,47,0,70,0,0,34,7,1,1,8,5,76,7,5,1,0,0,2,0,0,2,0,6,0,0,0,0,0,0,0
360,Maze Hill,539194,177909,51.48301366,0.003204897,3,SE10 9XG,0,0,0,0,0,0,1,10,1,0,39,39,3,10,24,59,1,68,0,0,2,1,38,0,0,15,1,0,1,4,1,10,1,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0
361,Meridian Water,535062,191741,51.60831171,-0.050959906,4,N18 3HF,0,0,0,0,0,0,0,0,0,1,0,2,0,2,3,37,0,39,0,0,0,0,25,0,0,6,1,0,0,0,0,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
362,Merton Park,525182,169798,51.41339128,-0.201342029,"3,4,5,6",SW19 3HA,0,0,1,0,0,0,3,3,0,0,10,23,1,7,13,103,1,47,0,2,0,0,47,0,4,11,0,0,0,4,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
363,Mile End,536577,182545,51.52531092,-0.032666084,2,E3 4DH,2,0,0,0,0,0,2,3,1,0,10,17,1,4,15,126,2,148,0,2,2,0,74,0,0,19,1,0,0,1,1,3,0,1,1,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0
364,Mill Hill Broadway,521300,191900,51.61287072,-0.249537065,4,NW7 2JU,0,0,0,0,0,0,0,2,0,0,9,8,0,2,4,24,0,57,0,0,0,0,57,0,0,4,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,Mill Hill East,524057,191460,51.6083163,-0.20989571,4,NW7 1BS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,33,0,0,1,0,33,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,Mitcham,527345,168082,51.39748834,-0.170871645,"3,4,5,6",CR4 4BD,0,0,0,0,0,0,0,1,0,0,4,3,0,4,4,32,0,47,0,0,0,0,47,0,5,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,Mitcham Eastfields,528488,169323,51.40838366,-0.154001717,3,CR4 2ND,0,0,0,0,0,0,0,1,0,0,3,3,0,6,15,46,0,59,0,0,0,0,59,0,0,7,0,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
368,Mitcham Junction,528292,167611,51.39304231,-0.157436642,4,CR4 4HN,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,7,0,26,0,0,0,0,26,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,Monument,532907,180814,51.51063028,-0.086188313,1,EC4R 9AA,1,1,47,2,4,3,15,5,1,0,225,143,80,62,143,352,51,237,0,8,7,3,122,0,0,28,3,0,5,8,0,36,1,0,1,0,12,2,0,0,4,0,23,0,0,0,0,0,0,0
370,Moor Park,508563,193509,51.62992996,-0.432913016,"6,7",HA6 2JQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Moorgate,532688,181677,51.518437,-0.089017687,1,EC2M 6TX,1,1,78,2,5,5,17,2,1,0,197,126,83,50,125,535,47,263,0,7,10,0,142,0,0,25,7,0,4,2,0,34,2,2,1,0,12,3,0,1,2,0,28,0,0,0,0,0,0,0
372,Morden,525664,168563,51.40218564,-0.19485198,4,SM4 5AZ,0,0,1,0,0,0,1,2,0,0,7,6,0,3,8,52,1,62,0,1,0,0,54,0,2,7,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
373,Morden Road,525788,169310,51.40887158,-0.192805675,"3,4,5,6",SW19 3BX,0,0,3,0,0,0,2,4,0,0,14,10,0,6,6,81,2,61,0,1,0,0,53,0,3,8,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
374,Morden South,525301,167900,51.39630737,-0.20030156,4,SM4 5AN,0,0,1,0,0,0,1,2,0,0,7,4,0,2,8,53,1,71,0,1,0,0,62,0,0,8,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,Mornington Crescent,529193,183359,51.53436199,-0.138744349,2,NW1 2JA,0,0,8,0,1,0,0,2,0,0,56,47,17,23,37,303,13,146,0,4,8,2,81,0,0,18,7,0,1,8,2,54,0,1,0,1,0,3,0,0,0,0,2,0,0,2,0,0,0,0
376,Mortlake,520458,175779,51.4681675,-0.26720331,3,SW14 8LN,1,0,1,0,0,0,1,2,0,0,1,1,0,0,0,41,0,44,0,0,0,0,40,0,0,1,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0
377,Motspur Park,522581,167724,51.39531924,-0.239439743,4,KT3 6JJ,0,0,5,0,0,0,0,1,0,0,8,4,0,0,4,26,0,33,0,0,0,0,33,0,0,7,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
378,Mottingham,542600,173197,51.43982506,0.050324202,4,SE9 4EN,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,0,24,0,0,0,0,24,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
379,Mudchute,537908,178789,51.49123616,-0.014959945,2,E14 9UW,0,1,2,0,0,0,2,13,0,0,13,15,0,2,21,64,1,92,0,0,1,2,46,0,0,12,4,0,0,1,1,0,0,1,0,0,1,0,0,0,3,0,4,0,0,0,0,0,0,0
380,Neasden,521415,185422,51.55462731,-0.250115042,3,NW10 1PH,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,33,2,66,0,0,1,0,64,0,0,4,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
381,New Addington,538187,162255,51.34259048,-0.017383327,"3,4,5,6",CR0 0DE,0,0,0,0,0,0,1,2,0,0,0,2,0,0,9,12,0,45,0,0,0,0,43,0,2,3,4,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,New Barnet,526502,195996,51.64853649,-0.172969712,5,EN5 1QT,1,0,0,0,0,0,0,0,0,0,2,4,0,2,2,19,0,42,0,1,0,0,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
383,New Beckenham,536718,170463,51.41670549,-0.035304949,4,BR3 1QW,0,0,1,0,0,0,0,0,0,0,1,2,2,2,1,20,0,47,0,0,3,0,47,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,New Cross,536750,177110,51.47642936,-0.032278811,2,SE14 6LD,0,0,3,0,0,0,0,4,0,0,22,32,9,13,16,122,0,104,0,1,5,0,67,0,0,18,1,0,0,1,3,2,0,0,0,0,1,1,0,0,3,0,5,0,0,0,1,0,0,0
