LocationID,office,sustenance,transport,retail,leisure,residence
CSHCY038,0.7212268892733558,2.725736352364447,3.352184571426608,1.1390173291229697,0.5429353112861943,0.7171612217683496
CSHCY063,1.6890090765347416,2.6341312685577747,0.6129944077012034,3.6928411768275593,1.946771872933826,0.842944811651915
CSHCY098,-0.8272035626825562,-0.9059911588467903,-0.44528784014345163,-0.5377451874561875,-0.9755287232033887,-0.08336848192191539
INNCY002,-0.5046885133365675,-0.8056424685902966,-0.577597701208102,-0.8516228811829241,-0.8591388688604504,-0.416478019259134
INNCY027,-0.8821845439920674,-1.273507847169787,-1.360713311958248,-1.487380535740238,-1.1096430003520137,-2.0111839467338033
INNCY039,-0.21793128063313358,-0.12714016209991588,0.12311109385138665,-0.15200823283114578,-0.8414144460547633,-0.2127826709387564
INNCY040,-0.5689338043106561,0.03273457972436682,-0.6430398924183929,0.006623707735838039,0.9964661478811924,-0.5183325619990868
INNCY048,0.05756767505216633,1.4659374380723196,-0.17161859695043133,0.617856141679982,-0.3781402059484957,0.9065609978855477
INNCY104,-0.395677609769614,-1.129726621154014,-1.0281583604649844,-1.112118548556703,-0.9755287232033887,-1.296708230656287
INNCY108,-0.2729122619426447,-0.11016256311816086,0.08519595994203055,0.3759816043420785,0.927833292309187,0.159458809529308
INNCY194,-0.42122005769552257,-0.1409527786347636,-0.20349926348935116,0.23663159271182072,-0.013531397379479006,0.8236682827123784
INNCY207,-0.23904791645358936,0.8644280189603857,-0.02305660526923052,0.617856141679982,-0.7250245917118251,0.7060588754649276
INNCY228,-0.3112580950765002,-0.3995467381882923,0.29752463774396504,-0.49611932648530777,-0.8414144460547633,0.8217203959574786
INNCY247,0.028486151582888242,-0.09367695783495951,-0.25277670905541033,0.5958816753862353,1.4335658088674836,-0.36540019971829446
INNCY250,-0.8821845439920674,-0.8865012689955973,-0.6246337230447007,-0.6636750010331421,-0.23524254135815065,-0.11274717075363745
INNCY262,-0.5695278534484004,-0.14124541563089252,-0.051700896766940355,0.2884356840963421,-0.013531397379479006,0.4850278780312132
INNCY267,1.7389654002807056,0.7474916488502,1.201251756313141,0.9998024577915726,-0.09218722884555794,3.00257921360442
INNCY268,-0.772222581373045,-0.6322464119621939,0.09915167188841603,-0.7319691397751916,-1.1096430003520137,-0.15467890337850884
INNCY294,-0.02649482972662287,-0.3873477282867155,-0.3759055585808089,0.10360565044439454,1.8269676049493921,-0.5266931993065609
INNCY305,-0.1290859538345671,0.4557470775080235,-0.29505749772807166,0.6719789626077262,0.5154674849692374,0.04990829645911637
INNCY309,-0.01523655270848882,0.7270566091351581,1.0674455077790423,-0.24047024486817484,-0.5821269271214802,0.11071686542115994
INNCY311,-0.8272035626825562,-1.249035359971087,-1.3532896069826204,-1.3869102163999694,-1.1096430003520137,-2.1249840915185194
INNCY315,1.2274505411004526,0.14694161014424725,-0.0368460059681498,1.2824614710208373,2.0543783398350444,0.7196920082081102
INNCY316,-0.6239147856201672,-0.1682209582713632,-0.04176299961046555,0.3719121486202566,1.8126575957852007,0.37094428848408145
INNCY321,-0.395677609769614,-1.182504861312441,-1.0926271174583968,-1.516835261420816,-0.9755287232033887,-1.3514511166344882
INNCY324,2.4402978598510208,-0.055539402658447985,0.06635418739517299,1.2195208886791664,-0.3781402059484957,0.9441326538028969
INNCY327,1.294636062159816,0.13261359070119952,1.3503170932776258,0.14285433883597903,0.041927048303067385,2.7267733310172058
INNCY336,-0.6072796374445117,0.000634998917142809,-0.08428760401306865,0.02620842147535366,-0.7250245917118251,0.43443279138811264
INNCY337,-0.16295029932362243,-0.36609193883524055,-0.05103867385686839,0.04217155555307213,-0.707300168906138,1.8432747325164536
INNCY362,1.0241617640380638,-0.22822367442554312,-0.6157928043197997,0.552811512648162,0.623073951870456,1.0840147474582056
INNCY367,0.07868431087262208,0.3529160565597478,0.5332081182213859,-0.5430254864666361,-0.9755287232033887,-0.2862128019450057
INNCY375,3.330816289260022,1.3074583225793328,2.052390439237642,1.571700873296413,0.42533520184909157,0.5528974619484854
INNCY392,-0.772222581373045,-0.43570494551032324,-0.35764568707208555,0.04341319127082499,-0.013531397379479006,0.5774723194800678
