LocationID,latitude,longitude,transport_mode,node_ID
3041,51.50655485,-0.262865454,bus,71
30419,51.60486427,-0.476260048,bus,72
3042,51.50648843,-0.264453046,bus,73
30420,51.60429951,-0.477780744,bus,74
3043,51.50681525,-0.26892207,bus,75
3044,51.50662988,-0.267329616,bus,76
3049,51.50864589,-0.281504971,bus,77
30496,51.62143601,-0.294452538,bus,78
3050,51.50856382,-0.28204124,bus,79
3051,51.50920975,-0.284394678,bus,80
3052,51.50955204,-0.285664365,bus,81
3053,51.51191127,-0.293285877,bus,82
3058,51.51268379,-0.308749451,bus,83
3062,51.51208163,-0.312518707,bus,84
3063,51.5114496,-0.315467527,bus,85
3064,51.51140261,-0.316578919,bus,86
3066,51.51099011,-0.318539611,bus,87
3067,51.51068716,-0.321245605,bus,88
3069,51.51057683,-0.32107673,bus,89
3071,51.50978278,-0.325919068,bus,90
3072,51.509657,-0.329079595,bus,91
3073,51.51013359,-0.324666886,bus,92
3077,51.50884933,-0.333619571,bus,93
3080,51.50828162,-0.341147959,bus,94
3081,51.50903576,-0.347432304,bus,95
3082,51.50872977,-0.347414555,bus,96
3083,51.5091103,-0.349533521,bus,97
30877,51.65487501,-0.098145794,bus,98
3088,51.5105484,-0.361673099,bus,99
3089,51.51020801,-0.361123293,bus,100
30901,51.38990427,-0.197936862,bus,101
3092,51.51114272,-0.369476944,bus,102
3093,51.51087947,-0.369299001,bus,103
3094,51.51094825,-0.372956917,bus,104
3096,51.51167004,-0.380929381,bus,105
3097,51.51150587,-0.380762268,bus,106
3100,51.51272012,-0.386656735,bus,107
3101,51.51256475,-0.386474876,bus,108
3103,51.51309997,-0.39008768,bus,109
3104,51.51332754,-0.390944356,bus,110
3105,51.51353553,-0.3929979,bus,111
31051,51.43720534,0.161099483,bus,112
3108,51.51462214,-0.394862051,bus,113
3109,51.51518768,-0.397421958,bus,114
3110,51.51592737,-0.398909306,bus,115
3111,51.51541399,-0.400166762,bus,116
3112,51.51768486,-0.40448316,bus,117
3114,51.52237458,-0.420117512,bus,118
3115,51.52240187,-0.420808462,bus,119
3116,51.52349195,-0.424302379,bus,120
31173,51.37146081,0.097081788,bus,121
3118,51.52392223,-0.426882214,bus,122
3119,51.52376276,-0.427060687,bus,123
3122,51.52464612,-0.430576377,bus,124
3123,51.5247258,-0.431827757,bus,125
3124,51.52537638,-0.434083037,bus,126
3125,51.5255037,-0.43621215,bus,127
31250,51.35059364,0.089220989,bus,128
3126,51.52689086,-0.439091045,bus,129
3127,51.52688132,-0.439725668,bus,130
3130,51.52827395,-0.44302264,bus,131
3131,51.52797562,-0.44290307,bus,132
31326,51.39923872,-0.043198525,bus,133
31327,51.39854677,-0.043228057,bus,134
3133,51.52992407,-0.446757966,bus,135
3134,51.53011699,-0.447746163,bus,136
3135,51.53197183,-0.450653069,bus,137
3136,51.53163889,-0.450635537,bus,138
3138,51.53326199,-0.454386741,bus,139
3141,51.53501646,-0.46267556,bus,140
31461,51.65245781,-0.078369597,bus,141
31468,51.41187066,-0.300709403,bus,142
3147,51.53706413,-0.470738898,bus,143
31473,51.47862876,0.180425691,bus,144
3148,51.53657915,-0.470783989,bus,145
3151,51.54057988,-0.472106332,bus,146
3152,51.54012151,-0.472813841,bus,147
3153,51.54292451,-0.472619065,bus,148
31531,51.48077399,0.179678277,bus,149
3163,51.49082013,-0.284379249,bus,150
3164,51.49045502,-0.284623428,bus,151
3165,51.47126643,0.053778362,bus,152
3170,51.61728905,-0.086110277,bus,153
3171,51.61521765,-0.087020752,bus,154
3173,51.64070744,-0.062665078,bus,155
3174,51.64866738,-0.060041813,bus,156
31742,51.39329791,-0.29738728,bus,157
3176,51.65897718,-0.059225606,bus,158
3179,51.5088623,-0.349801868,bus,159
31802,51.3687808,-0.118442774,bus,160
3188,51.55739194,-0.21633901,bus,161
3189,51.47831791,-0.406548402,bus,162
3190,51.47819322,-0.405314302,bus,163
3193,51.61477045,-0.275824186,bus,164
3195,51.62100711,-0.253052126,bus,165
3196,51.62098125,-0.253732079,bus,166
31982,51.36781002,-0.193891123,bus,167
3211,51.56367238,0.009835673,bus,168
3212,51.54825709,-0.237854753,bus,169
3213,51.54855886,-0.238189246,bus,170
3215,51.54121945,-0.254321044,bus,171
3219,51.56667671,-0.034805583,bus,172
3220,51.5659994,-0.036782694,bus,173
3223,51.53438473,-0.242240274,bus,174
3224,51.53289705,-0.240178123,bus,175
3227,51.51218497,-0.304718318,bus,176
3228,51.54285711,-0.472967421,bus,177
3231,51.37417216,0.075623876,bus,178
3262,51.52912696,-0.220356104,bus,179
3266,51.5306418,-0.22894746,bus,180
3267,51.53009487,-0.227267455,bus,181
3275,51.54724872,-0.275291456,bus,182
3277,51.55001916,-0.281475295,bus,183
3278,51.55025292,-0.282086696,bus,184
3282,51.55268075,-0.285154146,bus,185
3283,51.55265856,-0.284866496,bus,186
3285,51.55222443,-0.300763747,bus,187
3286,51.55220833,-0.301514398,bus,188
3290,51.40674564,-0.191983609,bus,189
3293,51.65914511,-0.047116686,bus,190
3294,51.4354467,-0.50516715,bus,191
3295,51.63123645,-0.175355455,bus,192
3296,51.5867023,0.200812253,bus,193
3298,51.44320176,0.064419728,bus,194
3299,51.56393403,0.025473139,bus,195
3300,51.56323557,0.02425899,bus,196
33002,51.6111297,-0.423667306,bus,197
33004,51.48499108,0.018991318,bus,198
33008,51.3769332,-0.029047721,bus,199
33009,51.37212511,-0.030834683,bus,200
3301,51.56351939,0.024488019,bus,201
33011,51.36933832,-0.031428359,bus,202
33012,51.37721308,-0.028044207,bus,203
33016,51.53730352,-0.389176178,bus,204
33021,51.55147501,-0.37416543,bus,205
33022,51.5511115,-0.373240855,bus,206
33023,51.55338878,-0.376650305,bus,207
33024,51.55329491,-0.37636516,bus,208
33025,51.55662331,-0.379059586,bus,209
33026,51.55611282,-0.378558426,bus,210
33027,51.55872679,-0.380311996,bus,211
33028,51.55855125,-0.379972009,bus,212
33029,51.40960477,-0.263910868,bus,213
33031,51.40918429,-0.268312405,bus,214
33032,51.40931917,-0.267703387,bus,215
33034,51.40880532,-0.273100525,bus,216
33036,51.57692443,0.121868728,bus,217
33040,51.49522799,0.121198575,bus,218
33041,51.4934196,0.121244274,bus,219
33045,51.49449276,0.121077999,bus,220
3305,51.56393804,0.025761885,bus,221
33052,51.47860378,0.093481731,bus,222
33053,51.47739535,0.093671214,bus,223
33054,51.47794013,0.093379334,bus,224
33055,51.47919657,0.093019218,bus,225
33058,51.41225232,-0.280635188,bus,226
33059,51.41186311,-0.28046285,bus,227
3307,51.59637194,0.02173259,bus,228
33077,51.40716156,-0.258036354,bus,229
33078,51.40605655,-0.257503221,bus,230
33088,51.44411612,-0.475903312,bus,231
33110,51.57067499,0.268902563,bus,232
33111,51.57108794,0.270799182,bus,233
3312,51.56852959,0.270094461,bus,234
33130,51.39759181,-0.07406174,bus,235
3314,51.49118362,-0.305670307,bus,236
33144,51.41081434,-0.0256209,bus,237
3315,51.49123585,-0.302441694,bus,238
33152,51.61085094,-0.249166994,bus,239
3316,51.60237815,-0.408173246,bus,240
33160,51.40981017,-0.225984915,bus,241
33164,51.40884394,-0.106201113,bus,242
33165,51.36624379,-0.027093243,bus,243
33167,51.36806052,-0.026569791,bus,244
3317,51.34050261,-0.085946282,bus,245
33170,51.36918611,-0.028259795,bus,246
33171,51.37058066,-0.030972786,bus,247
33173,51.6451273,-0.033192815,bus,248
33174,51.64549078,-0.034492413,bus,249
33178,51.31597284,-0.115495551,bus,250
33179,51.31552579,-0.115097721,bus,251
3318,51.57431503,0.158923809,bus,252
3319,51.57227815,0.142981727,bus,253
33190,51.41884674,-0.374100771,bus,254
33191,51.41802305,-0.373712928,bus,255
33192,51.42128065,-0.375179401,bus,256
33193,51.42081668,-0.374793143,bus,257
33198,51.42732021,-0.371699893,bus,258
33199,51.42831925,-0.373707034,bus,259
3320,51.57221538,0.141001692,bus,260
33201,51.42949779,-0.376340849,bus,261
33202,51.43097893,-0.378100945,bus,262
33203,51.43115566,-0.37852626,bus,263
33204,51.43294782,-0.383929617,bus,264
33205,51.43284981,-0.383343238,bus,265
33206,51.4332863,-0.386305821,bus,266
33207,51.43303641,-0.386444103,bus,267
33208,51.43079982,-0.390550874,bus,268
33209,51.43061572,-0.39024086,bus,269
3321,51.5609643,0.145984525,bus,270
33210,51.43276452,-0.392179412,bus,271
33215,51.53706146,-0.246246676,bus,272
33216,51.40046986,-0.295252063,bus,273
33217,51.39767094,-0.296333644,bus,274
33219,51.39287927,-0.30510722,bus,275
3322,51.56107901,0.146595891,bus,276
33221,51.38870973,0.072803404,bus,277
33222,51.38892412,0.07288496,bus,278
33223,51.38453651,0.077400676,bus,279
33224,51.38518367,0.076912588,bus,280
33225,51.38192099,0.079854665,bus,281
33226,51.38083346,0.079819731,bus,282
33227,51.37887495,0.078696293,bus,283
33228,51.3793533,0.079105965,bus,284
33229,51.37577611,0.076457999,bus,285
33230,51.3749078,0.076231909,bus,286
33231,51.37330791,0.076691153,bus,287
33234,51.47121704,0.16156902,bus,288
33235,51.47151024,0.166147513,bus,289
33236,51.47139571,0.164558149,bus,290
33237,51.47159421,0.168901797,bus,291
33238,51.47156392,0.17005232,bus,292
33239,51.47082199,0.174178499,bus,293
33240,51.47096984,0.173479962,bus,294
33241,51.47042429,0.178162555,bus,295
33243,51.46879596,0.186407417,bus,296
33244,51.46854398,0.185934615,bus,297
33246,51.47059366,0.190309171,bus,298
33247,51.47056467,0.193302823,bus,299
33248,51.47097249,0.193135193,bus,300
33249,51.46766254,0.190759111,bus,301
33256,51.55599873,-0.214604761,bus,302
33268,51.4103221,-0.277788579,bus,303
33269,51.41006158,-0.277194437,bus,304
3327,51.48159336,-0.47502881,bus,305
3328,51.481775,-0.474475493,bus,306
33301,51.5172644,-0.264663234,bus,307
33302,51.52273322,-0.263547218,bus,308
33308,51.37312738,-0.096367707,bus,309
33309,51.3728028,-0.096869681,bus,310
33313,51.41232464,0.074863679,bus,311
3333,51.47911081,-0.409314529,bus,312
33333,51.59316003,-0.182122428,bus,313
33334,51.59286753,-0.181816488,bus,314
33335,51.6236717,0.008209681,bus,315
33336,51.62339067,0.008341744,bus,316
33338,51.62663261,0.007545783,bus,317
33348,51.5539192,0.094442676,bus,318
33349,51.55316572,0.094335937,bus,319
33350,51.55105909,0.092450541,bus,320
33351,51.55036978,0.092779514,bus,321
33353,51.54620387,0.093410441,bus,322
33354,51.40598889,-0.413563912,bus,323
33355,51.58352119,-0.228046909,bus,324
33356,51.58365861,-0.228214773,bus,325
33357,51.64520991,-0.14490397,bus,326
33361,51.55872873,0.09352393,bus,327
33362,51.5583557,0.09376648,bus,328
33363,51.55656837,0.094146027,bus,329
33364,51.55577969,0.094499299,bus,330
33377,51.41174748,-0.233387486,bus,331
33381,51.5997549,0.164332344,bus,332
33383,51.49660859,-0.427232022,bus,333
33384,51.4964524,-0.427655179,bus,334
33388,51.47975263,-0.513050935,bus,335
33389,51.35618723,-0.308041579,bus,336
33394,51.6342895,-0.044384056,bus,337
33397,51.59431836,0.081588285,bus,338
33398,51.59423183,0.081396633,bus,339
33399,51.59492553,0.078280794,bus,340
33401,51.59574304,0.074260875,bus,341
33404,51.59745868,0.065704464,bus,342
33415,51.5963801,0.071286638,bus,343
33437,51.40075121,-0.118525562,bus,344
33456,51.56304667,0.115003964,bus,345
33463,51.53127004,-0.366436763,bus,346
33464,51.53153069,-0.366427433,bus,347
33465,51.52897423,-0.367528096,bus,348
33466,51.5281805,-0.367354656,bus,349
33470,51.38046223,-0.290362469,bus,350
33471,51.37942574,-0.290817807,bus,351
33472,51.37842441,-0.294921633,bus,352
33473,51.37847415,-0.295868164,bus,353
33474,51.37950597,-0.299422267,bus,354
33475,51.37956446,-0.300354131,bus,355
33486,51.41172783,-0.160222957,bus,356
33492,51.63731776,-0.045872355,bus,357
33493,51.6377648,-0.046257784,bus,358
33495,51.63469113,-0.044742498,bus,359
33496,51.63043169,-0.043841965,bus,360
33497,51.63161135,-0.04340107,bus,361
33498,51.62793514,-0.046203339,bus,362
33499,51.60943798,-0.26483347,bus,363
33500,51.61015577,-0.260473348,bus,364
33501,51.6101806,-0.259721388,bus,365
33502,51.61026565,-0.254547703,bus,366
33503,51.6102188,-0.255026103,bus,367
33514,51.53284289,0.107345824,bus,368
33515,51.53255788,0.107693126,bus,369
33516,51.39779661,-0.073938131,bus,370
33520,51.4513418,0.077567853,bus,371
33528,51.47078235,-0.354458968,bus,372
33535,51.56958274,-0.339942149,bus,373
33536,51.56952637,-0.339771048,bus,374
33537,51.57307545,-0.337029805,bus,375
33538,51.57270859,-0.337158637,bus,376
33539,51.57530836,-0.333427069,bus,377
33542,51.56848847,-0.341410493,bus,378
33544,51.48068497,-0.516376083,bus,379
33550,51.35728743,-0.151158724,bus,380
33556,51.42032047,0.114046112,bus,381
33559,51.40982372,-0.178216148,bus,382
33561,51.40816283,-0.181287347,bus,383
33562,51.40840041,-0.180372046,bus,384
33563,51.404382,-0.176405153,bus,385
33564,51.40349299,-0.175908551,bus,386
33565,51.40600081,-0.182782189,bus,387
33566,51.40549397,-0.182572233,bus,388
33567,51.40430561,-0.17901055,bus,389
33568,51.40431766,-0.179786466,bus,390
33571,51.61370687,-0.339907218,bus,391
33572,51.40251405,-0.172525747,bus,392
33588,51.35630262,-0.307936791,bus,393
33590,51.35797752,-0.303120945,bus,394
33592,51.35876996,-0.298236903,bus,395
33613,51.38218024,-0.283012585,bus,396
33629,51.40033321,-0.169349221,bus,397
33634,51.54929243,-0.368517291,bus,398
33635,51.54921,-0.369702926,bus,399
33638,51.53499344,-0.427019648,bus,400
33639,51.53685963,-0.429392129,bus,401
33640,51.53672936,-0.429064977,bus,402
33641,51.53561234,-0.434971806,bus,403
33642,51.53599949,-0.433660842,bus,404
33643,51.53554983,-0.42626512,bus,405
33644,51.4176995,-0.17810438,bus,406
33648,51.61053563,-0.247922615,bus,407
33659,51.35327188,-0.024174978,bus,408
33660,51.35322332,-0.023961638,bus,409
33661,51.35504548,-0.020565487,bus,410
33663,51.35619184,-0.020817692,bus,411
33664,51.35626103,-0.021719572,bus,412
33665,51.35831649,-0.020955927,bus,413
33666,51.35804956,-0.02112543,bus,414
33667,51.35605317,-0.015811036,bus,415
33668,51.35780212,-0.017128708,bus,416
33669,51.35578479,-0.015363024,bus,417
33670,51.35771517,-0.016773379,bus,418
33671,51.35390806,-0.013404703,bus,419
33672,51.35424858,-0.013863927,bus,420
33673,51.59959502,-0.015898387,bus,421
33709,51.40058149,-0.167398477,bus,422
33722,51.55175203,0.128414283,bus,423
33725,51.40234162,-0.155208237,bus,424
33726,51.37038005,-1.98e-05,bus,425
33727,51.4399166,-0.312431463,bus,426
33728,51.43966713,-0.313217639,bus,427
33729,51.43770578,-0.314397761,bus,428
33730,51.43574736,-0.318915527,bus,429
33731,51.43527681,-0.318083958,bus,430
33733,51.433048,-0.315043948,bus,431
33734,51.43371588,-0.315839417,bus,432
33735,51.43199152,-0.311615757,bus,433
33736,51.43217872,-0.312126758,bus,434
33737,51.44062617,-0.304894326,bus,435
33738,51.44064668,-0.304447511,bus,436
33744,51.60663641,-0.207059006,bus,437
33748,51.45670198,0.092205892,bus,438
33749,51.45678516,0.09157633,bus,439
3375,51.41771414,0.120426711,bus,440
33750,51.45597977,0.09487902,bus,441
33751,51.45694508,0.090172958,bus,442
33752,51.45657821,0.090069829,bus,443
33753,51.45839002,0.085287032,bus,444
33754,51.45873889,0.084885471,bus,445
33755,51.4590302,0.08367514,bus,446
33756,51.45906746,0.084108699,bus,447
33757,51.45888923,0.080472957,bus,448
33758,51.4587593,0.080193538,bus,449
33766,51.33803374,-0.114476092,bus,450
33768,51.60680948,0.06016434,bus,451
33771,51.61330334,-0.249000413,bus,452
33772,51.61360099,-0.249061177,bus,453
33773,51.61362198,-0.24926258,bus,454
33774,51.61341054,-0.248952957,bus,455
3379,51.44768336,0.062707772,bus,456
33792,51.5254423,0.217549743,bus,457
33794,51.52636542,0.211525088,bus,458
33795,51.52936829,0.213472857,bus,459
33796,51.52621877,0.214531102,bus,460
33809,51.36979548,-0.194933611,bus,461
3381,51.45068202,0.0532574,bus,462
33818,51.40199716,-0.169369042,bus,463
33823,51.5898042,-0.008587061,bus,464
33824,51.58773195,-0.009413912,bus,465
33825,51.58771307,-0.009891121,bus,466
33826,51.58616143,-0.012254149,bus,467
33827,51.58633871,-0.012102057,bus,468
33828,51.58532156,-0.01789162,bus,469
33829,51.58501268,-0.018771162,bus,470
33832,51.58535734,-0.019477923,bus,471
33833,51.56778295,-0.008149854,bus,472
33842,51.39858333,0.01614713,bus,473
33845,51.52747802,-0.398590673,bus,474
33847,51.46254537,0.10587631,bus,475
33851,51.50273061,-0.281007075,bus,476
33852,51.50401774,-0.279863566,bus,477
33854,51.51129175,-0.31950846,bus,478
33855,51.51209391,-0.319637468,bus,479
33856,51.51431278,-0.320737609,bus,480
33857,51.51410866,-0.320298343,bus,481
33858,51.51608445,-0.321378674,bus,482
33859,51.51659929,-0.322166862,bus,483
33860,51.52066608,-0.322954324,bus,484
33861,51.52175077,-0.323346911,bus,485
33862,51.52748055,-0.350743449,bus,486
33863,51.51154216,-0.315651459,bus,487
33864,51.51140022,-0.315786394,bus,488
33866,51.50882607,-0.335147912,bus,489
33867,51.49260197,-0.264303418,bus,490
33869,51.4926176,-0.25807973,bus,491
33871,51.49250667,-0.261512414,bus,492
33892,51.40345013,-0.165673535,bus,493
33895,51.36138474,-0.150376073,bus,494
33896,51.62902619,-0.097854459,bus,495
3390,51.56406135,-0.320968721,bus,496
33911,51.50941953,-0.330716669,bus,497
33912,51.48596143,0.017997114,bus,498
33913,51.39875836,0.016427976,bus,499
33917,51.43442871,-0.351435093,bus,500
33918,51.60699512,0.06137144,bus,501
3392,51.57496375,-0.325011835,bus,502
33921,51.35618203,-0.309549819,bus,503
33928,51.35912371,-0.129180328,bus,504
33929,51.35400788,-0.129245117,bus,505
33930,51.35398275,-0.129361036,bus,506
33931,51.35273445,-0.1322842,bus,507
33932,51.48120019,-0.269820122,bus,508
33933,51.48135772,-0.269526125,bus,509
33935,51.57904804,-0.318222713,bus,510
33938,51.35830588,-0.299719132,bus,511
33940,51.66336299,-0.07821187,bus,512
33942,51.66393061,-0.090406499,bus,513
33943,51.5809916,0.001448786,bus,514
33948,51.54347654,-0.297152609,bus,515
33954,51.52993848,0.087214232,bus,516
33955,51.53184233,0.085845067,bus,517
33956,51.53355001,0.084380315,bus,518
33968,51.65055122,-0.082758026,bus,519
33973,51.38370265,-0.099679834,bus,520
33974,51.48054405,0.174626491,bus,521
33978,51.62525428,-0.062413241,bus,522
33979,51.62527879,-0.061718708,bus,523
33997,51.58362247,0.174998033,bus,524
33999,51.59609602,-0.348533557,bus,525
3400,51.60446948,-0.416533336,bus,526
34000,51.5932371,-0.346659376,bus,527
34001,51.5920324,-0.346039031,bus,528
34002,51.58958891,-0.344294421,bus,529
34003,51.58850226,-0.343756506,bus,530
34004,51.58491079,-0.341592036,bus,531
34005,51.58403614,-0.341421803,bus,532
34007,51.59767528,-0.349573592,bus,533
34008,51.59758784,-0.349750022,bus,534
34016,51.6335153,0.009973908,bus,535
34017,51.63335537,0.010385899,bus,536
34018,51.63349082,0.009828321,bus,537
34023,51.36319623,-0.177596236,bus,538
34029,51.4481105,0.063475402,bus,539
34031,51.39886662,-0.253549966,bus,540
34034,51.36900363,-0.287140199,bus,541
34035,51.36912698,-0.287580957,bus,542
3404,51.30134611,-0.11801699,bus,543
34042,51.59636202,-0.192650016,bus,544
3405,51.30734473,-0.12084194,bus,545
34050,51.57695064,0.026787889,bus,546
34056,51.57102416,-0.365113183,bus,547
34057,51.57140626,-0.365431366,bus,548
34058,51.5685364,-0.363398781,bus,549
3406,51.31432237,-0.124158599,bus,550
34064,51.43640574,-0.35454355,bus,551
34065,51.43893111,-0.360855572,bus,552
34066,51.4387419,-0.3601861,bus,553
34070,51.59975123,-0.001784013,bus,554
34071,51.59883482,-0.001304423,bus,555
34072,51.59702424,-0.001124019,bus,556
34073,51.59621724,-0.001260523,bus,557
34074,51.59340481,-0.000864236,bus,558
34075,51.59302838,-0.000938515,bus,559
34087,51.57926697,-0.327249441,bus,560
34089,51.47837828,-0.268717238,bus,561
34092,51.58066602,0.182146024,bus,562
34094,51.58058046,0.182878058,bus,563
34096,51.55761129,0.018743609,bus,564
341,51.41556855,-0.19147733,bus,565
34105,51.56829984,-0.230009564,bus,566
34106,51.50641431,-0.338189771,bus,567
34112,51.57836072,0.175049873,bus,568
34113,51.57949227,0.177557626,bus,569
34114,51.53370382,-0.219153906,bus,570
34115,51.57938728,0.177884579,bus,571
34116,51.58052132,0.181706072,bus,572
34118,51.58040774,0.182494498,bus,573
34119,51.57750011,0.185068589,bus,574
34120,51.5789346,0.184819867,bus,575
34121,51.57700718,0.183529492,bus,576
3413,51.48260371,-0.335728551,bus,577
34130,51.54783728,0.216936688,bus,578
34131,51.54724021,0.216648037,bus,579
34132,51.60270291,0.247190972,bus,580
34133,51.60350466,0.244298958,bus,581
34135,51.6066069,0.237721816,bus,582
34137,51.60662812,0.242734369,bus,583
34138,51.6084649,0.239791882,bus,584
3414,51.48267723,-0.337742162,bus,585
34141,51.58151772,0.176961619,bus,586
34148,51.62651065,-0.057360676,bus,587
34149,51.48120538,-0.451596289,bus,588
34151,51.45634631,-0.44921339,bus,589
34152,51.4599973,-0.44108618,bus,590
34159,51.6091048,-0.250866142,bus,591
3416,51.47788696,-0.373845584,bus,592
34161,51.56812087,0.268443481,bus,593
34163,51.56544648,0.267228141,bus,594
34164,51.56732092,0.267956327,bus,595
34165,51.55780203,0.249968359,bus,596
3417,51.47791133,-0.371713444,bus,597
34176,51.37094959,-0.100150448,bus,598
34178,51.50831881,-0.277597693,bus,599
34184,51.53252617,-0.274535911,bus,600
34185,51.53295799,-0.27454842,bus,601
34186,51.54749716,-0.239946558,bus,602
3419,51.48059919,-0.435732264,bus,603
34195,51.35288533,-0.132723275,bus,604
34196,51.53345348,-0.325497811,bus,605
34198,51.57776003,-0.326251223,bus,606
342,51.41462289,-0.192550074,bus,607
3420,51.48103791,-0.460732415,bus,608
34201,51.61092375,-0.181210656,bus,609
34202,51.61305851,-0.184346241,bus,610
34203,51.61311215,-0.184907401,bus,611
3421,51.48100765,-0.463224864,bus,612
34212,51.50563796,-0.474989969,bus,613
34229,51.59162059,-0.256691696,bus,614
3423,51.48022579,-0.49095878,bus,615
3424,51.48360221,-0.52237349,bus,616
34254,51.38074237,-0.280623473,bus,617
34256,51.38731806,-0.023599841,bus,618
34268,51.46556274,0.009279253,bus,619
3427,51.34443084,-0.106316078,bus,620
34271,51.38351006,0.094643284,bus,621
34272,51.38253739,0.100749816,bus,622
34273,51.38206641,0.105945004,bus,623
34274,51.38184898,0.102529057,bus,624
34275,51.3823567,0.099793034,bus,625
34276,51.38326231,0.093913392,bus,626
34277,51.44867668,0.156906105,bus,627
34278,51.44919915,0.156369426,bus,628
3428,51.34610088,-0.103375321,bus,629
34280,51.50987599,-0.357316399,bus,630
34284,51.48639699,0.016201459,bus,631
34292,51.48959811,0.038065267,bus,632
34293,51.4863317,0.008478124,bus,633
34295,51.61036566,0.019046842,bus,634
34296,51.60966105,0.01923222,bus,635
34297,51.61683968,0.010175948,bus,636
34298,51.61674109,0.010157146,bus,637
34299,51.61548015,0.007645829,bus,638
3430,51.3713206,-0.100293132,bus,639
34300,51.61364023,0.005860229,bus,640
34301,51.6110493,0.002236286,bus,641
34302,51.61122237,0.002633872,bus,642
34303,51.60805799,-6.17e-05,bus,643
34304,51.60850162,0.000289988,bus,644
34305,51.60325615,0.002037831,bus,645
34306,51.60444264,0.002595467,bus,646
34310,51.59295784,0.084269245,bus,647
34313,51.6082016,0.021998171,bus,648
34317,51.37697691,-0.098622044,bus,649
34318,51.48969721,0.122699252,bus,650
34322,51.61885923,0.006191485,bus,651
34325,51.41538323,-0.418689046,bus,652
34328,51.58143302,-0.318365599,bus,653
34329,51.61265093,-0.1207389,bus,654
34330,51.65017528,-0.062593897,bus,655
34341,51.66397786,-0.068006028,bus,656
34342,51.66372054,-0.067669936,bus,657
3435,51.58366107,-0.227781653,bus,658
34352,51.5211993,-0.260160538,bus,659
34357,51.57654177,-0.007622597,bus,660
34358,51.3634023,-0.118390283,bus,661
34361,51.55172801,0.1123296,bus,662
34363,51.66630272,-0.07212965,bus,663
