LocationID,office,sustenance,transport,retail,leisure,residence
3013,-0.493628231644654,-0.6623288132975522,-1.0140985419294652,-0.6954023300722025,-0.836315033543412,-0.31705869853544405
3015,2.101118334814703,0.3076474127328119,0.02666175864083056,-0.28287791301454895,-0.24709874987147695,1.0665598007297425
3019,-0.6589752700515614,-0.693015972344762,-0.7289091772674173,-0.734178383543871,-1.0448132999236472,-0.300946348526953
3022,1.3416717974050172,0.4698998549643693,0.10670697837976288,2.1692499687137756,-0.7329000855500291,1.007158247910561
3023,-0.50465780372878,-0.6006602346208694,0.08193128765732985,-0.45601275222647836,0.6534932386265879,0.9319478873266671
3025,1.1962894455750601,0.46554380848420485,0.025225133619446345,2.1843205246026236,-0.7329000855500291,0.989034112936617
3029,1.461001128578355,0.43288500577791855,0.15431080622484306,2.4575539968927385,-0.8630029557384924,0.9026623032896032
3030,1.4883085341977775,0.46601405723766387,0.11238083385914294,2.7709702128729994,-0.8630029557384924,1.0030101594846015
3031,1.160721934615012,-0.04092129529393426,-0.23805536956609688,0.5553938549522612,-1.253311566303882,0.981303375801559
3032,1.160721934615012,-0.0026254901940085773,-0.26707157471149534,0.7089553743074448,-1.253311566303882,0.9697007663566449
3038,-0.7247301120341457,-0.2925324303064379,-0.26140458987016846,-0.2820974950590388,0.6628001398677409,0.040649587190504426
305,-0.15562465853031565,-0.04077152963508368,0.4222838109739022,-0.4679850313619486,-0.011488541128662691,1.065710832226591
3054,0.7396708441890008,-0.29355454423296834,-0.45289131452215836,0.49640110497603207,-1.1098647350178787,0.9100428490780339
306,-0.17329463809637197,-0.02409555322790693,0.44043418507742504,-0.33057691949471607,0.0649277717687767,1.1423394711733992
307,-0.17329463809637197,-0.034318974559554,0.435895100693921,-0.3456474753835645,0.2063955197604477,1.152075022660699
30743,-0.57062537222128,-0.4028650792470913,-0.44621071253165423,0.7367812523938857,0.08608566666123925,-0.07454158998383607
308,-0.17329463809637197,-0.0702865439027461,0.3694386055012063,-0.4679850313619486,0.0649277717687767,1.0516423985796746
31,1.023706768801237,0.7304214966728898,2.1612470157371595,0.6374417873650735,-0.6527304048287393,0.06055708542548281
31090,-0.5561140038114241,-0.4697730056525934,-0.2985874081047278,-0.9644585902545284,-0.58382320252825,-0.12928056736759275
312,-0.6589752700515614,-0.022190529963767032,-0.47264296688840474,0.8871246213429791,-0.21082023440270692,1.0196688546067316
314,-0.6028067201971922,0.050982821658763236,-0.41299390558484744,1.025235447566183,-0.07884068030231842,1.106373444813573
31498,0.014054668694916894,0.28100319708940824,1.4728776417843634,0.0894922350691593,1.3528234693064134,1.2385864570259246
