,MSE,RMSE,MAE,R2
office,0.019999999552965164,0.14000000059604645,0.09200000017881393,0.058
sustenance,0.017000000923871994,0.1289999932050705,0.08699999749660492,0.168
transport,0.017999999225139618,0.1340000033378601,0.09600000083446503,0.117
retail,0.019999999552965164,0.14100000262260437,0.10100000351667404,0.086
leisure,0.027000000700354576,0.16500000655651093,0.11599999666213989,0.022
residence,0.01600000075995922,0.12800000607967377,0.09799999743700027,0.011
