,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07100000232458115,0.04800000041723251,0.755
sustenance,0.004000000189989805,0.061000000685453415,0.0430000014603138,0.817
transport,0.006000000052154064,0.07500000298023224,0.0560000017285347,0.723
retail,0.006000000052154064,0.07599999755620956,0.0560000017285347,0.738
leisure,0.008999999612569809,0.09399999678134918,0.06499999761581421,0.688
residence,0.004999999888241291,0.07000000029802322,0.05299999937415123,0.706
