,MSE,RMSE,MAE,R2
office,0.007000000216066837,0.08100000023841858,0.05400000140070915,0.682
sustenance,0.004999999888241291,0.07000000029802322,0.04899999871850014,0.756
transport,0.006000000052154064,0.07999999821186066,0.057999998331069946,0.689
retail,0.007000000216066837,0.08500000089406967,0.06199999898672104,0.667
leisure,0.010999999940395355,0.10400000214576721,0.07199999690055847,0.612
residence,0.004999999888241291,0.0729999989271164,0.054999999701976776,0.677
