,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.061000000685453415,0.04100000113248825,0.819
sustenance,0.003000000026077032,0.05700000002980232,0.03999999910593033,0.838
transport,0.004000000189989805,0.06400000303983688,0.04699999839067459,0.797
retail,0.004999999888241291,0.06700000166893005,0.04899999871850014,0.79
leisure,0.006000000052154064,0.07599999755620956,0.05299999937415123,0.793
residence,0.004000000189989805,0.06599999964237213,0.05000000074505806,0.741
