,MSE,RMSE,MAE,R2
office,0.020999999716877937,0.14499999582767487,0.09399999678134918,-0.013
sustenance,0.019999999552965164,0.14000000059604645,0.09300000220537186,0.019
transport,0.019999999552965164,0.14300000667572021,0.10199999809265137,0.001
retail,0.020999999716877937,0.14399999380111694,0.10400000214576721,0.04
leisure,0.02800000086426735,0.16699999570846558,0.11699999868869781,0.005
residence,0.01899999938905239,0.13600000739097595,0.10400000214576721,-0.115
