,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07699999958276749,0.04899999871850014,0.712
sustenance,0.004000000189989805,0.06300000101327896,0.04399999976158142,0.805
transport,0.006000000052154064,0.07800000160932541,0.0560000017285347,0.701
retail,0.006000000052154064,0.07800000160932541,0.0560000017285347,0.723
leisure,0.008999999612569809,0.09600000083446503,0.06599999964237213,0.67
residence,0.004999999888241291,0.07100000232458115,0.05400000140070915,0.699
