,MSE,RMSE,MAE,R2
office,0.019999999552965164,0.14300000667572021,0.09700000286102295,0.006
sustenance,0.01899999938905239,0.13600000739097595,0.09399999678134918,0.066
transport,0.019999999552965164,0.14000000059604645,0.10100000351667404,0.037
retail,0.019999999552965164,0.14300000667572021,0.10700000077486038,0.051
leisure,0.027000000700354576,0.16599999368190765,0.11800000071525574,0.025
residence,0.017000000923871994,0.1289999932050705,0.09799999743700027,0.007
