,MSE,RMSE,MAE,R2
office,0.02199999988079071,0.15000000596046448,0.0989999994635582,-0.085
sustenance,0.020999999716877937,0.1459999978542328,0.09700000286102295,-0.059
transport,0.02199999988079071,0.1469999998807907,0.10400000214576721,-0.062
retail,0.023000000044703484,0.15199999511241913,0.10899999737739563,-0.07
leisure,0.029999999329447746,0.1720000058412552,0.11900000274181366,-0.053
residence,0.01899999938905239,0.1379999965429306,0.10400000214576721,-0.137
