,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.05999999865889549,0.039000000804662704,0.825
sustenance,0.003000000026077032,0.05299999937415123,0.035999998450279236,0.86
transport,0.004000000189989805,0.06199999898672104,0.04500000178813934,0.809
retail,0.004000000189989805,0.06400000303983688,0.04600000008940697,0.812
leisure,0.006000000052154064,0.07599999755620956,0.050999999046325684,0.797
residence,0.004000000189989805,0.06300000101327896,0.04600000008940697,0.764
