,MSE,RMSE,MAE,R2
office,0.012000000104308128,0.10899999737739563,0.0689999982714653,0.431
sustenance,0.008999999612569809,0.09600000083446503,0.06300000101327896,0.537
transport,0.012000000104308128,0.10899999737739563,0.07699999958276749,0.417
retail,0.012000000104308128,0.1080000028014183,0.07599999755620956,0.46
leisure,0.017000000923871994,0.12999999523162842,0.08799999952316284,0.397
residence,0.009999999776482582,0.10199999809265137,0.07800000160932541,0.371
