,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07400000095367432,0.04600000008940697,0.735
sustenance,0.004000000189989805,0.05999999865889549,0.04100000113248825,0.819
transport,0.006000000052154064,0.07500000298023224,0.05299999937415123,0.723
retail,0.006000000052154064,0.07699999958276749,0.05299999937415123,0.731
leisure,0.008999999612569809,0.09399999678134918,0.061000000685453415,0.685
residence,0.004000000189989805,0.06700000166893005,0.05000000074505806,0.73
