,MSE,RMSE,MAE,R2
office,0.007000000216066837,0.08100000023841858,0.054999999701976776,0.681
sustenance,0.004999999888241291,0.0689999982714653,0.04899999871850014,0.761
transport,0.006000000052154064,0.07999999821186066,0.057999998331069946,0.688
retail,0.00800000037997961,0.08799999952316284,0.06700000166893005,0.643
leisure,0.010999999940395355,0.10499999672174454,0.07500000298023224,0.604
residence,0.006000000052154064,0.07400000095367432,0.0560000017285347,0.667
