,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07999999821186066,0.05299999937415123,0.693
sustenance,0.004000000189989805,0.06599999964237213,0.04699999839067459,0.783
transport,0.006000000052154064,0.07999999821186066,0.05900000035762787,0.685
retail,0.007000000216066837,0.08399999886751175,0.06199999898672104,0.674
leisure,0.009999999776482582,0.10199999809265137,0.07100000232458115,0.627
residence,0.006000000052154064,0.07500000298023224,0.057999998331069946,0.66
