,MSE,RMSE,MAE,R2
office,0.013000000268220901,0.11400000005960464,0.07599999755620956,0.366
sustenance,0.010999999940395355,0.10300000011920929,0.06800000369548798,0.471
transport,0.013000000268220901,0.1120000034570694,0.07999999821186066,0.381
retail,0.013000000268220901,0.11400000005960464,0.0820000022649765,0.397
leisure,0.017999999225139618,0.13500000536441803,0.09300000220537186,0.351
residence,0.010999999940395355,0.10599999874830246,0.08100000023841858,0.329
