,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07199999690055847,0.04699999839067459,0.753
sustenance,0.004000000189989805,0.05999999865889549,0.041999999433755875,0.822
transport,0.006000000052154064,0.07699999958276749,0.0560000017285347,0.707
retail,0.006000000052154064,0.07699999958276749,0.0560000017285347,0.727
leisure,0.00800000037997961,0.09099999815225601,0.061000000685453415,0.708
residence,0.004999999888241291,0.0689999982714653,0.052000001072883606,0.718
