,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07100000232458115,0.04500000178813934,0.756
sustenance,0.003000000026077032,0.057999998331069946,0.039000000804662704,0.829
transport,0.006000000052154064,0.07500000298023224,0.05299999937415123,0.724
retail,0.006000000052154064,0.07599999755620956,0.050999999046325684,0.733
leisure,0.008999999612569809,0.0949999988079071,0.061000000685453415,0.679
residence,0.004000000189989805,0.06599999964237213,0.04899999871850014,0.739
