,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07699999958276749,0.05000000074505806,0.717
sustenance,0.004000000189989805,0.06199999898672104,0.04399999976158142,0.806
transport,0.006000000052154064,0.07800000160932541,0.054999999701976776,0.704
retail,0.007000000216066837,0.08299999684095383,0.05999999865889549,0.68
leisure,0.009999999776482582,0.10100000351667404,0.0689999982714653,0.639
residence,0.004999999888241291,0.07100000232458115,0.05400000140070915,0.699
