,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07000000029802322,0.04699999839067459,0.766
sustenance,0.004000000189989805,0.05999999865889549,0.04100000113248825,0.821
transport,0.004999999888241291,0.07000000029802322,0.05000000074505806,0.76
retail,0.004999999888241291,0.0729999989271164,0.052000001072883606,0.757
leisure,0.00800000037997961,0.08699999749660492,0.05999999865889549,0.732
residence,0.004999999888241291,0.06800000369548798,0.050999999046325684,0.726
