,MSE,RMSE,MAE,R2
office,0.009999999776482582,0.10000000149011612,0.06300000101327896,0.518
sustenance,0.006000000052154064,0.07699999958276749,0.05299999937415123,0.704
transport,0.00800000037997961,0.09000000357627869,0.06400000303983688,0.605
retail,0.008999999612569809,0.09600000083446503,0.0689999982714653,0.578
leisure,0.013000000268220901,0.11500000208616257,0.07900000363588333,0.527
residence,0.006000000052154064,0.08100000023841858,0.06199999898672104,0.61
