,MSE,RMSE,MAE,R2
office,0.00800000037997961,0.08900000154972076,0.0560000017285347,0.615
sustenance,0.004999999888241291,0.07000000029802322,0.04699999839067459,0.752
transport,0.00800000037997961,0.08900000154972076,0.06300000101327896,0.609
retail,0.007000000216066837,0.0860000029206276,0.057999998331069946,0.655
leisure,0.013000000268220901,0.1120000034570694,0.07599999755620956,0.55
residence,0.006000000052154064,0.07699999958276749,0.05900000035762787,0.645
