,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07699999958276749,0.04899999871850014,0.715
sustenance,0.004000000189989805,0.06300000101327896,0.0430000014603138,0.802
transport,0.006000000052154064,0.07599999755620956,0.054999999701976776,0.716
retail,0.006000000052154064,0.07800000160932541,0.0560000017285347,0.722
leisure,0.008999999612569809,0.09399999678134918,0.06499999761581421,0.683
residence,0.004999999888241291,0.0729999989271164,0.0560000017285347,0.679
