,MSE,RMSE,MAE,R2
office,0.004999999888241291,0.07199999690055847,0.04800000041723251,0.752
sustenance,0.004000000189989805,0.06199999898672104,0.041999999433755875,0.805
transport,0.004999999888241291,0.07400000095367432,0.05400000140070915,0.736
retail,0.006000000052154064,0.07599999755620956,0.05400000140070915,0.731
leisure,0.00800000037997961,0.08900000154972076,0.05999999865889549,0.716
residence,0.004999999888241291,0.07199999690055847,0.054999999701976776,0.689
