,MSE,RMSE,MAE,R2
office,0.013000000268220901,0.11299999803304672,0.07199999690055847,0.388
sustenance,0.009999999776482582,0.10000000149011612,0.06499999761581421,0.503
transport,0.012000000104308128,0.11100000143051147,0.07800000160932541,0.4
retail,0.013000000268220901,0.11299999803304672,0.07900000363588333,0.413
leisure,0.017000000923871994,0.13199999928474426,0.09000000357627869,0.378
residence,0.010999999940395355,0.10400000214576721,0.07900000363588333,0.349
