,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.06599999964237213,0.0430000014603138,0.788
sustenance,0.003000000026077032,0.057999998331069946,0.03999999910593033,0.832
transport,0.004999999888241291,0.06800000369548798,0.04899999871850014,0.777
retail,0.004999999888241291,0.07100000232458115,0.050999999046325684,0.767
leisure,0.007000000216066837,0.08100000023841858,0.054999999701976776,0.765
residence,0.004000000189989805,0.06599999964237213,0.04899999871850014,0.742
