,MSE,RMSE,MAE,R2
office,0.014000000432133675,0.11699999868869781,0.07400000095367432,0.34
sustenance,0.010999999940395355,0.10700000077486038,0.0689999982714653,0.436
transport,0.013000000268220901,0.11500000208616257,0.08100000023841858,0.351
retail,0.014000000432133675,0.11800000071525574,0.08299999684095383,0.364
leisure,0.019999999552965164,0.14100000262260437,0.09300000220537186,0.292
residence,0.012000000104308128,0.1080000028014183,0.0820000022649765,0.303
