,MSE,RMSE,MAE,R2
office,0.014999999664723873,0.12300000339746475,0.07500000298023224,0.271
sustenance,0.008999999612569809,0.09700000286102295,0.06400000303983688,0.535
transport,0.010999999940395355,0.10599999874830246,0.07599999755620956,0.452
retail,0.012000000104308128,0.1120000034570694,0.07699999958276749,0.424
leisure,0.019999999552965164,0.14100000262260437,0.09300000220537186,0.288
residence,0.00800000037997961,0.09099999815225601,0.07000000029802322,0.504
