,MSE,RMSE,MAE,R2
office,0.014999999664723873,0.12300000339746475,0.08100000023841858,0.261
sustenance,0.013000000268220901,0.1120000034570694,0.0729999989271164,0.371
transport,0.014999999664723873,0.12099999934434891,0.08500000089406967,0.281
retail,0.014999999664723873,0.12300000339746475,0.0860000029206276,0.304
leisure,0.02199999988079071,0.14800000190734863,0.10100000351667404,0.221
residence,0.013000000268220901,0.11299999803304672,0.0860000029206276,0.235
