,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07800000160932541,0.050999999046325684,0.706
sustenance,0.004000000189989805,0.06199999898672104,0.041999999433755875,0.806
transport,0.006000000052154064,0.07999999821186066,0.0560000017285347,0.69
retail,0.006000000052154064,0.07999999821186066,0.05400000140070915,0.708
leisure,0.009999999776482582,0.10000000149011612,0.06700000166893005,0.645
residence,0.004999999888241291,0.0689999982714653,0.052000001072883606,0.716
