,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07400000095367432,0.04899999871850014,0.734
sustenance,0.004000000189989805,0.06300000101327896,0.04399999976158142,0.801
transport,0.006000000052154064,0.07599999755620956,0.054999999701976776,0.717
retail,0.006000000052154064,0.07900000363588333,0.057999998331069946,0.713
leisure,0.008999999612569809,0.09600000083446503,0.06700000166893005,0.673
residence,0.004999999888241291,0.07000000029802322,0.05299999937415123,0.709
