,MSE,RMSE,MAE,R2
office,0.007000000216066837,0.08500000089406967,0.052000001072883606,0.646
sustenance,0.004999999888241291,0.07199999690055847,0.04899999871850014,0.741
transport,0.00800000037997961,0.08799999952316284,0.06300000101327896,0.626
retail,0.007000000216066837,0.0860000029206276,0.061000000685453415,0.656
leisure,0.012000000104308128,0.1080000028014183,0.07100000232458115,0.579
residence,0.007000000216066837,0.08100000023841858,0.06300000101327896,0.604
