,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07500000298023224,0.050999999046325684,0.726
sustenance,0.004000000189989805,0.06599999964237213,0.04699999839067459,0.782
transport,0.006000000052154064,0.07999999821186066,0.05700000002980232,0.69
retail,0.007000000216066837,0.08299999684095383,0.05999999865889549,0.683
leisure,0.010999999940395355,0.10300000011920929,0.06800000369548798,0.622
residence,0.006000000052154064,0.07699999958276749,0.05900000035762787,0.649
