,MSE,RMSE,MAE,R2
office,0.009999999776482582,0.09799999743700027,0.06300000101327896,0.537
sustenance,0.007000000216066837,0.0820000022649765,0.054999999701976776,0.663
transport,0.008999999612569809,0.09600000083446503,0.0689999982714653,0.55
retail,0.009999999776482582,0.10199999809265137,0.07000000029802322,0.521
leisure,0.014999999664723873,0.12300000339746475,0.0860000029206276,0.456
residence,0.007000000216066837,0.0860000029206276,0.06499999761581421,0.556
