,MSE,RMSE,MAE,R2
office,0.014000000432133675,0.11900000274181366,0.07900000363588333,0.322
sustenance,0.010999999940395355,0.10599999874830246,0.06800000369548798,0.445
transport,0.013000000268220901,0.11599999666213989,0.0820000022649765,0.344
retail,0.014000000432133675,0.11900000274181366,0.08299999684095383,0.351
leisure,0.019999999552965164,0.14100000262260437,0.09399999678134918,0.292
residence,0.012000000104308128,0.10899999737739563,0.08299999684095383,0.286
