,MSE,RMSE,MAE,R2
office,0.00800000037997961,0.09200000017881393,0.054999999701976776,0.595
sustenance,0.004999999888241291,0.0729999989271164,0.04800000041723251,0.736
transport,0.007000000216066837,0.08399999886751175,0.05999999865889549,0.658
retail,0.00800000037997961,0.09099999815225601,0.06300000101327896,0.617
leisure,0.012000000104308128,0.10999999940395355,0.0729999989271164,0.57
residence,0.006000000052154064,0.07599999755620956,0.057999998331069946,0.65
