,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.06300000101327896,0.04100000113248825,0.805
sustenance,0.003000000026077032,0.0560000017285347,0.03799999877810478,0.845
transport,0.004000000189989805,0.06499999761581421,0.04699999839067459,0.791
retail,0.004000000189989805,0.06700000166893005,0.04600000008940697,0.796
leisure,0.006000000052154064,0.07800000160932541,0.052000001072883606,0.781
residence,0.004000000189989805,0.06499999761581421,0.04800000041723251,0.745
