,MSE,RMSE,MAE,R2
office,0.004000000189989805,0.05999999865889549,0.04100000113248825,0.824
sustenance,0.003000000026077032,0.05299999937415123,0.03700000047683716,0.861
transport,0.004000000189989805,0.06300000101327896,0.04500000178813934,0.805
retail,0.004000000189989805,0.06400000303983688,0.04600000008940697,0.81
leisure,0.006000000052154064,0.07699999958276749,0.05299999937415123,0.787
residence,0.004000000189989805,0.06199999898672104,0.04699999839067459,0.766
