,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07800000160932541,0.04699999839067459,0.71
sustenance,0.004000000189989805,0.06499999761581421,0.04500000178813934,0.792
transport,0.007000000216066837,0.08100000023841858,0.057999998331069946,0.682
retail,0.007000000216066837,0.0860000029206276,0.06199999898672104,0.66
leisure,0.009999999776482582,0.10100000351667404,0.06700000166893005,0.637
residence,0.004999999888241291,0.07100000232458115,0.05400000140070915,0.698
