,MSE,RMSE,MAE,R2
office,0.00800000037997961,0.09200000017881393,0.05700000002980232,0.592
sustenance,0.004999999888241291,0.0729999989271164,0.04899999871850014,0.735
transport,0.007000000216066837,0.08500000089406967,0.06199999898672104,0.646
retail,0.00800000037997961,0.09099999815225601,0.06599999964237213,0.623
leisure,0.013000000268220901,0.1120000034570694,0.07999999821186066,0.551
residence,0.006000000052154064,0.07999999821186066,0.06199999898672104,0.614
