,MSE,RMSE,MAE,R2
office,0.006000000052154064,0.07800000160932541,0.05000000074505806,0.703
sustenance,0.004000000189989805,0.06700000166893005,0.04800000041723251,0.774
transport,0.006000000052154064,0.07800000160932541,0.05700000002980232,0.702
retail,0.007000000216066837,0.0860000029206276,0.06400000303983688,0.66
leisure,0.008999999612569809,0.09700000286102295,0.06499999761581421,0.666
residence,0.006000000052154064,0.07500000298023224,0.05700000002980232,0.658
